"Dataset","Age","lh_bankssts_thickness"
"ABIDE_I","10.52",2.93665475351761
"ABIDE_I","10.73",2.74016309420908
"ABIDE_I","10.76",2.4482982903239
"ABIDE_I","11.03",2.48391958528626
"ABIDE_I","11.32",2.87805197793436
"ABIDE_I","11.69",2.62180846901155
"ABIDE_I","12.1",2.83898346087887
"ABIDE_I","12.23",2.79531864769919
"ABIDE_I","13.18",2.72637420583655
"ABIDE_I","13.583",2.46553440078956
"ABIDE_I","13.628",2.75050476048848
"ABIDE_I","13.72",2.37475755233708
"ABIDE_I","14.36",2.43450940195137
"ABIDE_I","14.425",2.66432420816017
"ABIDE_I","14.653",2.78152975932666
"ABIDE_I","14.66",2.6310010612599
"ABIDE_I","15.27",2.4482982903239
"ABIDE_I","15.284",2.52758439846594
"ABIDE_I","15.42",2.78267883335771
"ABIDE_I","15.53",2.57469643373874
"ABIDE_I","15.71",2.83553623878573
"ABIDE_I","16.13",2.45404366047912
"ABIDE_I","16.28",2.43565847598241
"ABIDE_I","16.55",2.67581494847061
"ABIDE_I","19.228",2.28857700000878
"ABIDE_I","22.38",2.39544088489587
"ABIDE_I","22.48",2.83438716475469
"ABIDE_I","22.76",2.53562791668324
"ABIDE_I","25.34",2.73786494614699
"ABIDE_I","28.203",2.56090754536621
"ABIDE_I","29.02",2.26329737132581
"ABIDE_I","30.724",2.74361031630221
"ABIDE_I","10.19",2.8608158674687
"ABIDE_I","10.74",2.2839807038846
"ABIDE_I","11.92",2.60687050660797
"ABIDE_I","12.07",2.66317513412913
"ABIDE_I","12.67",2.68385846668792
"ABIDE_I","14.79",2.85621957134453
"ABIDE_I","16.31",2.46783254885165
"ABIDE_I","16.55",2.26214829729477
"ABIDE_I","16.88",2.53218069459011
"ABIDE_I","17.7",2.51839180621758
"ABIDE_I","19.13",2.85507049731348
"ABIDE_I","19.73",2.44025477210659
"ABIDE_I","24.83",2.55018079214492
"ABIDE_I","12.04",2.96553249692989
"ABIDE_I","16.83",2.79161112192351
"ABIDE_I","13.75",2.53988281599323
"ABIDE_I","12.66",2.77101516962013
"ABIDE_I","13.25",2.77444782833736
"ABIDE_I","12.66",2.73554436287541
"ABIDE_I","19.5",2.49525825266923
"ABIDE_I","15.75",2.46093166549692
"ABIDE_I","15.91",2.63714147964811
"ABIDE_I","14.91",2.43118195661425
"ABIDE_I","20.02",2.66547328219122
"ABIDE_I","20.04",2.54596958296264
"ABIDE_I","20.3",2.3517760717162
"ABIDE_I","20.56",2.54596958296264
"ABIDE_I","22.77",2.40348440311318
"ABIDE_I","23.08",2.44485106823077
"ABIDE_I","23.35",2.54826773102473
"ABIDE_I","26.17",2.32879459109532
"ABIDE_I","30.08",2.75510105661265
"ABIDE_I","30.78",2.52988254652802
"ABIDE_I","21.15",2.63674643141512
"ABIDE_I","12.81",2.46093810466538
"ABIDE_I","7.7502",3.08363697298041
"ABIDE_I","9.3149",2.93578278804722
"ABIDE_I","10.6927",2.58794003803447
"ABIDE_I","8.2656",2.73668858244782
"ABIDE_I","9.1068",2.74265954040212
"ABIDE_I","8.2464",2.69892933655827
"ABIDE_I","8.3203",2.6028148924758
"ABIDE_I","8.3313",2.66002587109632
"ABIDE_I","8.9747",3.10308870571139
"ABIDE_I","9.2081",2.78474580448905
"ABIDE_I","8.9363",2.60395911204821
"ABIDE_I","9.7201",2.5581903291518
"ABIDE_I","10.2218",2.63167024187831
"ABIDE_I","9.5202",2.73211170415817
"ABIDE_I","12.3477",2.90832151830937
"ABIDE_I","11.178",2.43232617618666
"ABIDE_I","11.8816",3.07080069759165
"ABIDE_I","12.4298",2.8453894418268
"ABIDE_I","12.2546",2.80534175679244
"ABIDE_I","12.3833",2.51814264411743
"ABIDE_I","14.88",2.57814365583187
"ABIDE_I","12.36",2.80910753607172
"ABIDE_I","10.99",2.62295754304259
"ABIDE_I","11.8",2.81140568413381
"ABIDE_I","14.44",2.70798902133985
"ABIDE_I","14.8",2.50690106590714
"ABIDE_I","15.04",2.75280290855056
"ABIDE_I","13.38",2.61606309885633
"ABIDE_I","11.55",2.65628068994287
"ABIDE_I","11.07",2.58503810001814
"ABIDE_I","13.66",2.51379551009341
"ABIDE_I","17.79",2.75510105661265
"ABIDE_I","11.56",2.72292698374342
"ABIDE_I","13.46",2.39117017958875
"ABIDE_I","15.92",2.7562501306437
"ABIDE_I","14.03",3.05500937871514
"ABIDE_I","11.25",2.52905906331403
"ABIDE_I","17.78",2.52183902831072
"ABIDE_I","14.29",2.63329920932199
"ABIDE_I","12.09",3.11705937639152
"ABIDE_I","13.41",2.46898162288269
"ABIDE_I","12.68",2.57584550776978
"ABIDE_I","10.96",2.61606309885633
"ABIDE_I","15.74",2.50345384381401
"ABIDE_I","13.85",2.75854827870578
"ABIDE_I","12.01",2.54367143490055
"ABIDE_I","9.21",2.64134272753929
"ABIDE_I","13.82",2.75083035130553
"ABIDE_I","9.5",2.72407605777446
"ABIDE_I","11.83",2.82059827638216
"ABIDE_I","12.73",2.78874979432998
"ABIDE_I","13",2.91200403711886
"ABIDE_I","10.53",2.84882210054403
"ABIDE_I","12.64",2.3879514729549
"ABIDE_I","11.66",2.82250505037859
"ABIDE_I","12.15",2.69549667784104
"ABIDE_I","9.79",2.67490072553766
"ABIDE_I","11.9",2.55590189000698
"ABIDE_I","11.95",2.42889351746943
"ABIDE_I","12.9",2.86484117455778
"ABIDE_I","13.36",2.51242154625538
"ABIDE_I","13.12",2.08219498702908
"ABIDE_I","13.63",2.78817846320628
"ABIDE_I","12.66",2.1176657937738
"ABIDE_I","23",2.81255475816485
"ABIDE_I","24",2.78612605545084
"ABIDE_I","23",2.60572143257693
"ABIDE_I","26",2.38739736667856
"ABIDE_I","30",2.5632056934283
"ABIDE_I","29",2.64478994963243
"ABIDE_I","29",2.52988254652802
"ABIDE_I","29",2.51839180621758
"ABIDE_I","23",2.61836124691841
"ABIDE_I","30",2.66777143025331
"ABIDE_I","22",2.53332976862116
"ABIDE_I","35",2.51264643606236
"ABIDE_I","25",2.35981958993351
"ABIDE_I","24",2.39773903295796
"ABIDE_I","10",2.97227604847997
"ABIDE_I","11",2.88494642212063
"ABIDE_I","10",2.95044364189014
"ABIDE_I","13",2.54137328683846
"ABIDE_I","7",2.70339272521567
"ABIDE_I","16",2.4195714395478
"ABIDE_I","33",2.23227237248762
"ABIDE_I","32",2.40003718102005
"ABIDE_I","26",2.64249180157034
"ABIDE_I","23",2.79072235157502
"ABIDE_I","32",2.6508609106047
"ABIDE_I","21",2.4873668073794
"ABIDE_I","28",2.59110906099041
"ABIDE_I","32",2.27708625969834
"ABIDE_I","32",2.48079795401019
"ABIDE_I","48",2.52068995427967
"ABIDE_I","46",2.50148128656898
"ABIDE_I","46",2.38509921861648
"ABIDE_I","44.2",2.88494642212063
"ABIDE_I","39.3",2.55631124924204
"ABIDE_I","42.5",2.6493862457566
"ABIDE_I","19.7",2.49655939962775
"ABIDE_I","20",2.5462951737797
"ABIDE_I","20.8",2.57846924664893
"ABIDE_I","27.9",2.48851588141044
"ABIDE_I","21.1",2.56008406215222
"ABIDE_I","20.9",2.72522513180551
"ABIDE_I","23.6",2.69420013296732
"ABIDE_I","23.9",2.72177790971238
"ABIDE_I","22",2.80221309188546
"ABIDE_I","17",2.94814549382805
"ABIDE_I","23.3",2.68041124459479
"ABIDE_I","34.1",2.30466403644339
"ABIDE_I","44.1",2.64593902366347
"ABIDE_I","56.2",1.65198998681039
"ABIDE_I","18.7",2.38395014458543
"ABIDE_I","29.2",2.24753592570825
"ABIDE_I","20",2.10736781762211
"ABIDE_I","26",2.84653366139921
"ABIDE_I","27",2.11080047633934
"ABIDE_I","27",2.19890538341494
"ABIDE_I","27",2.31675999937321
"ABIDE_I","36",2.21492445742868
"ABIDE_I","37",2.26527011861474
"ABIDE_I","38",1.8968314162986
"ABIDE_I","39",2.04443574113954
"ABIDE_I","39",2.26527011861474
"ABIDE_I","41",2.45521056763486
"ABIDE_I","34",2.29044294920777
"ABIDE_I","37",2.36939409970409
"ABIDE_I","36",1.93344644261573
"ABIDE_I","42",2.18860740726325
"BCH","4.66",2.79909146060938
"BCH","4.34",3.11623589317753
"BCH","3.63",2.11424333810714
"BCH","3.39",3.01594086165965
"BCH","3.06",3.28285162767891
"BCH","4.84",3.02430997069401
"BCH","4.55",2.73097050196073
"BCH","4.92",2.20502018655962
"BCH","3.88",2.45059643838599
"BCH","3.52",2.80713497882669
"BCH","3.61",3.28022788879977
"BCH","4.14",3.27940440558578
"BCH","3.03",2.82781831138548
"BCH","4.72",2.92286586514508
"BCH","2.61",2.75280290855056
"BCH","3.79",2.85162327522035
"BCH","3.09",2.85309794006845
"BCH","4.27",2.84275627378905
"BCH","1.97",3.21045996372314
"BCH","4.1",2.73786494614699
"BCH","4.89",2.69305105893628
"BCH","3.02",2.7577247954918
"BCH","4.39",0.990123344929032
"BCH","4.04",3.07831645015308
"BCH","3.76",2.69452572378437
"BCH","2.11",3.21587974306131
"BCH","2.94",2.81288034898191
"BCH","4.27",3.20816181566105
"BCH","3.23",3.12542848542588
"BCH","3.61",2.71176183425003
"BCH","4.49",3.16761863375746
"BCH","4.05",2.86541216359288
"BCH","3.35",2.91399886371378
"BCH","2.13",2.95191830673824
"BCH","4.26",2.8711575337481
"BCH","4.84",2.80106401785441
"BCH","1.86",3.08521089433934
"BCH","0.69",3.44831828814925
"BCH","1.75",3.21702881709235
"BCH","0.71",3.36870658919016
"BCH","4.62",2.50492850866211
"BCH","0.2",1.718961871428
"BCH","3.22",3.20126737147479
"BCH","1.1",3.03547512018739
"BCH","4.43",2.85654516216158
"BCH","0.86",2.59570535711459
"BCH","0.81",2.7473831292124
"BCH","0.12",1.25933225901039
"BCH","3.15",2.62985198722885
"BCH","4.18",3.27940440558578
"BCH","2.98",2.51412110091046
"BCH","3.99",2.89298994033794
"BCH","2.56",2.95274178995222
"BCH","1.7",2.66317513412913
"BCH","3.11",2.84965071797532
"BCH","3.46",2.919744233869
"BCH","1.17",2.82322201526131
"BCH","0.78",2.53940072959343
"BCH","1.28",2.06220941589311
"BCH","3.64",2.83586182960279
"BCH","1.78",3.26069363027202
"BCH","0.33",0.521301140263071
"BCH","1.43",3.22737048337175
"BCH","4.13",2.60687050660797
"BCH","2.22",2.86656123762392
"BCH","1.63",3.47015069473909
"BCH","0.27",2.08321833926895
"BCH","0.28",1.07515482322629
"BCH","2.63",2.6795877613808
"BCH","0.25",1.08122578419857
"BCH","0.53",1.97832701162689
"BCH","4.4",2.77036460983328
"BCH","4.55",3.14381366992259
"BCH","3.24",3.01971367456983
"BCH","1",3.13002478155006
"BCH","3.27",3.04007141631157
"BCH","2.18",2.77578438917144
"BCH","4.17",2.87345568181019
"BCH","3.75",2.72177790971238
"BCH","0.7",1.3233548139318
"BCH","0.87",3.0147917876286
"BCH","4.89",2.65283346784973
"BCH","0.21",1.98751960387524
"BCH","3.8",2.85736864537557
"BCH","0.39",3.48935936244978
"BCH","4.14",3.11016493220526
"BCH","4.22",3.16991678181954
"BCH","0.01",1.44892947413265
"BCH","4.64",2.66432420816017
"BCH","0.37",1.59486187607524
"BCH","0.88",2.9573380860764
"BCH","2.9",2.66202606009809
"BCH","2.76",2.94272571448988
"BCH","4.18",3.33111273698276
"BCH","3.07",2.89676275324812
"BCH","0.58",1.50638317568485
"BCH","1.07",2.89643716243107
"BCH","0.01",2.86771031165497
"BCH","0.38",0.79822798174468
"BCH","1.71",3.03694978503549
"BCH","4.78",2.96111089898659
"BCH","3.81",2.82092386719922
"BCH","0.4",1.35667796083208
"BCH","0.05",2.03922793527223
"BGSP","25",2.59800350517668
"BGSP","23",2.57042572843162
"BGSP","19",2.73671587211595
"BGSP","27",2.39806462377502
"BGSP","21",2.61409054161129
"BGSP","19",2.37590662636812
"BGSP","23",2.53103162055907
"BGSP","21",2.78957327754397
"BGSP","19",2.42301866164093
"BGSP","21",2.42876403179615
"BGSP","23",2.52183902831072
"BGSP","19",2.49228869432063
"BGSP","33",2.4482982903239
"BGSP","21",2.44172943695469
"BGSP","23",2.36786310815082
"BGSP","21",2.55318961796596
"BGSP","25",2.30728777532254
"BGSP","25",2.35292514574724
"BGSP","21",2.70454179924672
"BGSP","21",2.25065755698433
"BGSP","19",2.25328129586347
"BGSP","19",2.60916865467006
"BGSP","21",2.71947976165029
"BGSP","19",2.41152792133049
"BGSP","29",2.80713497882669
"BGSP","23",2.66235165091514
"BGSP","21",2.28742792597774
"BGSP","23",2.56582943230744
