"Dataset","Age","lh_bankssts_thickness"
"NIH_PD","18.14246575",2.767
"NIH_PD","19.93150685",2.773
"NIH_PD","21.85479452",2.786
"NIH_PD","8.405479452",2.773
"NIH_PD","10.13972603",2.649
"NIH_PD","12.14520548",2.69
"NIH_PD","9.706849315",2.776
"NIH_PD","8.334246575",2.953
"NIH_PD","9.994520548",2.956
"NIH_PD","8.397260274",2.524
"NIH_PD","10.39452055",2.63
"NIH_PD","12.49589041",2.496
"NIH_PD","15.89041096",2.517
"NIH_PD","17.79726027",2.455
"NIH_PD","10.75342466",2.791
"NIH_PD","12.6630137",2.664
"NIH_PD","14.70410959",2.47
"NIH_PD","11.12054795",2.742
"NIH_PD","13.14794521",2.765
"NIH_PD","15.49589041",2.625
"NIH_PD","15.23287671",2.799
"NIH_PD","16.95616438",2.824
"NIH_PD","8.079452055",3.009
"NIH_PD","10.32876712",2.933
"NIH_PD","12.1369863",2.976
"NIH_PD","17.36438356",2.34
"NIH_PD","21.29863014",2.401
"NIH_PD","9.873972603",3.029
"NIH_PD","11.88493151",2.963
"NIH_PD","13.48493151",2.979
"NIH_PD","8.347945205",3.102
"NIH_PD","9.068493151",2.709
"NIH_PD","11.08493151",2.733
"NIH_PD","12.83561644",2.726
"NIH_PD","10.88219178",2.679
"NIH_PD","12.58356164",2.67
"NIH_PD","14.43013699",2.684
"NIH_PD","10.56438356",2.699
"NIH_PD","10.33150685",2.697
"NIH_PD","10.33150685",2.979
"NIH_PD","12.06849315",2.859
"NIH_PD","14.13972603",2.783
"NIH_PD","16.76712329",2.598
"NIH_PD","18.46575342",2.587
"NIH_PD","20.46849315",2.565
"NIH_PD","11.49041096",3.058
"NIH_PD","13.21643836",2.986
"NIH_PD","20.02739726",2.708
"NIH_PD","11.26849315",2.636
"NIH_PD","16.81917808",2.29
"NIH_PD","19.75342466",2.363
"NIH_PD","21.29041096",2.478
"NIH_PD","14.40547945",2.825
"NIH_PD","16.09589041",2.813
"NIH_PD","18.41369863",2.691
"NIH_PD","12.17534247",2.685
"NIH_PD","14.67945205",2.719
"NIH_PD","16.35616438",2.696
"NIH_PD","13.27671233",1.829
"NIH_PD","15.30136986",2.833
"NIH_PD","17.29589041",2.785
"NIH_PD","10.75342466",2.69
"NIH_PD","17.22465753",2.45
"NIH_PD","18.91232877",2.264
"NIH_PD","9.701369863",2.892
"NIH_PD","11.67945205",2.651
"NIH_PD","13.59726027",2.795
"NIH_PD","12.99726027",2.752
"NIH_PD","8.339726027",2.43
"NIH_PD","10.43835616",2.604
"NIH_PD","15.9369863",2.771
"NIH_PD","17.50684932",2.855
"NIH_PD","6.084931507",2.501
"NIH_PD","7.161643836",1.971
"NIH_PD","9.452054795",2.772
"NIH_PD","10.46027397",2.804
"NIH_PD","12.32876712",2.759
"NIH_PD","14.33972603",2.651
"NIH_PD","15.89315068",2.323
"NIH_PD","8.663013699",2.679
"NIH_PD","10.29589041",2.572
"NIH_PD","12.28767123",2.563
"NIH_PD","13.13424658",2.745
"NIH_PD","6.802739726",2.938
"NIH_PD","9.561643836",2.705
"NIH_PD","11.65205479",2.64
"NIH_PD","14.01917808",2.649
"NIH_PD","8.545205479",2.9
"NIH_PD","10.27945205",2.911
"NIH_PD","5.893150685",2.932
"NIH_PD","7.964383562",2.89
"NIH_PD","10.13150685",2.857
"NIH_PD","13.46575342",2.884
"NIH_PD","15.71780822",2.907
"NIH_PD","8.805479452",3.063
"NIH_PD","6.854794521",2.626
"NIH_PD","8.789041096",2.55
"NIH_PD","8.506849315",2.708
"NIH_PD","10.41369863",2.786
"NIH_PD","13.91506849",2.625
"NIH_PD","11.2109589",2.723
"NIH_PD","12.84109589",2.645
"NIH_PD","15.44931507",2.759
"NIH_PD","6.334246575",2.802
"NIH_PD","8.556164384",2.43
"NIH_PD","8.408219178",2.882
"NIH_PD","10.55616438",2.811
"NIH_PD","8.021917808",2.42
"NIH_PD","9.136986301",2.68
"NIH_PD","10.91780822",2.605
"NIH_PD","9.345205479",2.516
"NIH_PD","11.18630137",2.762
"NIH_PD","12.17534247",2.793
"NIH_PD","14.23835616",2.723
"NIH_PD","16.40547945",2.74
"NIH_PD","17.65479452",1.85
"NIH_PD","6.665753425",2.868
"NIH_PD","8.284931507",2.867
"NIH_PD","10.47945205",2.883
"NIH_PD","17.04383562",3.02
"NIH_PD","9.049315068",2.864
"NIH_PD","12.75342466",2.732
"NIH_PD","8.169863014",2.584
"NIH_PD","10.37260274",3.028
"NIH_PD","11.9260274",2.891
"NIH_PD","6.232876712",2.98
"NIH_PD","8.197260274",2.96
"NIH_PD","15.22739726",2.564
"NIH_PD","17.16438356",2.509
"NIH_PD","19.22465753",2.462
"NIH_PD","8.394520548",1.474
"NIH_PD","10.15890411",3.015
"NIH_PD","6.545205479",2.752
"NIH_PD","8.687671233",2.819
"NIH_PD","10.41369863",2.701
"NIH_PD","6.054794521",2.823
"NIH_PD","8.183561644",2.881
"NIH_PD","16.15616438",2.568
"NIH_PD","18.30410959",2.514
"NIH_PD","12.77260274",2.51
"NIH_PD","16.01917808",2.346
"NIH_PD","7.545205479",2.702
"NIH_PD","9.797260274",2.743
"NIH_PD","11.15068493",2.706
"NIH_PD","17.54246575",1.698
"NIH_PD","20.06027397",2.486
"NIH_PD","21.52876712",2.298
"NIH_PD","12.44383562",2.6
"NIH_PD","14.1890411",2.508
"NIH_PD","16.16986301",2.494
"NIH_PD","9.498630137",2.896
"NIH_PD","5.75890411",2.512
"NIH_PD","9.284931507",2.61
"NIH_PD","7.150684932",3.083
"NIH_PD","9.150684932",2.882
"NIH_PD","11.1260274",2.812
"NIH_PD","14.80821918",2.496
"NIH_PD","16.72876712",2.479
"NIH_PD","6.093150685",2.633
"NIH_PD","7.747945205",2.607
"NIH_PD","9.443835616",2.745
"NIH_PD","11.49041096",2.734
"NIH_PD","13.46849315",2.651
"NIH_PD","7.268493151",2.899
"NIH_PD","9.356164384",2.845
"NIH_PD","10.55068493",2.731
"NIH_PD","8.906849315",2.468
"NIH_PD","10.56986301",2.28
"NIH_PD","14.52876712",2.257
"NIH_PD","16.23561644",2.251
"NIH_PD","18.08767123",2.324
"NIH_PD","9.438356164",2.795
"NIH_PD","11.0630137",2.741
"NIH_PD","5.561643836",2.547
"NIH_PD","7.397260274",2.419
"NIH_PD","6.093150685",3.035
"NIH_PD","7.81369863",3.233
"NIH_PD","9.660273973",3.112
"NIH_PD","5.098630137",2.847
"NIH_PD","6.747945205",2.96
"NIH_PD","5.630136986",1.8
"NIH_PD","5.189041096",2.794
"NIH_PD","10.66027397",2.915
"NIH_PD","11.22465753",2.59
"NIH_PD","12.13972603",2.585
"NIH_PD","17.09041096",2.415
"NIH_PD","19.41917808",2.407
"NIH_PD","6.520547945",2.211
"NIH_PD","8.328767123",2.957
"NIH_PD","10.37534247",2.768
"NIH_PD","17.64657534",2.452
"NIH_PD","4.928767123",2.069
"NIH_PD","6.797260274",2.733
"NIH_PD","9.21369863",2.948
"NIH_PD","11.19452055",2.985
"NIH_PD","13.30958904",2.811
"NIH_PD","15.83835616",2.75
"NIH_PD","17.84657534",2.698
"NIH_PD","19.88493151",2.687
"NIH_PD","16.40273973",2.889
"NIH_PD","17.99178082",2.671
"NIH_PD","20.21643836",2.695
"NIH_PD","5.756164384",3.039
"NIH_PD","9.950684932",2.952
"NIH_PD","11.72876712",3.014
"NIH_PD","13.54246575",1.772
"NIH_PD","15.41643836",2.481
"NIH_PD","17.20547945",2.621
"NIH_PD","7.734246575",2.687
"NIH_PD","9.273972603",2.773
"NIH_PD","10.46575342",2.635
"NIH_PD","12.37808219",2.569
"NIH_PD","14.39178082",2.499
"NIH_PD","12.39726027",2.59
"NIH_PD","15.95342466",2.597
"NIH_PD","6.602739726",2.974
"NIH_PD","8.528767123",2.935
"NIH_PD","10.47671233",2.937
"NIH_PD","8.454794521",2.739
"NIH_PD","10.20273973",2.586
"NIH_PD","11.92876712",2.656
"NIH_PD","17.50684932",2.609
"NIH_PD","21.09589041",2.764
"NIH_PD","7.84109589",2.731
"NIH_PD","15.5890411",2.722
"NIH_PD","17.60273973",2.474
"NIH_PD","19.38630137",2.587
"NIH_PD","6.312328767",2.735
"NIH_PD","7.991780822",2.764
"NIH_PD","10.0109589",2.9
"NIH_PD","12.48493151",2.766
"NIH_PD","14.56986301",2.577
"NIH_PD","13.60821918",2.823
"NIH_PD","14.77808219",2.696
"NIH_PD","16.78630137",2.391
"NIH_PD","18.4739726",2.409
"NIH_PD","14.92876712",2.438
"NIH_PD","16.94794521",2.401
"NIH_PD","19.51232877",2.352
"NIH_PD","13.91506849",2.764
"NIH_PD","7.164383562",3.073
"NIH_PD","8.931506849",2.988
"NIH_PD","10.99726027",2.969
"NIH_PD","7.189041096",2.932
"NIH_PD","9.139726027",2.888
"NIH_PD","5.789041096",2.643
"NIH_PD","7.57260274",2.653
"NIH_PD","15.30684932",2.577
"NIH_PD","17.30684932",2.519
"NIH_PD","9.057534247",2.605
"NIH_PD","10.72876712",2.694
"NIH_PD","11.97808219",2.784
"NIH_PD","13.83835616",2.798
"NIH_PD","15.80547945",2.878
"NIH_PD","10.68767123",2.918
"NIH_PD","7.098630137",2.756
"NIH_PD","8.956164384",2.832
"NIH_PD","10.96712329",2.885
"NIH_PD","5.353424658",2.225
"NIH_PD","7.506849315",2.878
"NIH_PD","15.56712329",2.541
"NIH_PD","10.67945205",2.608
"NIH_PD","12.56986301",2.639
"NIH_PD","9.465753425",2.736
"NIH_PD","11.46027397",2.7
"NIH_PD","14.91232877",2.668
"NIH_PD","10.76712329",2.629
"NIH_PD","11.61917808",2.94
"NIH_PD","14.19452055",2.803
"NIH_PD","9.967123288",2.897
"NIH_PD","15.47945205",1.47
"NIH_PD","17.7260274",2.698
"NIH_PD","19.76164384",2.66
"NIH_PD","12.49863014",2.667
"NIH_PD","16.31506849",2.619
"NIH_PD","13.37260274",2.303
"NIH_PD","6.846575342",2.677
"NIH_PD","8.62739726",2.578
"NIH_PD","10.51506849",2.65
"NIH_PD","12.89315068",2.9
"NIH_PD","13.51232877",2.911
"NIH_PD","15.30136986",2.555
"NIH_PD","17.2",2.797
"NIH_PD","12.48767123",2.43
"NIH_PD","16.20821918",2.467
"NIH_PD","7.673972603",2.618
"NIH_PD","9.397260274",2.546
"NIH_PD","11.39726027",2.643
"NIH_PD","9.002739726",2.288
"NIH_PD","10.85753425",2.686
"NIH_PD","12.04657534",2.899
"NIH_PD","13.96438356",2.849
"NIH_PD","15.66027397",2.954
"NIH_PD","14.62191781",2.845
"NIH_PD","17.57534247",2.709
"NIH_PD","17.11780822",2.961
"NIH_PD","18.85753425",2.893
"NIH_PD","20.84109589",2.828
"NIH_PD","14.02739726",2.542
"NIH_PD","16.86027397",2.371
"NIH_PD","13.32328767",2.472
"NIH_PD","14.18082192",2.48
"NIH_PD","14.38630137",2.541
"NIH_PD","16.09315068",2.522
"NIH_PD","18.23287671",2.374
"NIH_PD","6.021917808",2.904
"NIH_PD","7.969863014",2.91
"NIH_PD","17.72054795",2.71
"NIH_PD","19.5260274",2.755
"NIH_PD","21.49315068",2.79
"NIH_PD","8.35890411",2.776
"NIH_PD","14.93150685",2.753
"NIH_PD","10.92328767",2.629
"NIH_PD","12.6739726",2.527
"NIH_PD","14.57808219",2.444
"NIH_PD","5.38630137",2.695
"NIH_PD","7.487671233",2.782
"NIH_PD","9.383561644",2.614
"NIH_PD","7.106849315",2.088
"NIH_PD","9.301369863",2.805
"NIH_PD","11.2739726",2.827
"NIH_PD","5.780821918",3.11
"NIH_PD","7.391780822",2.927
"NIH_PD","9.539726027",2.769
"NIH_PD","6.95890411",2.866
"NIH_PD","8.77260274",3.003
"NIH_PD","11.1890411",2.864
"NIH_PD","11.57808219",2.65
"NIH_PD","13.31780822",2.605
"NIH_PD","11.46849315",2.647
"NIH_PD","13.41643836",2.677
"NIH_PD","15.25753425",2.465
"NIH_PD","14.13424658",2.588
"NIH_PD","16.30136986",2.494
"NIH_PD","17.92054795",2.41
"NIH_PD","14.80821918",2.66
"NIH_PD","16.48493151",2.663
"NIH_PD","18.50684932",2.635
"NIH_PD","16.75890411",2.565
"NIH_PD","18.5369863",2.623
"NIH_PD","18.12054795",2.66
"NIH_PD","20.26849315",2.524
"NIH_PD","22.11780822",2.556
"NIH_PD","10.17808219",2.742
"NIH_PD","6.55890411",3.239
"NIH_PD","8.38630137",3.079
"NIH_PD","7.394520548",2.776
"NIH_PD","9.210958904",2.611
"NIH_PD","10.55342466",2.652
"NIH_PD","7.065753425",1.935
"NIH_PD","9.128767123",3.019
"NIH_PD","10.7890411",2.608
"NIH_PD","12.57260274",2.57
"NIH_PD","14.75616438",2.272
"NIH_PD","14.53424658",2.745
"NIH_PD","17.70136986",2.52
"NIH_PD","19.69589041",2.481
"NIH_PD","21.77260274",2.508
"NIH_PD","6.564383562",2.881
"NIH_PD","8.263013699",2.724
"NIH_PD","10.14246575",2.653
"NIH_PD","12.36986301",2.123
"NIH_PD","16.2739726",2.238
"NIH_PD","11.53150685",2.862
"NIH_PD","13.56712329",2.801
"NIH_PD","8.273972603",3.174
"NIH_PD","9.449315068",2.633
"NIH_PD","8.82739726",2.672
"NIH_PD","10.35068493",2.739
"NIH_PD","9.994520548",2.568
"NIH_PD","13.71506849",2.555
"NIH_PD","14.70958904",2.51
"NIH_PD","6.068493151",2.763
"NIH_PD","12.34794521",2.516
"NIH_PD","10.03835616",2.693
"NIH_PD","12.04931507",2.702
"NIH_PD","7.583561644",1.661
"NIH_PD","9.964383562",2.665
"NIH_PD","18.25479452",2.599
"NIH_PD","20.03287671",2.575
"NIH_PD","22.27671233",2.532
"NIH_PD","10.79178082",2.756
"NIH_PD","13.39726027",2.454
"NIH_PD","16.34246575",2.537
"NIH_PD","17.4739726",2.719
"NIH_PD","7.287671233",2.812
"NIH_PD","9",2.715
"NIH_PD","10.90958904",2.725
"NIH_PD","12.28493151",2.639
"NIH_PD","13.89863014",2.555
"NIH_PD","16.32054795",2.592
"NIH_PD","8.347945205",2.919
"NIH_PD","10.03287671",2.873
"NIH_PD","16.43287671",2.579
"NIH_PD","18.42739726",2.657
"NIH_PD","12.06849315",2.754
"NIH_PD","14.09589041",2.659
"NIH_PD","11.30410959",2.721
"NIH_PD","15.25479452",2.676
"NIH_PD","15.54246575",2.69
"NIH_PD","17.25479452",2.697
"NIH_PD","6.901369863",2.639
"NIH_PD","8.561643836",2.723
"NIH_PD","10.66027397",2.788
"NIH_PD","6.005479452",2.613
"NIH_PD","7.917808219",2.577
"NIH_PD","10.18630137",2.816
"NIH_PD","11.8",2.762
"NIH_PD","13.83013699",2.453
"NIH_PD","12.84657534",2.527
"NIH_PD","14.95616438",2.619
"NIH_PD","16.94520548",2.585
"NIH_PD","10.94520548",2.149
"NIH_PD","12.92054795",2.906
"NIH_PD","14.85479452",2.872
"NIH_PD","9.416438356",2.562
"NIH_PD","10.11506849",2.871
"NIH_PD","11.87945205",2.811
"NIH_PD","11.32054795",2.552
"NIH_PD","12.85479452",2.467
"NIH_PD","14.84931507",2.501
"NIH_PD","10.6739726",2.833
"NIH_PD","12.22191781",2.825
"NIH_PD","15.17534247",2.716
"NIH_PD","7.860273973",2.886
"NIH_PD","9.547945205",2.827
"NIH_PD","8.490410959",2.931
"NIH_PD","10.46027397",2.683
"NIH_PD","4.802739726",2.695
"NIH_PD","6.873972603",3.07
"NIH_PD","8.402739726",2.878
"NIH_PD","12.95616438",2.805
"NIH_PD","7.452054795",2.844
"NIH_PD","9.197260274",2.723
"NIH_PD","12.17808219",2.492
"NIH_PD","10.48493151",2.98
"NIH_PD","12.27123288",2.891
"NIH_PD","14.39452055",2.943
"NIH_PD","16.42739726",2.795
"NIH_PD","18.45205479",2.788
"NIH_PD","20.62465753",2.729
"NIH_PD","10.53972603",2.683
"NIH_PD","8.134246575",2.671
"NIH_PD","7.090410959",2.788
"NIH_PD","11.54520548",2.717
"NIH_PD","13.10410959",2.72
"NIH_PD","9.526027397",2.661
"NIH_PD","11.74246575",2.601
"NIH_PD","6.016438356",2.873
"NIH_PD","9.731506849",2.874
"NIH_PD","11.57808219",1.865
"NIH_PD","13.4",2.807
"NIH_PD","9.835616438",2.812
"NIH_PD","11.97808219",2.722
"NIH_PD","7.898630137",2.728
"NIH_PD","10.07945205",2.531
"NIH_PD","14.01917808",2.037
"NIH_PD","15.84657534",2.747
"NIH_PD","17.04931507",2.81
"NIH_PD","19.77260274",2.391
"NIH_PD","6.750684932",2.841
"NIH_PD","8.775342466",2.758
"NIH_PD","16.89315068",2.326
"NIH_PD","19.06027397",2.455
"NIH_PD","20.55342466",2.521
"NIH_PD","9.131506849",2.689
"NIH_PD","10.97808219",2.605
"NIH_PD","15.92876712",2.427
"NIH_PD","17.63013699",2.435
"NIH_PD","8.238356164",2.968
"NIH_PD","10.18630137",2.921
"NIH_PD","17.68767123",2.82
"NIH_PD","19.68767123",2.812
"NIH_PD","4.824657534",2.49
"NIH_PD","6.471232877",2.697
"NIH_PD","8.654794521",2.615
"NIH_PD","6.191780822",2.694
"NIH_PD","7.898630137",2.531
"NIH_PD","9.756164384",2.577
"NIH_PD","6.605479452",2.563
"NIH_PD","8.624657534",2.993
"NIH_PD","10.41917808",2.866
"NIH_PD","12.46575342",2.674
"NIH_PD","14.75890411",2.517
"NIH_PD","7.682191781",3.039
"NIH_PD","9.747945205",2.972
"NIH_PD","12.82739726",2.631
"NIH_PD","14.9890411",2.641
"NIH_PD","8.528767123",2.849
"NIH_PD","10.3260274",2.772
"NIH_PD","11.16986301",2.949
"NIH_PD","15.00547945",2.914
"NIH_PD","16.68767123",2.849
"NIH_PD","6.520547945",2.947
"NIH_PD","10.32054795",2.859
"NIH_PD","16.93424658",2.481
"NIH_PD","18.4739726",2.638
"NIH_PD","11.62739726",2.391
"NIH_PD","7.619178082",2.598
"NIH_PD","19.76438356",2.585
"NIH_PD","21.88219178",2.5
"NIH_PD","7.901369863",2.967
"NIH_PD","9.909589041",2.857
"NIH_PD","14.22739726",2.603
"NIH_PD","16.32328767",2.693
"NIH_PD","17.95342466",2.686
"NIH_PD","14.46575342",2.457
"NIH_PD","9.975342466",2.671
"NIH_PD","8.41369863",2.737
"NIH_PD","15.91506849",1.853
"NIH_PD","9.660273973",2.594
"NIH_PD","11.27671233",2.544
"NIH_PD","9.961643836",2.884
"NIH_PD","12.96164384",2.586
"NIH_PD","14.55342466",2.5
"NIH_PD","17.09863014",2.501
"NIH_PD","14.70410959",2.498
"NIH_PD","16.50410959",2.638
"NIH_PD","18.35342466",2.534
"NIH_PD","9.235616438",2.65
"NIH_PD","13.52328767",2.44
"NIH_PD","11.43561644",2.78
"NIH_PD","6.509589041",3.192
"NIH_PD","8.389041096",3.186
"NIH_PD","10.41917808",2.955
"NIH_PD","14.34246575",2.749
"NIH_PD","16.46575342",2.533
"NIH_PD","14.16438356",2.636
"NIH_PD","16.12054795",2.676
"NIH_PD","5.884931507",2.923
"NIH_PD","7.890410959",2.954
"NIH_PD","9.547945205",3.011
"NIH_PD","16.9260274",2.782
"NIH_PD","7.852054795",2.906
"NIH_PD","9.923287671",2.708
"NIH_PD","11.82465753",2.661
"NIH_PD","13.65205479",2.619
"NIH_PD","15.4739726",2.582
"NIH_PD","5.410958904",2.899
"NIH_PD","9.093150685",3.03
"NIH_PD","11.98082192",2.76
"NIH_PD","16.20821918",2.588
"NIH_PD","12.20273973",2.759
"NIH_PD","16.11506849",2.696
"NIH_PD","11.51780822",2.824
"NIH_PD","13.31506849",2.752
"NIH_PD","17.6739726",2.665
"NIH_PD","19.6739726",2.693
"NIH_PD","10",2.689
"NIH_PD","11.6739726",2.653
"NIH_PD","11.77260274",2.868
"NIH_PD","13.16438356",2.725
"NIH_PD","15.46027397",2.708
"NIH_PD","5.046575342",2.934
"NIH_PD","6.950684932",2.801
"NIH_PD","16.00821918",2.507
"NIH_PD","17.68493151",2.458
"NIH_PD","19.52328767",2.53
"NIH_PD","10.38356164",2.52
"NIH_PD","12.33424658",2.593
"NIH_PD","14.09863014",2.517
"NIH_PD","6.684931507",2.403
"NIH_PD","8.747945205",2.546
"NIH_PD","10.4630137",2.265
"NIH_PD","5.882191781",2.947
"NIH_PD","7.939726027",2.805
"NIH_PD","9.682191781",2.85
"NIH_PD","15.13150685",2.941
"NIH_PD","16.90136986",2.855
"NIH_PD","18.93972603",2.782
"NIH_PD","10.4109589",2.554
"NIH_PD","12.58082192",2.532
"NIH_PD","14.36438356",2.485
"NIH_PD","13.03835616",1.549
"NIH_PD","15.09589041",2.644
"NIH_PD","16.91506849",2.591
"NIH_PD","12.5260274",2.748
"NIH_PD","14.36986301",2.749
"NIH_PD","12.69589041",2.797
"NIH_PD","14.32876712",2.77
"NIH_PD","16.32054795",2.603
"NIH_PD","6.479452055",2.481
"NIH_PD","10.15616438",2.648
"NIH_PD","6.531506849",3.063
"NIH_PD","12.32876712",2.408
"NIH_PD","14.36712329",2.528
"NIH_PD","18.19452055",2.758
"NIH_PD","19.97260274",2.655
"NIH_PD","22.18630137",2.618
"NIH_PD","15.05479452",2.671
"NIH_PD","16.95068493",2.566
"NIH_PD","18.84931507",2.525
"NIH_PD","17.1260274",2.563
"NIH_PD","18.90410959",2.565
"NIH_PD","20.79178082",2.567
"NIH_PD","11.55342466",2.504
"NIH_PD","9.164383562",2.679
"NIH_PD","13.1260274",2.642
"NIH_PD","16.58082192",2.7
"NIH_PD","18.61643836",1.779
"NIH_PD","20.15068493",2.353
"NIH_PD","17.5369863",2.779
"NIH_PD","19.18082192",2.754
"NIH_PD","8.539726027",2.961
"NIH_PD","13.49589041",2.679
"NIH_PD","17.09589041",2.574
"NIH_PD","9.591780822",2.88
"NIH_PD","11.70684932",2.84
"NIH_PD","18.14794521",2.821
"NIH_PD","6.112328767",2.571
"NIH_PD","7.857534247",2.601
"NIH_PD","9.923287671",2.626
"NIH_PD","8.750684932",1.73
"NIH_PD","12.34520548",2.624
"NIH_PD","7.02739726",2.778
"NIH_PD","9.21369863",2.645
"NIH_PD","11.06027397",2.598
"NIH_PD","10.57808219",2.408
"NIH_PD","12.72876712",2.754
"NIH_PD","7.665753425",2.811
"NIH_PD","9.57260274",2.733
"NIH_PD","11.52876712",2.668
"NIH_PD","13.12054795",2.583
"NIH_PD","18.35068493",2.467
"NIH_PD","20.18630137",2.594
"NIH_PD","13.49315068",2.226
"NIH_PD","11.87671233",2.727
"NIH_PD","13.74520548",2.663
"NIH_PD","16.09315068",2.746
"NIH_PD","13.96986301",2.63
"NIH_PD","16",2.622
"NIH_PD","17.99726027",2.527
"NIH_PD","8.197260274",2.767
"NIH_PD","16.02191781",2.519
"NIH_PD","17.78082192",2.589
"NIH_PD","20.02739726",2.367
"NIH_PD","8.917808219",2.682
"NIH_PD","10.9890411",2.685
"NIH_PD","10.07945205",1.999
"NIH_PD","12.89315068",2.622
"NIH_PD","14.46027397",2.746
"NIH_PD","16.62739726",2.64
"NIH_PD","9.808219178",2.873
"NIH_PD","15.60821918",2.567
"NIH_PD","6.750684932",2.618
"NIH_PD","8.435616438",2.571
"NIH_PD","5.284931507",2.481
"NIH_PD","7.336986301",2.655
"NIH_PD","9.471232877",2.586
"NIH_PD","6.832876712",2.871
"NIH_PD","8.430136986",2.789
"NIH_PD","9.084931507",2.615
"NIH_PD","14.83561644",2.752
"NIH_PD","16.84931507",2.735
"NIH_PD","7.106849315",2.798
"NIH_PD","6.378082192",2.652
"NIH_PD","11.10410959",2.604
"NIH_PD","13.10410959",2.591
"NIH_PD","15.13972603",2.479
"NIH_PD","8.123287671",2.668
"NIH_PD","11.83013699",2.615
"NIH_PD","8.780821918",2.724
"NIH_PD","20.19726027",2.521
"NIH_PD","10.42191781",2.606
"NIH_PD","12.53972603",2.692
"NIH_PD","14.26575342",2.586
"NIH_PD","9.364383562",2.81
"NIH_PD","14.12328767",2.55
"NIH_PD","16.36986301",2.745
"NIH_PD","11.70958904",1.961
"NIH_PD","14.86027397",2.707
"NIH_PD","16.06575342",2.222
"NIH_PD","11.46027397",2.504
"NIH_PD","13.55890411",2.65
"NIH_PD","15.04931507",2.562
"NIH_PD","13.95890411",2.022
"NIH_PD","15.96438356",2.412
"NIH_PD","17.7260274",2.393
"NIH_PD","8.235616438",2.949
"NIH_PD","11.86027397",2.805
"NIH_PD","8.42739726",2.869
"NIH_PD","10.70684932",2.823
"NIH_PD","13.06027397",2.394
"NIH_PD","16.34520548",2.413
"NIH_PD","17.48493151",2.422
"NIH_PD","8.101369863",2.549
"NIH_PD","9.81369863",2.3
"NIH_PD","6.42739726",2.726
"NIH_PD","10.68219178",2.733
"NIH_PD","9.728767123",2.452
"NIH_PD","11.94794521",2.526
"NIH_PD","6.61369863",1.399
"NIH_PD","8.849315068",2.749
"NIH_PD","10.65479452",2.76
"NIH_PD","10.16986301",2.747
"NIH_PD","12.08767123",2.82
"NIH_PD","14.49041096",2.642
"NIH_PD","9.58630137",2.791
"NIH_PD","11.64931507",2.793
"NIH_PD","11.05479452",2.826
"NIH_PD","13.02191781",2.59
"NIH_PD","15.16986301",2.795
"NIH_PD","6.328767123",2.983
"NIH_PD","8.21369863",2.983
"NIH_PD","10.16986301",2.892
"NIH_PD","5.706849315",2.466
"NIH_PD","7.580821918",2.749
"NIH_PD","9.632876712",2.709
"NIH_PD","16.6739726",2.739
"NIH_PD","18.80273973",2.665
"NIH_PD","20.95068493",2.689
"NIH_PD","9.912328767",2.551
"NIH_PD","11.56164384",2.582
"NIH_PD","19.49589041",2.541
"NIH_PD","11.92054795",2.299
"NIH_PD","13.92876712",2.292
"NIH_PD","15.93150685",2.256
"NIH_PD","17.02465753",2.623
"NIH_PD","18.82465753",2.644
"NIH_PD","13.56164384",2.632
"NIH_PD","15.40273973",2.544
"NIH_PD","8.490410959",3.018
"NIH_PD","10.64383562",2.867
"NIH_PD","8.97260274",2.591
"NIH_PD","10.5260274",2.706
"NIH_PD","7.534246575",2.781
"NIH_PD","11.59178082",2.374
"NIH_PD","12.95616438",2.868
"NIH_PD","15.75342466",2.709
"NIH_PD","7.528767123",2.681
"NIH_PD","9.317808219",2.573
"NIH_PD","11.40821918",2.484
"NIH_PD","8.320547945",1.566
"NIH_PD","10.33150685",2.813
"NIH_PD","13.07123288",2.369
"NIH_PD","14.91232877",2.522
"NIH_PD","16.86849315",2.467
"NIH_PD","9.073972603",2.514
"NIH_PD","12.55068493",2.508
"NIH_PD","7.78630137",2.389
"NIH_PD","9.687671233",2.459
"NIH_PD","16.93424658",2.522
"NIH_PD","18.77260274",2.406
"NIH_PD","21.11506849",2.454
"NIH_PD","8.690410959",2.824
"NIH_PD","10.64657534",2.657
"NIH_PD","12.56438356",2.575
"NIH_PD","15.12328767",2.647
"NIH_PD","16.96164384",2.735
"NIH_PD","18.91780822",2.757
"NIH_PD","6.98630137",2.993
"NIH_PD","8.865753425",3.008
"NIH_PD","10.52876712",3.028
"NIH_PD","9.717808219",2.827
"NIH_PD","16.60273973",2.478
"NIH_PD","13.01643836",2.366
"NIH_PD","14.83287671",2.593
"NIH_PD","10.8739726",2.484
"NIH_PD","12.18356164",2.588
"NIH_PD","15.85479452",2.424
"NIH_PD","16.65753425",2.374
"NIH_PD","18.42191781",2.413
"NIH_PD","15.77808219",2.563
"NIH_PD","8.893150685",3.035
"NIH_PD","10.52328767",2.954
"NIH_PD","12.47123288",2.817
"NIH_PD","10.35616438",2.694
"NIH_PD","12.51780822",2.609
"NIH_PD","14.02739726",2.436
"NIH_PD","15.84931507",2.348
"NIH_PD","6.512328767",2.769
"NIH_PD","8.44109589",2.779
"NIH_PD","10.79452055",2.714
"NIH_PD","13.27123288",2.714
"NIH_PD","15.67945205",2.638
"NIH_PD","17.45205479",2.588
"NIH_PD","12.33424658",2.735
