Age,ICV
21.00,1721074.162
21.00,1618499.393
21.00,1206464.216
21.00,1293647.508
21.00,1333314.228
21.00,1584017.494
21.00,1228759.123
21.00,1314349.421
21.00,1398930.803
21.00,1292547.224
21.00,1325329.763
21.00,1548271.45
21.00,1716339.303
21.00,1475946.555
21.00,1490189.382
21.00,1355030.182
21.00,1300603.808
21.00,1228856.99
21.00,1416913.936
21.00,1518912.002
21.00,1231677.507
21.00,1464852.472
21.00,1206273.232
21.00,1339498.842
21.00,1372551.859
21.00,1837463.664
21.00,1403003.211
21.00,1531264.481
21.00,1278140.165
21.00,1530337.058
21.00,1677170.042
21.00,1360806.955
21.00,1701398.539
21.00,1405974.845
21.00,1576549.737
21.00,1264554.788
21.00,1268861.307
21.00,1319031.284
21.00,1556870.364
21.00,1538625.622
21.00,1517741.224
21.00,1493374.994
21.00,1409909.27
21.00,1552219.623
21.00,1340826.482
21.00,1467052.915
21.00,1518297.058
21.00,1591474.628
21.00,1671598.378
21.00,1569743.299
21.00,1389537.829
21.00,1414603.252
21.00,1263241.147
21.00,1476308.025
21.00,1530426.05
21.00,1409781.78
21.00,1468888.388
21.00,1679127.88
21.00,1379239.556
21.00,1317152.689
21.00,1502385.744
21.00,1465088.452
21.00,1468706.158
21.00,1401170.867
21.00,1438639.139
21.00,1318142.732
21.00,1380792.797
21.00,1526708.608
21.00,1340187.785
21.00,1466594.708
21.00,1404197.742
21.00,1648370.303
21.00,1346849.484
21.00,1545967.64
21.00,1532366.89
21.00,1518040.454
21.00,1503153.435
21.00,1341078.086
21.00,1457141.74
21.00,1226107.342
21.00,1375801.085
21.00,1281320.777
21.00,1667827.565
21.00,1371191.721
21.00,1567568.479
21.00,1372956.45
21.00,1469768.315
21.00,1464902.098
21.00,1425431.987
21.00,1347519.303
21.00,1531858.807
21.00,1263478.752
21.00,1627511.773
21.00,1823989.778
21.00,1346920.103
21.00,1615341.904
21.00,1654952.504
21.00,1378562.862
21.00,1722229.691
21.00,1299450.028
21.00,1327051.746
21.00,1561286.999
21.00,1502411.366
21.00,1466049.123
21.00,1476388.773
21.00,1374029.112
21.00,1538184.909
21.00,1449092.28
21.00,1346353.645
21.00,1490644.095
21.00,1347798.28
21.00,1286622.214
21.00,1381927.459
21.00,1362310.206
21.00,1401115.747
21.00,1691924.822
21.00,1463645.202
21.00,1397399.929
21.00,1304102.518
21.00,1527113.324
21.00,1211991.634
21.00,1651593.657
21.00,1476001.425
21.00,1563585.808
21.00,1582290.512
21.00,1542105.34
21.00,1462250.437
21.00,1280027.884
21.00,1378774.594
21.00,1285628.796
21.00,1524284.188
21.00,1397694.53
21.00,1405558.38
21.00,1338114.581
21.00,1353113.841
21.00,1409823.277
21.00,1364279.918
21.00,1531652.199
21.00,1635075.772
21.00,1529763.355
21.00,1358962.732
21.00,1549697.457
21.00,1335772.895
21.00,1336380.599
21.00,1261966.627
21.00,1214259.322
21.00,1373953.368
21.00,1677943.228
21.00,1692229.547
21.00,1334954.967
21.00,1322020.287
21.00,1643246.222
21.00,1444317.67
21.00,1548946.274
21.00,1511582.113
21.00,1594443.257
21.00,1807239.663
21.00,1319091.404
21.00,1377348.837
21.00,1595126.826
21.00,1531340.23
21.00,1344018.843
21.00,1428930.817
21.00,1597156.663
21.00,1465666.66
21.00,1569479.696
21.00,1597782.106
21.00,1311754.636
21.00,1570514.116
21.00,1407963.926
21.00,1321567.324
21.00,1557123.593
21.00,1621846.741
21.00,1364641.763
21.00,1464867.601
21.00,1439487.324
21.00,1251437.623
21.00,1362673.426
21.00,1516730.433
21.00,1457679.07
21.00,1572503.696
21.00,1544762.365
21.00,1414580.634
21.00,1454586.696
21.00,1566828.04
21.00,1672228.451
21.00,1454269.852
21.00,1532798.854
21.00,1387762.726
21.00,1297912.53
21.00,1405993.963
21.00,1350317.447
21.00,1437918.704
21.00,1306397.579
21.00,1447670.023
21.00,1564983.943
21.00,1438175.928
21.00,1784970.629
21.00,1364376.535
21.00,1364980.86
21.00,1282200.454
21.00,1514338.755
21.00,1540717.699
21.00,1520482.622
21.00,1577507.282
21.00,1514006.408
21.00,1344395.812
21.00,1488891.359
21.00,1599129.75
21.00,1491715.131
21.00,1693725.923
21.00,1528814.433
21.00,1350670.543
21.00,1451903.798
21.00,1650121.653
21.00,1246769.634
21.00,1499993.697
21.00,1540676.578
21.00,1452954.086
21.00,1579416.75
21.00,1457804.56
21.00,1272981.716
21.00,1436436.077
21.00,1287371.402
21.00,1665657.499
21.00,1334178.282
21.00,1499952.695
21.00,1274774.193
21.00,1650660.734
21.00,1379284.302
21.00,1360292.247
21.00,1437009.654
21.00,1619578.934
21.00,1404683.452
21.00,1770598.442
21.00,1552049.018
21.00,1178582.147
21.00,1527154.451
21.00,1519478.455
21.00,1694011.775
21.00,1419620.592
21.00,1693520.94
21.00,1520933.34
21.00,1549760.582
21.00,1531553.832
21.00,1463324.978
21.00,1359544.809
21.00,1332990.255
21.00,1462386.556
21.00,1265937.549
21.00,1475865.436
21.00,1489757.413
21.00,1467498.758
21.00,1327017.499
21.00,1583163.565
21.00,1540499.092
21.00,1267385.554
21.00,1388878.509
21.00,1295388.239
21.00,1318812.552
21.00,1249128.689
21.00,1361683.752
21.00,1388313.925
21.00,1402360.644
21.00,1537015.755
21.00,1554373.695
21.00,1736851.482
21.00,1356743.541
21.00,1570922.702
21.00,1612307.285
21.00,1355828.991
21.00,1541642.373
21.00,1455459.624
21.00,1340850.48
21.00,1585414.004
21.00,1365094.35
21.00,1624802.997
21.00,1835975.787
21.00,1596612.828
21.00,1413599.34
21.00,1537892.183
21.00,1581186.483
21.00,1237442.405
21.00,1375549.611
21.00,1491480.775
21.00,1417440.647
21.00,1706820.715
21.00,1401046.878
21.00,1348840.069
21.00,1564578.982
21.00,1611955.939
21.00,1538062.419
21.00,1449305.388
21.00,1293981.48
21.00,1758493.568
21.00,1462334.935
21.00,1672452.182
21.00,1352265.031
21.00,1562411.531
21.00,1504231.221
21.00,1405112.417
21.00,1582783.096
21.00,1616250.579
21.00,1278942.599
21.00,1355596.386
21.00,1373634.769
21.00,1653706.357
21.00,1293874.864
21.00,1394836.016
21.00,1452126.149
21.00,1572089.861
21.00,1325584.617
21.00,1569495.32
21.00,1344246.199
21.00,1191770.181
21.00,1464120.657
21.00,1219199.288
21.00,1465587.541
21.00,1631373.709
21.00,1940236.291
21.00,1303386.572
21.00,1513054.117
21.00,1466937.43
21.00,1359389.947
21.00,1349816.489
21.00,1270341.935
21.00,1359856.533
21.00,1322988.082
21.00,1424415.946
21.00,1298086.266
21.00,1819470.026
21.00,1552147.259
21.00,1292103.13
21.00,1406043.715
21.00,1371828.544
21.00,1350598.174
21.00,1658019.625
21.00,1593260.23
21.00,1070253.228
21.00,1337159.035
21.00,1460296.349
21.00,1402154.161
21.00,1433972.28
21.00,1472912.311
21.00,1289340.864
21.00,1372761.836
21.00,1374354.46
21.00,1578032.364
21.00,1405372.39
21.00,1622201.462
21.00,1418065.471
21.00,1627299.79
21.00,1382769.264
21.00,1644144.898
21.00,1773041.74
21.00,1381040.657
21.00,1448191.599
21.00,1592697.276
21.00,1380164.104
21.00,1383950.416
21.00,1259769.934
21.00,1364881.118
21.00,1460034.62
21.00,1510073.733
21.00,1349058.551
21.00,1483229.952
21.00,1707082.444
21.00,1591211.149
21.00,1432080.187
21.00,1367243.423
21.00,1363460.605
21.00,1481365.107
21.00,1636574.024
21.00,1501438.572
21.00,1445553.573
21.00,1413871.442
21.00,1502984.694
21.00,1522440.21
21.00,1218958.433
21.00,1553958.854
21.00,1210626.122
21.00,1448763.552
21.00,1447471.909
21.00,1244763.8
21.00,1444412.167
21.00,1592418.424
21.00,1615802.991
21.00,1359865.033
21.00,1391127.323
21.00,1583242.433
21.00,1487307.24
21.00,1341449.68
21.00,1492173.213
21.00,1234220.796
21.00,1211660.912
21.00,1437605.725
21.00,1318354.34
21.00,1300309.332
21.00,1322096.031
21.00,1229275.825
21.00,1449512.49
21.00,1425819.204
21.00,1352793.492
21.00,1499745.592
21.00,1396888.597
21.00,1527740.022
21.00,1283961.809
21.00,1301891.701
21.00,1713597.905
21.00,1435036.317
21.00,1443909.209
21.00,1282541.176
21.00,1363128.138
21.00,1269613.745
21.00,1548373.066
21.00,1475877.316
21.00,1408528.509
21.00,1295102.757
21.00,1545652.916
21.00,1328706.234
21.00,1370358.165
21.00,1545913.9
21.00,1684209.21
21.00,1677538.637
21.00,1596461.215
21.00,1513601.566
21.00,1433610.685
21.00,1557269.831
21.00,1326264.686
21.00,1483384.82
21.00,1409945.267
21.00,1327869.428
21.00,1438535.648
21.00,1708626.816
21.00,1508520.611
21.00,1309409.579
21.00,1339295.733
21.00,1654827.514
21.00,1400824.521
21.00,1528822.933
21.00,1527059.828
21.00,1432922.117
21.00,1602432.227
21.00,1412791.901
21.00,1502457.863
21.00,1612776.241
21.00,1371875.409
21.00,1427325.83
21.00,1670372.354
21.00,1589542.792
21.10,1540649.205
21.10,1636858.25
21.10,1412931.52
21.12,1274947.804
21.15,1533181.322
21.15,1330473.463
21.20,1279546.424
21.22,1463086.123
21.27,1346504.137
21.29,1292267.742
21.30,1415267.572
21.33,1620550.598
21.37,1583358.304
21.38,1500642.263
21.45,1361191.923
21.49,1397442.301
21.53,1542998.766
21.57,1518891.009
21.58,1496898.328
21.67,1431525.983
21.71,1571592.771
21.77,1404926.307
21.77,1353018.599
21.85,1553252.913
21.88,1676129.253
22.00,1737716.036
22.00,1574897.873
22.00,1853185.989
22.00,1552502.1
22.00,1457255.725
22.00,1632331.624
22.00,1711847.05
22.00,1496044.768
22.00,1568538.399
22.00,1298573.345
22.00,1750138.884
22.00,1414888.228
22.00,1486154.336
22.00,1276011.591
22.00,1685000.895
22.00,1211082.334
22.00,1437187.884
22.00,1703167.143
22.00,1480351.821
22.00,1503337.915
22.00,1551278.831
22.00,1558387.363
22.00,1621950.733
22.00,1459057.581
22.00,1458670.613
22.00,1308798.63
22.00,1341955.514
22.00,1317548.032
22.00,1651123.321
22.00,1468112.833
22.00,1301472.236
22.00,1628333.96
22.00,1287788.992
22.00,1598292.064
22.00,1511419.622
22.05,1512161.935
22.11,1452949.831
22.11,1364223.672
22.12,1501229.589
22.17,1512799.388
22.19,1419712.959
22.28,1471673.163
22.38,1578014.74
22.41,1221133.628
22.43,1461559.994
22.44,1764053.858
22.44,1662554.875
22.48,1707639.273
22.50,1495807.912
22.53,1312639.437
22.57,1261149.07
22.60,1467793.984
22.60,1632836.458
22.65,1343922.226
22.74,1307099.52
22.76,1229481.688
22.76,1669709.409
22.77,1568799.877
22.82,1416939.064
22.88,1395882.68
22.97,1409963.265
23.00,1280073.75
23.00,1502612.225
23.00,1608999.179
23.00,1857570.001
23.00,1431072.515
23.00,1502511.358
23.00,1352440.766
23.00,1579895.71
23.00,1573844.71
23.00,1556239.541
23.00,1465152.822
23.00,1338509.673
23.00,1385836.51
23.00,1461490.005
23.00,1377781.426
23.00,1372393.997
23.00,1293672.506
23.00,1355382.028
23.00,1773395.961
23.00,1446909.331
23.00,1500778.882
23.00,1532781.361
23.00,1393029.916
23.00,1297295.081
23.00,1754584.766
23.00,1387731.604
23.00,1287183.417
23.00,1411946.346
23.00,1566301.209
23.00,1447644.395
23.00,1396194.654
23.00,1393360.388
23.00,1527897.009
23.00,1570941.325
23.00,1603431.389
23.00,1309225.22
23.00,1335907.264
23.00,1285539.673
23.00,1581021.492
23.00,1617362.987
23.00,1481458.349
23.00,1541263.779
23.00,1291855.031
23.00,1460771.684
23.00,1416292.242
23.00,1637417.704
23.00,1603415.52
23.00,1387241.144
23.00,1345737.326
23.00,1761993.904
23.00,1276964.387
23.00,1572864.916
23.00,1351879.068
23.00,1453424.172
23.00,1376646.395
23.00,1232118.47
23.00,1265954.672
23.00,1303123.224
23.00,1466247.107
23.00,1338328.063
23.00,1574588.649
23.00,1497288.795
23.00,1674553.258
23.00,1377605.691
23.00,1563465.074
23.00,1339662.453
23.00,1580776.767
23.00,1417368.398
23.00,1520869.72
23.00,1477752.655
23.00,1276847.272
23.00,1338152.578
23.00,1223261.202
23.00,1322574.866
23.00,1268196.487
23.00,1473601.374
23.00,1534601.705
23.00,1579807.467
23.00,1762877.706
23.00,1452213.647
23.00,1565975.611
23.00,1491913.359
23.00,1386791.556
23.00,1720660.946
23.00,1445484.703
23.00,1438571.65
23.00,1390665.861
23.00,1332118.952
23.00,1642171.561
23.00,1294196.712
23.00,1267110.077
23.00,1401076.125
23.00,1193490.039
23.00,1457038.373
23.00,1352151.54
23.00,1410778.698
23.00,1596601.079
23.00,1573365.875
23.00,1521014.703
23.00,1401794.311
23.00,1451523.079
23.00,1593645.698
23.00,1343607.252
23.00,1526873.724
23.00,1371349.958
23.00,1499442.867
23.00,1552701.839
23.00,1226016.1
23.00,1337498.007
23.00,1381135.274
23.00,1632699.469
23.00,1191983.539
23.00,1482720.12
23.00,1414990.6
23.00,1691895.575
23.00,1422110.631
23.00,1502457.868
23.00,1296069.932
23.00,1613426.818
23.00,1343305.652
23.00,1354260.496
23.00,1526300.641
23.00,1633970.119
23.00,1702684.807
23.00,1376119.564
23.00,1268470.464
23.00,1451512.83
23.00,1398529.586
23.00,1548813.78
23.00,1415224.95
23.00,1603803.358
23.00,1693331.331
23.00,1534742.948
23.00,1660197.82
23.00,1418505.179
23.00,1211878.019
23.00,1660788.272
23.00,1418418.691
23.00,1264505.167
23.00,1251835.84
23.00,1432825.5
23.00,1603820.482
23.00,1524851.891
23.00,1576938.71
23.00,1494759.374
23.00,1395751.941
23.00,1382249.427
23.00,1368774.046
23.00,1282335.063
23.00,1345702.954
23.00,1451633.445
23.00,1406648.165
23.00,1246647.644
23.00,1498817.914
23.00,1256699.938
23.00,1653892.217
23.00,1472962.307
23.00,1295754.958
23.00,1190779.888
23.00,1292016.768
23.00,1479066.177
23.00,1525661.694
23.00,1325977.21
23.00,1511828.338
23.00,1470651.742
23.00,1443971.323
23.00,1259063.742
23.00,1678077.842
23.00,1409540.8
23.00,1676954.81
23.00,1514102.65
23.00,1432877.491
23.00,1817171.341
23.00,1549657.715
23.00,1423093.675
23.00,1242353.124
23.00,1406883.895
23.00,1743386.192
23.00,1241598.936
23.00,1366856.074
23.00,1280048.257
23.00,1579130.648
23.00,1292719.459
23.00,1685199.253
23.00,1234289.541
23.00,1659842.85
23.00,1373376.416
23.00,1556806.619
23.00,1567790.711
23.00,1458163.025
23.00,1552729.456
23.00,1610114.086
23.00,1212451.471
23.00,1604531.423
23.00,1373888.118
23.00,1404180.744
23.00,1507413.083
23.00,1345909.562
23.00,1412896.773
23.00,1306995.154
23.00,1365251.207
23.00,1413084.502
23.00,1365407.699
23.00,1440434.741
23.00,1351500.224
23.00,1320823.631
23.00,1277174.37
23.00,1546897.438
23.00,1445925.542
23.00,1422782.206
23.00,1619450.064
23.00,1479858.486
23.00,1703108.397
23.00,1419632.961
23.00,1281033.051
23.00,1355002.56
23.00,1318731.684
23.00,1291703.543
23.00,1448809.798
23.00,1396294.396
23.00,1357382.113
23.00,1405327.524
23.00,1364281.418
23.00,1240782.754
23.00,1866039.551
23.00,1371403.454
23.00,1549715.955
23.00,1405444.639
23.00,1207406.138
23.00,1360099.633
23.00,1407541.96
23.00,1589381.051
23.00,1494970.987
23.00,1577889.376
23.00,1667572.586
23.00,1401926.805
23.00,1304748.34
23.00,1641087.15
23.00,1458829.345
23.00,1594443.257
23.00,1337492.883
23.00,1633297.045
23.00,1369183.887
23.00,1660536.917
23.00,1285342.694
23.00,1637217.72
23.00,1327767.687
23.00,1720344.347
23.00,1701320.795
23.00,1436474.199
23.00,1338479.426
23.00,1575268.467
23.00,1189280.262
23.00,1287500.391
23.00,1551408.815
23.00,1251282.886
23.00,1324275.975
23.00,1398218.231
23.00,1452153.527
23.00,1417170.42
23.00,1383254.974
23.00,1572795.922
23.00,1409019.344
23.00,1520928.091
23.00,1797543.964
23.00,1457443.21
23.00,1439701.057
23.00,1421456.065
23.00,1268888.93
23.00,1416999.934
23.00,1513336.838
23.00,1339719.198
23.00,1312685.934
23.00,1527399.3
23.00,1443606.354
23.00,1321391.714
23.00,1518698.275
23.00,1537850.936
23.00,1396651.366
23.00,1462377.807
23.00,1335096.081
23.00,1531503.716
23.00,1546060.513
23.00,1623697.838
23.00,1448660.061
23.00,1529262.396
23.00,1406362.438
23.00,1810994.977
23.00,1678814.531
23.02,1623966.066
23.04,1683974.854
23.08,1804688.124
23.10,1669942.64
23.11,1561107.894
23.14,1592772.77
23.15,1390479.621
23.30,1357639.337
23.35,1625635.428
23.35,1664070.875
23.49,1438668.012
23.50,1268092.496
23.53,1337487.008
23.54,1563916.156
23.55,1356568.055
23.60,1592770.895
23.64,1560905.53
23.65,1701106.813
23.70,1479034.049
23.72,1424867.533
23.73,1296808.996
23.85,1425885.819
23.90,1695797.377
23.95,1562702.881
24.00,1462645.654
24.00,1510119.979
24.00,1621108.552
24.00,1468793.776
24.00,1454105.116
24.00,1499578.351
24.00,1650184.398
24.00,1465886.642
24.00,1228332.283
24.00,1636978.615
24.00,1153853.191
24.00,1267967.251
24.00,1673530.593
24.00,1364416.031
24.00,1373160.058
24.00,1379854.63
24.00,1482195.043
24.00,1483596.552
24.14,1324259.727
24.18,1555174.629
24.20,1239850.831
24.22,1526015.17
24.24,1453990.125
24.28,1481207.12
24.29,1400644.661
24.31,1409909.52
24.34,1475495.722
24.34,1354395.61
24.38,1634444.825
24.49,1385210.812
24.57,1304504.735
24.60,1536976.509
24.60,1393380.137
24.62,1428293.625
24.65,1655604.825
24.66,1455432.376
24.69,1695234.923
24.76,1532436.134
24.83,1812457.606
24.83,1428957.445
24.85,1458342.26
24.85,1439801.293
24.88,1626712.964
24.90,1413034.262
24.99,1327076.489
25.00,1504967.155
25.00,1405900.346
25.00,1551296.825
25.00,1432700.13
25.00,1491555.014
25.00,1490048.019
25.00,1548265.575
25.00,1390956.587
25.00,1382504.031
25.00,1329999.002
25.00,1418473.937
25.00,1538093.666
25.00,1470501.51
25.00,1515972.625
25.00,1730723.614
25.00,1498167.092
25.00,1569832.667
25.00,1347009.596
25.00,1442425.076
25.00,1448494.58
25.00,1354728.707
25.00,1307842.459
25.00,1383293.096
25.00,1256647.817
25.00,1305573.022
25.00,1468709.528
25.00,1569823.918
25.00,1281670.373
25.00,1532779.856
25.00,1275857.229
25.00,1537979.926
25.00,1328174.153
25.00,1295656.842
25.00,1243549.775
25.00,1485778.122
25.00,1162145.381
25.00,1403201.075
25.00,1325790.975
25.00,1415293.45
25.00,1409819.777
25.00,1283960.059
25.00,1560908.03
25.00,1435096.932
25.00,1422696.088
25.00,1509624.27
25.00,1739258.908
25.00,1540931.182
25.00,1566439.073
25.00,1641069.527
25.00,1403538.542
25.00,1396162.032
25.00,1473587.255
25.00,1419587.845
25.00,1330415.968
25.00,1307849.333
25.00,1539121.331
25.00,1304538.107
25.00,1391461.415
25.00,1288416.565
25.00,1389878.801
25.00,1756616.848
25.00,1292951.69
25.00,1488254.167
25.00,1409776.781
25.00,1677753.869
25.00,1329680.903
25.00,1292543.724
25.00,1414897.727
25.00,1520876.47
25.00,1608142.249
25.00,1244243.593
25.00,1193684.648
25.00,1185245.846
25.00,1387389.007
25.00,1642094.192
25.00,1664070.13
25.00,1637147.101
25.00,1344807.403
25.00,1351650.212
25.00,1526228.397
25.00,1350956.269
25.00,1411741.368
25.00,1534741.074
25.00,1533634.035
25.00,1264565.287
25.00,1299773.876
25.00,1492357.203
25.00,1619140.09
25.00,1418828.777
25.00,1713243.184
25.00,1211993.259
25.00,1611847.943
25.00,1316029.782
25.00,1448031.613
25.00,1502017.029
25.00,1472821.438
25.00,1269832.352
25.00,1501724.673
25.00,1484033.766
25.00,1343899.978
25.00,1486758.041
25.00,1363715.459
25.00,1494957.358
25.00,1175369.162
25.00,1363692.841
25.00,1694240.631
25.00,1514292.259
25.00,1337883.85
25.00,1391953.755
25.00,1383313.469
25.00,1216428.642
25.00,1174945.697
25.00,1759246.131
25.00,1410133.126
25.00,1399739.986
25.00,1580642.523
25.00,1365759.17
25.00,1539293.942
25.01,1528675.825
25.02,1610788.656
25.02,1604536.678
25.12,1702344.836
25.19,1527289.809
25.21,1348182.249
25.34,1673547.467
25.38,1403236.441
25.41,1337409.634
25.45,1486177.214
25.46,1433761.293
25.53,1657371.054
25.58,1335864.892
25.59,1658418.717
25.66,1700866.958
25.66,1420413.526
25.70,1498484.691
25.71,1503140.056
25.74,1475504.346
25.93,1265223.983
25.94,1574667.392
26.00,1633852.749
26.00,1591523.998
26.00,1484204.872
26.00,1408403.394
26.00,1391830.39
26.00,1344576.917
26.00,1333461.466
26.02,1389976.413
26.15,1452979.704
26.17,1601249.194
26.27,1138136.491
26.36,1506814.508
26.40,1245119.77
26.52,1475723.453
26.58,1550430.276
26.68,1429378.405
26.75,1152256.448
26.80,1581086.486
26.85,1636627.894
26.88,1538803.233
26.92,1652857.302
26.93,1586108.701
26.98,1316860.583
27.00,1658532.458
27.00,1722020.209
27.00,1402746.357
27.00,1667646.329
27.00,1466440.091
27.00,1531955.924
27.00,1506297.795
27.00,1284415.021
27.00,1649532.827
27.00,1521333.302
27.00,1327352.846
27.00,1328761.354
27.00,1429190.801
27.00,1673466.473
27.00,1588056.79
27.00,1345268.99
27.00,1273088.333
27.00,1661019.127
27.00,1747850.823
27.00,1564720.34
27.00,1632672.096
27.00,1583108.194
27.00,1317574.404
27.00,1445703.93
27.00,1492064.602
27.00,1629443.863
27.00,1430788.669
27.00,1310759.218
27.00,1556305.66
27.00,1581072.993
27.00,1430390.826
27.00,1329128.074
27.00,1547320.653
27.00,1524857.636
27.00,1645298.677
27.00,1619685.795
27.00,1361714.255
27.00,1387422.004
27.00,1549580.091
27.00,1597490.88
27.00,1354577.22
27.00,1483487.811
27.00,1388017.705
27.00,1671658.498
27.00,1440014.526
27.00,1339185.368
27.00,1381696.478
27.00,1566435.448
27.00,1307310.253
27.00,1674914.604
27.00,1275593.75
27.00,1302847.247
27.00,1352981.102
27.00,1324052.119
27.00,1724758.857
27.00,1385372.674
27.00,1378091.151
27.00,1320802.762
27.00,1384896.088
27.00,1619210.464
27.00,1531195.862
27.00,1241951.907
27.00,1467994.842
27.00,1417676.503
27.00,1643931.29
27.00,1516356.713
27.00,1857552.503
27.00,1321050.867
27.00,1394248.94
27.00,1324931.921
27.00,1449160.9
27.00,1324585.7
27.00,1190220.434
27.01,1192949.709
27.03,1254140.524
27.08,1314472.786
27.32,1679813.448
27.33,1411159.292
27.38,1650595.489
27.38,1426125.054
27.39,1639277.05
27.60,1617739.956
27.73,1341506.051
27.76,1221511.597
27.82,1290403.776
27.84,1318261.098
27.90,1582516.743
27.92,1775840.384
28.00,1333456.091
28.00,1611247.993
28.00,1619206.465
28.00,1437012.029
28.12,1435199.424
28.16,1514258.892
28.20,1351244.865
28.24,1652888.05
28.35,1587707.814
28.37,1659658.49
28.37,1322146.526
28.48,1517952.462
28.51,1497050.565
28.56,1341153.33
28.56,1575151.477
28.61,1560489.564
28.67,1298472.984
28.80,1562458.152
28.81,1358967.482
28.87,1630094.309
28.93,1445506.577
28.96,1572144.356
29.00,1588804.973
29.00,1689968.859
29.00,1485705.748
29.00,1467419.26
29.00,1302179.177
29.00,1495400.071
29.00,1275111.665
29.00,1499465.485
29.00,1639845.378
29.00,1466153.87
29.00,1407620.959
29.00,1490635.465
29.00,1548764.034
29.00,1379715.261
29.00,1782458.712
29.00,1436887.659
29.00,1339254.612
29.00,1306377.205
29.00,1565460.653
29.00,1287855.237
29.00,1478999.057
29.00,1520844.092
29.00,1577810.257
29.00,1548825.784
29.00,1589620.406
29.00,1404735.073
29.00,1322561.242
29.00,1425604.222
29.00,1252438.04
29.00,1562404.406
29.00,1579879.586
29.00,1396220.527
29.00,1408000.298
29.00,1477782.028
29.02,1377983.029
29.09,1491702.632
29.11,1316194.893
29.13,1468511.05
29.19,1278669.496
29.20,1512114.319
29.26,1749428.193
29.28,1745949.605
29.32,1250145.98
29.36,1315702.434
29.50,1418840.407
29.57,1296923.362
29.58,1316183.644
29.66,1432610.388
29.73,1446280.133
29.74,1296122.803
29.77,1500220.923
29.78,1405032.423
29.82,1360210.624
29.84,1325074.784
29.92,1399873.85
29.97,1634279.963
30.00,1484378.613
30.00,1442088.354
30.00,1563285.333
30.01,1602055.378
30.07,1473709.24
30.08,1381706.722
30.12,1484734.953
30.14,1635202.262
30.18,1402067.038
30.18,1438690.39
30.26,1358652.008
30.31,1323803.889
30.42,1497073.183
30.47,1639139.062
30.50,1399677.491
30.60,1350103.715
30.66,1581896.294
30.67,1625288.832
30.69,1400399.926
30.69,1421063.348
30.70,1562509.897
30.72,1561445.61
30.74,1492884.154
30.76,1281539.754
30.78,1683838.116
30.89,1531476.338
31.00,1798217.909
31.00,1416643.713
31.00,1492588.179
31.00,1645197.186
31.00,1559539.268
31.00,1231971.857
31.00,1300321.331
31.00,1282019.719
31.00,1592349.43
31.00,1317800.011
31.00,1400511.417
31.00,1291705.293
31.00,1350942.145
31.00,1514638.356
31.00,1830338.628
31.00,1468265.19
31.00,1468222.068
31.00,1466028.5
31.00,1569216.718
31.00,1788109.869
31.00,1344806.148
31.03,1482050.925
31.11,1594496.628
31.13,1422066.885
31.28,1659678.613
31.37,1349599.751
31.40,1277059.629
31.46,1542229.074
31.58,1416829.568
31.58,1285098.965
31.59,1197209.606
31.62,1274880.679
31.77,1231299.663
31.78,1394737.019
31.81,1512134.313
31.85,1612241.036
31.85,1405407.642
31.90,1252400.168
31.96,1235942.279
31.98,1417334.156
32.00,1333263.352
32.00,1637132.983
32.00,1634120.476
32.00,1628791.672
32.05,1301805.833
32.13,1220005.472
32.17,1184077.942
32.36,1238009.858
32.42,1478606.215
32.58,1398768.561
32.64,1451467.329
32.70,1437138.269
32.84,1541443.639
32.85,1564103.266
32.91,1408418.643
32.92,1192601.487
32.94,1517643.482
33.00,1449643.729
33.00,1336854.055
33.00,1451509.825
33.00,1357387.482
33.00,1250492.696
33.00,1234551.394
33.00,1134056.578
33.00,1465718.4
33.00,1426709.381
33.00,1436438.321
33.00,1522207.73
33.00,1370631.892
33.00,1250061.986
33.00,1391483.663
33.01,1587337.22
33.08,1364329.289
33.13,1267328.434
33.13,1379384.539
33.14,1531828.314
33.17,1528006.25
33.24,1475684.451
33.24,1562581.516
33.35,1652840.679
33.41,1373380.79
33.45,1314586.646
33.52,1370954.491
33.59,1523766.226
33.59,1693879.41
33.69,1204586.746
33.76,1592885.391
33.83,1296633.006
33.92,1595274.563
33.92,1384921.456
34.00,1616371.194
34.00,1437825.957
34.01,1432536.394
34.01,1452493.999
34.05,1611717.954
34.06,1492783.288
34.10,1664313.98
34.11,1328914.467
34.14,1491121.55
34.21,1369158.759
34.24,1326401.3
34.25,1310109.022
34.29,1578106.483
34.37,1666000.216
34.40,1359417.945
34.44,1462282.809
34.48,1231532.644
34.81,1348934.686
34.99,1240770.505
35.00,1372861.078
35.00,1366829.832
35.00,1528614.7
35.00,1486590.805
35.00,1561598.598
35.02,1454902.8
35.07,1458858.718
35.33,1239044.772
35.36,1185699.308
35.41,1487302.496
35.43,1471091.586
35.45,1524748.77
35.46,1228277.038
35.52,1343438.261
35.80,1372662.6
35.81,1638284.507
35.96,1688732.711
35.98,1796930.64
35.99,1133437.754
36.00,1605268.862
36.00,1655462.462
36.03,1474488.55
36.06,1220587.923
36.16,1482369.649
36.18,1391401.42
36.22,1490545.723
36.41,1553190.043
36.42,1376007.948
36.47,1337329.896
36.48,1208171.7
36.55,1543285.237
36.67,1702013.613
36.71,1604176.202
36.91,1661599.204
36.92,1372607.099
36.92,1290628.757
36.97,1270106.329
37.00,1495524.936
37.00,1435365.785
37.00,1191995.913
37.05,1166808.995
37.10,1612598.506
