"Dataset","lh_inferiortemporal_thickness"
"IXI_600",2.703
"IXI_600",2.728
"IXI_600",2.801
"IXI_600",2.967
"IXI_600",2.627
"IXI_600",2.788
"IXI_600",2.917
"IXI_600",2.741
"IXI_600",2.635
"IXI_600",2.571
"IXI_600",2.701
"IXI_600",2.712
"IXI_600",2.895
"IXI_600",2.867
"IXI_600",2.744
"IXI_600",2.903
"IXI_600",2.964
"IXI_600",2.709
"IXI_600",2.664
"IXI_600",2.761
"IXI_600",2.846
"IXI_600",2.822
"IXI_600",2.698
"IXI_600",2.76
"IXI_600",2.656
"IXI_600",2.653
"IXI_600",2.89
"IXI_600",2.834
"IXI_600",2.618
"IXI_600",2.718
"IXI_600",2.832
"IXI_600",2.66
"IXI_600",2.726
"IXI_600",2.745
"IXI_600",2.793
"IXI_600",2.772
"IXI_600",2.649
"IXI_600",2.7
"IXI_600",2.661
"IXI_600",2.613
"IXI_600",2.565
"IXI_600",2.798
"IXI_600",2.714
"IXI_600",2.501
"IXI_600",2.706
"IXI_600",2.72
"IXI_600",2.674
"IXI_600",2.93
"IXI_600",2.591
"IXI_600",2.704
"IXI_600",2.625
"IXI_600",2.777
"IXI_600",2.422
"IXI_600",2.846
"IXI_600",2.773
"IXI_600",2.861
"IXI_600",2.719
"IXI_600",2.697
"IXI_600",2.644
"IXI_600",2.676
"IXI_600",2.68
"IXI_600",2.656
"IXI_600",2.716
"IXI_600",2.877
"IXI_600",2.653
"IXI_600",2.844
"IXI_600",2.782
"IXI_600",2.546
"IXI_600",2.545
"IXI_600",2.527
"IXI_600",2.779
"IXI_600",2.758
"IXI_600",2.643
"IXI_600",2.849
"IXI_600",2.503
"IXI_600",2.722
"IXI_600",2.697
"IXI_600",2.747
"IXI_600",2.535
"IXI_600",2.649
"IXI_600",2.392
"IXI_600",2.037
"IXI_600",2.624
"IXI_600",2.712
"IXI_600",2.545
"IXI_600",2.795
"IXI_600",2.792
"IXI_600",2.667
"IXI_600",2.761
"IXI_600",2.645
"IXI_600",2.798
"IXI_600",2.495
"IXI_600",2.79
"IXI_600",2.742
"IXI_600",2.869
"IXI_600",2.501
"IXI_600",2.629
"IXI_600",2.759
"IXI_600",2.558
"IXI_600",2.642
"IXI_600",2.848
"IXI_600",2.787
"IXI_600",2.777
"IXI_600",2.757
"IXI_600",2.552
"IXI_600",2.7
"IXI_600",2.669
"IXI_600",2.61
"IXI_600",2.766
"IXI_600",2.474
"IXI_600",2.906
"IXI_600",2.701
"IXI_600",2.563
"IXI_600",2.528
"IXI_600",2.614
"IXI_600",2.492
"IXI_600",2.626
"IXI_600",2.652
"IXI_600",2.611
"IXI_600",2.586
"IXI_600",2.773
"IXI_600",3.004
"IXI_600",2.883
"IXI_600",2.492
"IXI_600",2.649
"IXI_600",2.635
"IXI_600",2.58
"IXI_600",2.267
"IXI_600",2.787
"IXI_600",2.613
"IXI_600",2.62
"IXI_600",2.978
"IXI_600",2.809
"IXI_600",2.917
"IXI_600",3.061
"IXI_600",2.691
"IXI_600",2.559
"IXI_600",2.868
"IXI_600",2.478
"IXI_600",2.717
"IXI_600",2.852
"IXI_600",2.687
"IXI_600",2.614
"IXI_600",2.581
"IXI_600",2.693
"IXI_600",2.422
"IXI_600",2.739
"IXI_600",2.747
"IXI_600",2.756
"IXI_600",2.72
"IXI_600",2.859
"IXI_600",2.782
"IXI_600",2.643
"IXI_600",2.634
"IXI_600",2.655
"IXI_600",2.614
"IXI_600",2.67
"IXI_600",2.723
"IXI_600",2.609
"IXI_600",2.551
"IXI_600",2.446
"IXI_600",2.69
"IXI_600",2.564
"IXI_600",2.696
"IXI_600",2.816
"IXI_600",2.754
"IXI_600",2.638
"IXI_600",2.091
"IXI_600",2.617
"IXI_600",2.723
"IXI_600",2.482
"IXI_600",2.658
"IXI_600",2.583
"IXI_600",2.682
"IXI_600",2.571
"IXI_600",2.513
"IXI_600",2.857
"IXI_600",2.781
"IXI_600",2.839
"IXI_600",2.481
"IXI_600",2.487
"IXI_600",2.953
"IXI_600",3.101
"IXI_600",2.657
"IXI_600",2.82
"IXI_600",3.1
"IXI_600",2.499
"IXI_600",2.614
"IXI_600",2.801
"IXI_600",2.766
"IXI_600",2.955
"IXI_600",2.76
"IXI_600",2.888
"IXI_600",2.696
"IXI_600",2.66
"IXI_600",3.063
"IXI_600",2.879
"IXI_600",3.12
"IXI_600",2.669
"IXI_600",2.824
"IXI_600",2.636
"IXI_600",2.567
"IXI_600",2.485
"IXI_600",2.693
"IXI_600",2.836
"IXI_600",2.812
"IXI_600",2.6
"IXI_600",2.587
"IXI_600",2.708
"IXI_600",2.462
"IXI_600",2.783
"IXI_600",2.693
"IXI_600",2.836
"IXI_600",2.81
"IXI_600",2.819
"IXI_600",2.662
"IXI_600",2.675
"IXI_600",2.446
"IXI_600",2.503
"IXI_600",2.809
"IXI_600",2.917
"IXI_600",2.679
"IXI_600",2.557
"IXI_600",2.852
"IXI_600",2.77
"IXI_600",2.583
"IXI_600",2.745
"IXI_600",2.757
"IXI_600",2.718
"IXI_600",2.692
"IXI_600",2.71
"IXI_600",2.602
"IXI_600",2.537
"IXI_600",2.821
"IXI_600",2.756
"IXI_600",2.63
"IXI_600",2.736
"IXI_600",2.805
"IXI_600",2.782
"IXI_600",2.769
"IXI_600",2.523
"IXI_600",2.695
"IXI_600",2.636
"IXI_600",2.713
"IXI_600",2.649
"IXI_600",2.518
"IXI_600",2.42
"IXI_600",3.018
"IXI_600",2.918
"IXI_600",3.025
"IXI_600",2.554
"IXI_600",2.49
"IXI_600",2.724
"IXI_600",2.697
"IXI_600",2.59
"IXI_600",2.686
"IXI_600",2.696
"IXI_600",2.941
"IXI_600",2.21
"IXI_600",2.26
"IXI_600",2.56
"IXI_600",2.735
"IXI_600",2.618
"IXI_600",2.99
"IXI_600",2.668
"IXI_600",2.814
"IXI_600",2.679
"IXI_600",2.735
"IXI_600",2.618
"IXI_600",2.709
"IXI_600",3.016
"IXI_600",2.559
"IXI_600",2.688
"IXI_600",2.808
"IXI_600",2.744
"IXI_600",2.56
"IXI_600",2.773
"IXI_600",2.719
"IXI_600",2.615
"IXI_600",2.801
"IXI_600",2.737
"IXI_600",2.624
"IXI_600",2.51
"IXI_600",2.553
"IXI_600",2.674
"IXI_600",2.665
"IXI_600",2.65
"IXI_600",2.601
"IXI_600",2.626
"IXI_600",2.575
"IXI_600",2.629
"IXI_600",2.642
"IXI_600",2.75
"IXI_600",2.793
"IXI_600",2.638
"IXI_600",2.632
"IXI_600",2.781
"IXI_600",3.133
"IXI_600",2.669
"IXI_600",2.983
"IXI_600",2.733
"IXI_600",2.646
"IXI_600",2.643
"IXI_600",2.831
"IXI_600",2.739
"IXI_600",2.914
"IXI_600",2.788
"IXI_600",2.593
"IXI_600",2.649
"IXI_600",2.612
"IXI_600",2.709
"IXI_600",2.623
"IXI_600",2.588
"IXI_600",2.68
"IXI_600",2.631
"IXI_600",2.741
"IXI_600",2.615
"IXI_600",2.462
"IXI_600",2.62
"IXI_600",2.523
"IXI_600",2.499
"IXI_600",2.63
"IXI_600",2.544
"IXI_600",2.65
"IXI_600",2.699
"IXI_600",2.645
"IXI_600",2.545
"IXI_600",2.702
"IXI_600",2.993
"IXI_600",2.532
"IXI_600",2.915
"IXI_600",2.512
"IXI_600",2.628
"IXI_600",2.939
"IXI_600",2.922
"IXI_600",2.863
"IXI_600",2.769
"IXI_600",2.799
"IXI_600",2.79
"IXI_600",2.348
"IXI_600",2.994
"IXI_600",2.906
"IXI_600",2.528
"IXI_600",2.521
"IXI_600",2.811
"IXI_600",2.578
"IXI_600",2.755
"IXI_600",2.687
"IXI_600",2.494
"IXI_600",2.618
"IXI_600",2.6
"IXI_600",2.556
"IXI_600",2.716
"IXI_600",2.715
"IXI_600",2.726
"IXI_600",2.63
"IXI_600",2.806
"IXI_600",2.622
"IXI_600",2.67
"IXI_600",2.637
"IXI_600",2.515
"IXI_600",2.783
"IXI_600",2.593
"IXI_600",2.622
"IXI_600",2.687
"IXI_600",2.718
"IXI_600",2.622
"IXI_600",2.793
"IXI_600",2.84
"IXI_600",2.904
"IXI_600",2.555
"IXI_600",2.543
"IXI_600",2.873
"IXI_600",2.611
"IXI_600",2.819
"IXI_600",2.757
"IXI_600",2.667
"IXI_600",3.109
"IXI_600",2.601
"IXI_600",2.794
"IXI_600",2.621
"IXI_600",2.611
"IXI_600",2.938
"IXI_600",2.819
"IXI_600",2.683
"IXI_600",2.531
"IXI_600",2.639
"IXI_600",2.779
"IXI_600",2.772
"IXI_600",2.993
"IXI_600",2.705
"IXI_600",2.649
"IXI_600",2.548
"IXI_600",2.777
"IXI_600",2.508
"IXI_600",2.6
"IXI_600",2.574
"IXI_600",2.871
"IXI_600",2.951
"IXI_600",2.462
"IXI_600",2.625
"IXI_600",2.746
"IXI_600",2.75
"IXI_600",2.637
"IXI_600",2.697
"IXI_600",2.689
"IXI_600",2.56
"IXI_600",3.025
"IXI_600",2.794
"IXI_600",2.527
"IXI_600",2.597
"IXI_600",2.416
"IXI_600",2.628
"IXI_600",2.58
"IXI_600",2.639
"IXI_600",2.957
"IXI_600",2.833
"IXI_600",2.943
"IXI_600",2.636
"IXI_600",2.659
"IXI_600",2.626
"IXI_600",2.627
"IXI_600",2.833
"IXI_600",2.706
"IXI_600",2.535
"IXI_600",2.635
"IXI_600",2.881
"IXI_600",2.454
"IXI_600",2.401
"IXI_600",2.67
"IXI_600",2.553
"IXI_600",2.938
"IXI_600",2.588
"IXI_600",2.757
"IXI_600",2.635
"IXI_600",2.549
"IXI_600",2.709
"IXI_600",2.772
"IXI_600",2.61
"IXI_600",2.742
"IXI_600",2.57
"IXI_600",2.6
"IXI_600",2.918
"IXI_600",2.836
"IXI_600",2.858
"IXI_600",2.666
"IXI_600",2.688
"IXI_600",2.705
"IXI_600",2.889
"IXI_600",2.605
"IXI_600",2.821
"IXI_600",2.946
"IXI_600",2.813
"IXI_600",2.556
"IXI_600",2.537
"IXI_600",2.695
"IXI_600",2.641
"IXI_600",2.688
"IXI_600",2.622
"IXI_600",2.449
"IXI_600",2.745
"IXI_600",2.728
"IXI_600",2.728
"IXI_600",2.879
"IXI_600",2.814
"IXI_600",2.723
"IXI_600",2.991
"IXI_600",2.663
"IXI_600",2.571
"IXI_600",2.612
"IXI_600",2.759
"IXI_600",2.497
"IXI_600",2.917
"IXI_600",2.726
"IXI_600",2.594
"IXI_600",2.761
"IXI_600",2.395
"IXI_600",2.667
"IXI_600",2.599
"IXI_600",2.671
"IXI_600",2.811
"IXI_600",2.681
"IXI_600",2.099
"IXI_600",2.716
"IXI_600",2.669
"IXI_600",2.703
"IXI_600",2.805
"IXI_600",2.627
"MGH",3.061
"MGH",3.119
"MGH",3.136
"MGH",3.205
"MGH",2.837
"MGH",3.193
"MGH",3.067
"MGH",3.094
"MGH",2.981
"MGH",3.104
"MGH",3.067
"MGH",3.072
"MGH",3.114
"MGH",2.336
"MGH",3.401
"MGH",2.135
"MGH",3.63
"MGH",2.844
"MGH",3.038
"MGH",2.967
"MGH",3.115
"MGH",3.206
"MGH",1.759
"MGH",3.132
"MGH",3.024
"MGH",3.114
"MGH",3.009
"MGH",3.171
"MGH",3.209
"MGH",2.968
"MGH",3.026
"MGH",3.228
"MGH",3.274
"MGH",3.019
"MGH",3.272
"MGH",2.837
"MGH",3.174
"MGH",2.999
"MGH",3.336
"MGH",3.154
"MGH",1.838
"MGH",3.123
"MGH",1.861
"MGH",3.262
"MGH",2.925
"MGH",3.337
"MGH",3.047
"MGH",3.104
"MGH",3.438
"MGH",3.055
"MGH",3.52
"MGH",3.225
"MGH",3.328
"MGH",3.079
"MGH",3.057
"MGH",3.025
"MGH",3.392
"MGH",2.881
"MGH",3.16
"MGH",3.138
"MGH",3.012
"MGH",3.091
"MGH",3.403
"MGH",3.544
"MGH",3.564
"MGH",2.985
"MGH",2.969
"MGH",3.242
"MGH",3.197
"MGH",2.937
"MGH",3.305
"MGH",3.083
"MGH",3.534
"MGH",3.217
"MGH",2.865
"MGH",3.455
"MGH",3.129
"MGH",3.147
"MGH",2.966
"MGH",2.731
"MGH",3.022
"MGH",3.288
"MGH",3.364
"MGH",2.658
"MGH",2.967
"MGH",3.008
"MGH",3.714
"MGH",3.199
"MGH",2.889
"MGH",3.628
"MGH",3.18
"MGH",3.515
"MGH",3.334
"MGH",2.848
"MGH",2.932
"MGH",3.353
"MGH",3.415
"MGH",3.077
"MGH",3.162
"MGH",3.042
"MGH",3.24
"MGH",3.415
"MGH",3.269
"MGH",2.969
"MGH",3.252
"MGH",3.687
"MGH",3.217
"MGH",3.466
"MGH",3.191
"MGH",3.108
"MGH",3.302
"MGH",3.293
"MGH",3.461
"MGH",2.705
"MGH",3.081
"MGH",2.892
"MGH",3.053
"MGH",1.741
"MGH",3.076
"MGH",3.166
"MGH",3.064
"MGH",3.201
"MGH",3.186
"MGH",3.821
"MGH",3.149
"MGH",2.047
"MGH",3.125
"MGH",3.219
"MGH",3.192
"MGH",3.019
"MGH",3.325
"MGH",3.489
"MGH",2.054
"MGH",3.091
"MGH",3.374
"MGH",3.511
"MGH",3.244
"MGH",3.191
"MGH",3.101
"MGH",3.301
"MGH",3.099
"MGH",3.17
"MGH",2.602
"MGH",3.02
"MGH",2.97
"MGH",3.208
"MGH",3.197
"MGH",3.057
"MGH",3.132
"MGH",0
"MGH",3.222
"MGH",3.133
"MGH",2.993
"MGH",3.448
"MGH",3.127
"MGH",3.384
"MGH",3.185
"MGH",2.982
"MGH",3.029
"MGH",2.96
"MGH",3.256
"MGH",3.423
"MGH",3.258
"MGH",3.093
"MGH",3.516
"MGH",3.427
"MGH",3.69
"MGH",2.614
"MGH",3.198
"MGH",3.106
"MGH",3.256
"MGH",3.271
"MGH",3.308
"MGH",3.103
"MGH",1.389
"MGH",3.479
"MGH",3.075
"MGH",3.348
"MGH",2.06
"MGH",3.252
"MGH",2.314
"MGH",1.585
"MGH",3.379
"MGH",2.943
"MGH",3.612
"MGH",3.008
"MGH",3.177
"MGH",3.213
"MGH",3.341
"MGH",3.108
"MGH",2.947
"MGH",2.203
"MGH",3.17
"MGH",3.164
"NIH_PD",2.971
"NIH_PD",3.017
"NIH_PD",2.979
"NIH_PD",2.841
"NIH_PD",2.795
"NIH_PD",2.477
"NIH_PD",2.879
"NIH_PD",2.859
"NIH_PD",2.766
"NIH_PD",2.882
"NIH_PD",2.788
"NIH_PD",2.879
"NIH_PD",2.778
"NIH_PD",3.004
"NIH_PD",3.061
"NIH_PD",2.866
"NIH_PD",2.849
"NIH_PD",2.816
"NIH_PD",2.768
"NIH_PD",2.976
"NIH_PD",2.74
"NIH_PD",2.568
"NIH_PD",3.023
"NIH_PD",2.879
"NIH_PD",2.881
"NIH_PD",2.853
"NIH_PD",2.467
"NIH_PD",2.842
"NIH_PD",2.727
"NIH_PD",2.859
"NIH_PD",2.97
"NIH_PD",2.875
"NIH_PD",2.878
"NIH_PD",2.864
"NIH_PD",2.75
"NIH_PD",2.746
"NIH_PD",2.925
"NIH_PD",2.417
"NIH_PD",2.993
"NIH_PD",2.722
"NIH_PD",3.139
"NIH_PD",2.876
"NIH_PD",3.082
"NIH_PD",2.582
"NIH_PD",2.729
"NIH_PD",2.738
"NIH_PD",3.019
"NIH_PD",2.89
"NIH_PD",2.905
"NIH_PD",2.987
"NIH_PD",2.904
"NIH_PD",2.923
"NIH_PD",2.7
"NIH_PD",2.622
"NIH_PD",2.812
"NIH_PD",2.637
"NIH_PD",2.653
"NIH_PD",2.816
"NIH_PD",2.743
"NIH_PD",2.662
"NIH_PD",2.698
"NIH_PD",3.203
"NIH_PD",3.196
"NIH_PD",2.969
"NIH_PD",2.942
"NIH_PD",3.005
"NIH_PD",2.766
"NIH_PD",2.777
"NIH_PD",2.846
"NIH_PD",2.865
"NIH_PD",2.839
"NIH_PD",2.583
"NIH_PD",2.94
"NIH_PD",2.934
"NIH_PD",2.635
"NIH_PD",2.935
"NIH_PD",2.945
"NIH_PD",2.869
"NIH_PD",2.846
"NIH_PD",2.771
"NIH_PD",3.014
"NIH_PD",3.107
"NIH_PD",3.027
"NIH_PD",2.684
"NIH_PD",2.487
"NIH_PD",3.115
"NIH_PD",3.085
"NIH_PD",2.758
"NIH_PD",2.947
"NIH_PD",2.794
"NIH_PD",2.833
"NIH_PD",2.969
"NIH_PD",2.842
"NIH_PD",2.812
"NIH_PD",2.844
"NIH_PD",2.901
"NIH_PD",2.931
"NIH_PD",3.062
"NIH_PD",3.034
"NIH_PD",2.938
"NIH_PD",3.154
"NIH_PD",2.989
"NIH_PD",2.955
"NIH_PD",2.992
"NIH_PD",2.928
"NIH_PD",2.771
"NIH_PD",2.797
"NIH_PD",2.599
"NIH_PD",2.734
"NIH_PD",2.769
"NIH_PD",2.906
"NIH_PD",2.903
"NIH_PD",2.708
"NIH_PD",2.766
"NIH_PD",2.711
"NIH_PD",2.772
"NIH_PD",2.446
"NIH_PD",2.894
"NIH_PD",2.928
"NIH_PD",2.917
"NIH_PD",2.713
"NIH_PD",2.714
"NIH_PD",2.838
"NIH_PD",2.766
"NIH_PD",2.764
"NIH_PD",3.091
"NIH_PD",2.589
"NIH_PD",2.954
"NIH_PD",2.866
"NIH_PD",2.755
"NIH_PD",2.74
"NIH_PD",2.504
"NIH_PD",3.042
"NIH_PD",2.983
"NIH_PD",2.855
"NIH_PD",2.919
"NIH_PD",2.543
"NIH_PD",2.722
"NIH_PD",2.635
"NIH_PD",2.722
"NIH_PD",2.873
"NIH_PD",2.925
"NIH_PD",2.904
"NIH_PD",3.134
"NIH_PD",3.142
"NIH_PD",3.048
"NIH_PD",3.056
"NIH_PD",3.169
"NIH_PD",3.221
"NIH_PD",3.163
"NIH_PD",2.983
"NIH_PD",2.903
"NIH_PD",3.024
"NIH_PD",3.19
"NIH_PD",3.123
"NIH_PD",2.797
"NIH_PD",2.905
"NIH_PD",2.996
"NIH_PD",2.882
"NIH_PD",2.767
"NIH_PD",2.741
"NIH_PD",2.925
"NIH_PD",2.876
"NIH_PD",2.869
"NIH_PD",2.755
"NIH_PD",2.895
"NIH_PD",2.777
"NIH_PD",2.797
"NIH_PD",2.964
"NIH_PD",2.794
"NIH_PD",2.827
"NIH_PD",2.877
"NIH_PD",2.794
"NIH_PD",2.597
"NIH_PD",3.107
"NIH_PD",3.122
"NIH_PD",3.019
"NIH_PD",3.161
"NIH_PD",3.012
"NIH_PD",2.957
"NIH_PD",2.666
"NIH_PD",3.05
"NIH_PD",2.946
"NIH_PD",3.206
"NIH_PD",3.188
"NIH_PD",2.958
"NIH_PD",2.759
"NIH_PD",2.843
"NIH_PD",2.51
"NIH_PD",3.146
"NIH_PD",2.901
"NIH_PD",3.021
"NIH_PD",2.951
"NIH_PD",2.943
"NIH_PD",3.005
"NIH_PD",2.861
"NIH_PD",2.856
"NIH_PD",3.117
"NIH_PD",2.907
"NIH_PD",3.092
"NIH_PD",2.991
"NIH_PD",3.196
"NIH_PD",2.436
"NIH_PD",2.748
"NIH_PD",2.565
"NIH_PD",2.848
"NIH_PD",2.809
"NIH_PD",2.762
"NIH_PD",2.726
"NIH_PD",2.512
"NIH_PD",2.955
"NIH_PD",3.026
"NIH_PD",3.199
"NIH_PD",3.139
"NIH_PD",2.82
"NIH_PD",2.716
"NIH_PD",2.843
"NIH_PD",2.798
"NIH_PD",2.997
"NIH_PD",2.988
"NIH_PD",2.99
"NIH_PD",2.579
"NIH_PD",2.882
"NIH_PD",3.022
"NIH_PD",2.956
"NIH_PD",2.579
"NIH_PD",2.881
"NIH_PD",2.824
"NIH_PD",2.725
"NIH_PD",2.648
"NIH_PD",2.841
"NIH_PD",3.233
"NIH_PD",2.968
"NIH_PD",3.003
"NIH_PD",3.146
"NIH_PD",3.001
"NIH_PD",2.933
"NIH_PD",3.13
"NIH_PD",2.771
"NIH_PD",2.883
"NIH_PD",2.82
"NIH_PD",3.215
"NIH_PD",3.064
"NIH_PD",2.603
"NIH_PD",2.8
"NIH_PD",2.724
"NIH_PD",2.923
"NIH_PD",2.889
"NIH_PD",2.653
"NIH_PD",2.073
"NIH_PD",3.034
"NIH_PD",3.174
"NIH_PD",3.176
"NIH_PD",3.033
"NIH_PD",2.802
"NIH_PD",2.904
"NIH_PD",2.7
"NIH_PD",2.994
"NIH_PD",2.921
"NIH_PD",2.883
"NIH_PD",3.037
"NIH_PD",2.789
"NIH_PD",3.116
"NIH_PD",2.688
"NIH_PD",2.255
"NIH_PD",2.721
"NIH_PD",2.756
"NIH_PD",2.962
"NIH_PD",3.02
"NIH_PD",2.854
"NIH_PD",2.832
"NIH_PD",2.655
"NIH_PD",2.774
"NIH_PD",2.908
"NIH_PD",2.908
"NIH_PD",2.837
"NIH_PD",2.964
"NIH_PD",2.988
"NIH_PD",2.97
"NIH_PD",2.589
"NIH_PD",2.809
"NIH_PD",2.976
"NIH_PD",2.722
"NIH_PD",2.669
"NIH_PD",2.677
"NIH_PD",2.564
"NIH_PD",2.828
"NIH_PD",2.915
"NIH_PD",2.985
"NIH_PD",2.816
"NIH_PD",3.131
"NIH_PD",3.019
"NIH_PD",2.806
"NIH_PD",2.825
"NIH_PD",2.808
"NIH_PD",2.77
"NIH_PD",2.826
"NIH_PD",2.99
"NIH_PD",2.825
"NIH_PD",2.968
"NIH_PD",3.107
"NIH_PD",3.134
"NIH_PD",2.938
"NIH_PD",3.085
"NIH_PD",2.986
"NIH_PD",2.863
"NIH_PD",2.816
"NIH_PD",2.992
"NIH_PD",2.941
"NIH_PD",3.027
"NIH_PD",2.973
"NIH_PD",3.086
"NIH_PD",3.098
"NIH_PD",2.509
"NIH_PD",2.985
"NIH_PD",2.823
"NIH_PD",2.991
"NIH_PD",3.065
"NIH_PD",2.07
"NIH_PD",2.665
"NIH_PD",2.668
"NIH_PD",3.185
"NIH_PD",3.084
"NIH_PD",2.942
"NIH_PD",2.916
"NIH_PD",2.853
"NIH_PD",2.964
"NIH_PD",2.948
"NIH_PD",2.46
"NIH_PD",2.881
"NIH_PD",2.867
"NIH_PD",2.912
"NIH_PD",2.827
"NIH_PD",2.623
"NIH_PD",2.973
"NIH_PD",2.66
"NIH_PD",2.89
"NIH_PD",2.961
"NIH_PD",3.037
"NIH_PD",2.855
"NIH_PD",2.754
"NIH_PD",2.976
"NIH_PD",2.857
"NIH_PD",2.812
"NIH_PD",2.734
"NIH_PD",2.953
"NIH_PD",2.745
"NIH_PD",2.989
"NIH_PD",2.808
"NIH_PD",2.825
"NIH_PD",2.79
"NIH_PD",3.121
"NIH_PD",3.024
"NIH_PD",2.278
"NIH_PD",2.82
"NIH_PD",2.82
"NIH_PD",2.767
"NIH_PD",2.599
"NIH_PD",2.622
"NIH_PD",2.589
"NIH_PD",2.791
"NIH_PD",2.872
"NIH_PD",2.672
"NIH_PD",2.81
"NIH_PD",2.866
"NIH_PD",3.06
"NIH_PD",2.952
"NIH_PD",3.013
"NIH_PD",3.093
"NIH_PD",3.052
"NIH_PD",2.895
"NIH_PD",2.907
"NIH_PD",2.846
"NIH_PD",2.973
"NIH_PD",3.02
"NIH_PD",3.073
"NIH_PD",2.291
"NIH_PD",3.086
"NIH_PD",2.934
"NIH_PD",3.139
"NIH_PD",3.099
"NIH_PD",2.74
"NIH_PD",2.879
"NIH_PD",3.014
"NIH_PD",2.997
"NIH_PD",2.901
"NIH_PD",2.823
"NIH_PD",2.986
"NIH_PD",2.857
"NIH_PD",2.855
"NIH_PD",3.005
"NIH_PD",3.044
"NIH_PD",2.951
"NIH_PD",2.859
"NIH_PD",2.84
"NIH_PD",2.731
"NIH_PD",2.723
"NIH_PD",2.79
"NIH_PD",2.759
"NIH_PD",2.736
"NIH_PD",2.642
"NIH_PD",2.663
"NIH_PD",3.029
"NIH_PD",2.944
"NIH_PD",3.003
"NIH_PD",2.992
"NIH_PD",3.11
"NIH_PD",2.707
"NIH_PD",3.009
"NIH_PD",2.917
"NIH_PD",2.946
"NIH_PD",2.609
"NIH_PD",2.848
"NIH_PD",2.856
"NIH_PD",2.743
"NIH_PD",2.825
"NIH_PD",2.965
"NIH_PD",2.946
"NIH_PD",2.738
"NIH_PD",2.496
"NIH_PD",2.859
"NIH_PD",2.984
"NIH_PD",2.997
"NIH_PD",3.243
"NIH_PD",3.055
"NIH_PD",2.869
"NIH_PD",3.009
"NIH_PD",2.887
"NIH_PD",2.762
"NIH_PD",2.86
"NIH_PD",2.881
"NIH_PD",2.495
"NIH_PD",2.978
"NIH_PD",2.928
"NIH_PD",2.525
"NIH_PD",2.841
"NIH_PD",2.756
"NIH_PD",2.695
"NIH_PD",2.616
"NIH_PD",2.694
"NIH_PD",2.559
"NIH_PD",2.605
"NIH_PD",2.739
"NIH_PD",2.951
"NIH_PD",2.878
"NIH_PD",2.96
"NIH_PD",2.936
"NIH_PD",2.859
"NIH_PD",2.765
"NIH_PD",2.942
"NIH_PD",2.981
"NIH_PD",2.655
"NIH_PD",2.494
"NIH_PD",2.666
"NIH_PD",2.692
"NIH_PD",3.072
"NIH_PD",3.127
"NIH_PD",2.672
"NIH_PD",2.735
"NIH_PD",2.566
"NIH_PD",2.809
"NIH_PD",2.814
"NIH_PD",2.66
"NIH_PD",3.081
"NIH_PD",2.873
"NIH_PD",2.833
"NIH_PD",2.638
"NIH_PD",2.39
"NIH_PD",2.901
"NIH_PD",2.81
"NIH_PD",2.478
"NIH_PD",2.728
"NIH_PD",2.778
"NIH_PD",2.7
"NIH_PD",3.058
"NIH_PD",3.036
"NIH_PD",2.881
"NIH_PD",2.892
"NIH_PD",2.895
"NIH_PD",2.988
"NIH_PD",2.8
"NIH_PD",2.792
"NIH_PD",2.818
"NIH_PD",2.873
"NIH_PD",2.964
"NIH_PD",2.93
"NIH_PD",2.465
"NIH_PD",3.371
"NIH_PD",3.22
"NIH_PD",2.988
"NIH_PD",2.946
"NIH_PD",2.898
"NIH_PD",2.767
"NIH_PD",2.781
"NIH_PD",2.903
"NIH_PD",2.638
"NIH_PD",2.847
"NIH_PD",2.83
"NIH_PD",2.812
"NIH_PD",2.873
"NIH_PD",3.158
"NIH_PD",3.276
"NIH_PD",2.773
"NIH_PD",2.934
"NIH_PD",2.878
"NIH_PD",2.926
"NIH_PD",2.82
"NIH_PD",2.868
"NIH_PD",2.438
"NIH_PD",2.889
"NIH_PD",3.027
"NIH_PD",2.776
"NIH_PD",2.961
"NIH_PD",2.844
"NIH_PD",2.609
"NIH_PD",3.038
"NIH_PD",2.887
"NIH_PD",2.749
"NIH_PD",3.045
"NIH_PD",3.067
"NIH_PD",2.564
"NIH_PD",2.689
"NIH_PD",2.767
"NIH_PD",2.743
"NIH_PD",2.784
"NIH_PD",2.706
"NIH_PD",2.655
"NIH_PD",3.127
"NIH_PD",3.027
"NIH_PD",2.891
"NIH_PD",2.836
"NIH_PD",3.067
"NIH_PD",3.242
"NIH_PD",3.092
"NIH_PD",3.026
"NIH_PD",3.089
"NIH_PD",3.025
"NIH_PD",2.49
"NIH_PD",3.119
"NIH_PD",2.973
"NIH_PD",2.934
"NIH_PD",2.866
"NIH_PD",3.015
"NIH_PD",3.001
"NIH_PD",2.971
"NIH_PD",2.773
"NIH_PD",2.644
"NIH_PD",2.649
"NIH_PD",2.916
"NIH_PD",3.03
"NIH_PD",3.044
"NIH_PD",2.823
"NIH_PD",2.891
"NIH_PD",2.577
"NIH_PD",2.697
"NIH_PD",2.985
"NIH_PD",2.992
"NIH_PD",2.786
"NIH_PD",2.765
"NIH_PD",2.572
"NIH_PD",2.7
"NIH_PD",2.864
"NIH_PD",2.929
"NIH_PD",2.886
"NIH_PD",2.75
"NIH_PD",2.747
"NIH_PD",3.157
"NIH_PD",2.351
"NIH_PD",2.912
"NIH_PD",2.837
"NIH_PD",3.104
"NIH_PD",2.72
