"Dataset","lh_inferiortemporal_thickness"
"BGSP",2.706
"BGSP",2.752
"BGSP",2.488
"BGSP",2.386
"BGSP",2.847
"BGSP",2.594
"BGSP",2.85
"BGSP",2.786
"BGSP",2.571
"BGSP",2.644
"BGSP",2.804
"BGSP",2.587
"BGSP",2.711
"BGSP",2.67
"BGSP",2.65
"BGSP",2.861
"BGSP",2.576
"BGSP",2.52
"BGSP",2.69
"BGSP",2.721
"BGSP",2.539
"BGSP",2.668
"BGSP",2.638
"BGSP",2.766
"BGSP",2.708
"BGSP",2.762
"BGSP",2.534
"BGSP",2.761
"BGSP",2.693
"BGSP",2.734
"BGSP",2.717
"BGSP",2.796
"BGSP",2.578
"BGSP",2.713
"BGSP",2.861
"BGSP",2.744
"BGSP",2.49
"BGSP",2.82
"BGSP",2.761
"BGSP",2.598
"BGSP",2.386
"BGSP",2.569
"BGSP",2.612
"BGSP",2.636
"BGSP",2.817
"BGSP",2.617
"BGSP",2.687
"BGSP",2.846
"BGSP",2.613
"BGSP",2.828
"BGSP",2.656
"BGSP",2.51
"BGSP",3.012
"BGSP",2.625
"BGSP",2.83
"BGSP",2.587
"BGSP",3.01
"BGSP",2.583
"BGSP",2.654
"BGSP",2.69
"BGSP",2.597
"BGSP",2.76
"BGSP",2.516
"BGSP",2.697
"BGSP",2.614
"BGSP",2.581
"BGSP",2.813
"BGSP",2.631
"BGSP",2.769
"BGSP",2.809
"BGSP",2.542
"BGSP",2.673
"BGSP",2.653
"BGSP",2.433
"BGSP",2.831
"BGSP",2.639
"BGSP",2.74
"BGSP",2.651
"BGSP",2.651
"BGSP",2.931
"BGSP",2.7
"BGSP",2.866
"BGSP",2.675
"BGSP",2.8
"BGSP",2.864
"BGSP",2.523
"BGSP",2.774
"BGSP",2.591
"BGSP",2.724
"BGSP",2.62
"BGSP",2.678
"BGSP",2.751
"BGSP",2.691
"BGSP",2.724
"BGSP",2.792
"BGSP",2.578
"BGSP",2.68
"BGSP",2.633
"BGSP",2.636
"BGSP",2.695
"BGSP",2.873
"BGSP",2.735
"BGSP",2.82
"BGSP",2.726
"BGSP",2.844
"BGSP",2.534
"BGSP",2.724
"BGSP",2.702
"BGSP",2.731
"BGSP",2.676
"BGSP",2.674
"BGSP",2.676
"BGSP",2.711
"BGSP",2.691
"BGSP",2.634
"BGSP",2.931
"BGSP",2.687
"BGSP",2.726
"BGSP",2.666
"BGSP",2.964
"BGSP",2.64
"BGSP",2.839
"BGSP",2.656
"BGSP",2.636
"BGSP",2.462
"BGSP",2.583
"BGSP",2.715
"BGSP",2.654
"BGSP",2.621
"BGSP",2.684
"BGSP",2.804
"BGSP",2.694
"BGSP",2.706
"BGSP",2.804
"BGSP",2.476
"BGSP",2.756
"BGSP",2.388
"BGSP",2.757
"BGSP",3.032
"BGSP",2.717
"BGSP",2.795
"BGSP",2.939
"BGSP",2.567
"BGSP",2.517
"BGSP",2.836
"BGSP",2.963
"BGSP",2.571
"BGSP",2.655
"BGSP",2.624
"BGSP",2.806
"BGSP",2.723
"BGSP",2.696
"BGSP",2.532
"BGSP",2.665
"BGSP",2.617
"BGSP",2.722
"BGSP",2.585
"BGSP",2.673
"BGSP",2.698
"BGSP",2.755
"BGSP",2.745
"BGSP",2.821
"BGSP",2.626
"BGSP",2.631
"BGSP",2.552
"BGSP",2.768
"BGSP",2.798
"BGSP",2.839
"BGSP",2.791
"BGSP",2.822
"BGSP",2.825
"BGSP",2.627
"BGSP",2.451
"BGSP",2.847
"BGSP",2.805
"BGSP",2.681
"BGSP",2.851
"BGSP",2.841
"BGSP",2.744
"BGSP",2.754
"BGSP",2.68
"BGSP",2.763
"BGSP",2.47
"BGSP",2.877
"BGSP",2.63
"BGSP",2.587
"BGSP",2.597
"BGSP",2.661
"BGSP",2.454
"BGSP",2.944
"BGSP",2.571
"BGSP",2.63
"BGSP",2.645
"BGSP",2.928
"BGSP",2.635
"BGSP",2.74
"BGSP",2.549
"BGSP",2.608
"BGSP",2.737
"BGSP",2.824
"BGSP",2.944
"BGSP",2.723
"BGSP",2.685
"BGSP",2.802
"BGSP",2.675
"BGSP",2.508
"BGSP",2.671
"BGSP",2.593
"BGSP",2.724
"BGSP",2.698
"BGSP",2.838
"BGSP",2.737
"BGSP",2.816
"BGSP",2.693
"BGSP",2.635
"BGSP",2.957
"BGSP",2.369
"BGSP",2.512
"BGSP",2.613
"BGSP",2.82
"BGSP",2.636
"BGSP",2.717
"BGSP",2.697
"BGSP",2.477
"BGSP",2.612
"BGSP",2.832
"BGSP",2.866
"BGSP",2.777
"BGSP",2.771
"BGSP",2.711
"BGSP",2.683
"BGSP",2.831
"BGSP",2.769
"BGSP",2.564
"BGSP",2.627
"BGSP",2.709
"BGSP",2.757
"BGSP",2.656
"BGSP",2.697
"BGSP",2.81
"BGSP",2.712
"BGSP",2.821
"BGSP",2.863
"BGSP",2.533
"BGSP",2.607
"BGSP",2.724
"BGSP",2.634
"BGSP",2.611
"BGSP",2.626
"BGSP",2.846
"BGSP",2.961
"BGSP",2.688
"BGSP",2.656
"BGSP",2.784
"BGSP",2.602
"BGSP",2.602
"BGSP",2.93
"BGSP",2.711
"BGSP",2.55
"BGSP",2.872
"BGSP",2.961
"BGSP",2.828
"BGSP",2.64
"BGSP",2.585
"BGSP",2.941
"BGSP",2.762
"BGSP",2.694
"BGSP",2.96
"BGSP",2.792
"BGSP",2.796
"BGSP",2.678
"BGSP",2.902
"BGSP",2.479
"BGSP",2.697
"BGSP",2.52
"BGSP",2.535
"BGSP",2.757
"BGSP",2.744
"BGSP",2.626
"BGSP",2.635
"BGSP",2.759
"BGSP",2.836
"BGSP",2.858
"BGSP",2.756
"BGSP",2.712
"BGSP",2.704
"BGSP",2.678
"BGSP",2.935
"BGSP",2.591
"BGSP",2.619
"BGSP",2.621
"BGSP",2.534
"BGSP",2.568
"BGSP",2.734
"BGSP",2.799
"BGSP",2.764
"BGSP",2.85
"BGSP",2.502
"BGSP",2.832
"BGSP",2.916
"BGSP",2.817
"BGSP",2.658
"BGSP",2.758
"BGSP",2.837
"BGSP",2.47
"BGSP",2.535
"BGSP",2.77
"BGSP",2.733
"BGSP",2.724
"BGSP",2.574
"BGSP",2.63
"BGSP",2.706
"BGSP",2.837
"BGSP",2.834
"BGSP",2.757
"BGSP",2.652
"BGSP",2.634
"BGSP",2.74
"BGSP",2.766
"BGSP",2.758
"BGSP",2.666
"BGSP",2.871
"BGSP",2.737
"BGSP",2.885
"BGSP",2.707
"BGSP",2.429
"BGSP",2.711
"BGSP",2.674
"BGSP",2.632
"BGSP",2.674
"BGSP",2.691
"BGSP",2.564
"BGSP",2.749
"BGSP",2.59
"BGSP",2.733
"BGSP",2.77
"BGSP",2.562
"BGSP",2.521
"BGSP",2.566
"BGSP",2.679
"BGSP",2.607
"BGSP",2.582
"BGSP",2.705
"BGSP",2.74
"BGSP",2.776
"BGSP",2.616
"BGSP",2.588
"BGSP",2.647
"BGSP",2.67
"BGSP",2.66
"BGSP",2.607
"BGSP",2.815
"BGSP",2.646
"BGSP",2.703
"BGSP",2.856
"BGSP",2.623
"BGSP",2.76
"BGSP",2.592
"BGSP",2.638
"BGSP",2.687
"BGSP",2.591
"BGSP",2.718
"BGSP",2.531
"BGSP",2.75
"BGSP",2.704
"BGSP",2.688
"BGSP",2.744
"BGSP",2.773
"BGSP",2.632
"BGSP",2.608
"BGSP",2.676
"BGSP",2.717
"BGSP",2.84
"BGSP",2.813
"BGSP",2.524
"BGSP",2.769
"BGSP",2.837
"BGSP",2.683
"BGSP",2.677
"BGSP",2.795
"BGSP",2.647
"BGSP",2.705
"BGSP",2.593
"BGSP",2.644
"BGSP",2.8
"BGSP",2.543
"BGSP",2.505
"BGSP",2.886
"BGSP",2.749
"BGSP",2.642
"BGSP",2.863
"BGSP",2.643
"BGSP",2.68
"BGSP",2.745
"BGSP",2.705
"BGSP",2.656
"BGSP",2.834
"BGSP",2.531
"BGSP",2.822
"BGSP",2.672
"BGSP",2.61
"BGSP",2.594
"BGSP",2.619
"BGSP",2.708
"BGSP",2.712
"BGSP",2.589
"BGSP",2.883
"BGSP",2.561
"BGSP",2.628
"BGSP",2.59
"BGSP",2.614
"BGSP",2.728
"BGSP",2.667
"BGSP",2.768
"BGSP",2.832
"BGSP",2.61
"BGSP",2.901
"BGSP",2.709
"BGSP",2.499
"BGSP",2.655
"BGSP",2.811
"BGSP",2.509
"BGSP",2.763
"BGSP",2.508
"BGSP",2.615
"BGSP",2.679
"BGSP",2.626
"BGSP",2.639
"BGSP",2.617
"BGSP",2.664
"BGSP",2.838
"BGSP",2.827
"BGSP",2.751
"BGSP",2.737
"BGSP",2.857
"BGSP",2.79
"BGSP",2.664
"BGSP",2.785
"BGSP",2.773
"BGSP",2.601
"BGSP",2.489
"BGSP",2.819
"BGSP",2.802
"BGSP",2.753
"BGSP",2.896
"BGSP",2.588
"BGSP",2.781
"BGSP",2.663
"BGSP",2.603
"BGSP",2.793
"BGSP",2.784
"BGSP",2.604
"BGSP",2.693
"BGSP",2.743
"BGSP",2.612
"BGSP",2.964
"BGSP",2.657
"BGSP",2.661
"BGSP",2.607
"BGSP",2.679
"BGSP",2.824
"BGSP",2.716
"BGSP",2.497
"BGSP",2.754
"BGSP",2.805
"BGSP",2.511
"BGSP",2.601
"BGSP",2.762
"BGSP",2.799
"BGSP",2.549
"BGSP",2.677
"BGSP",2.664
"BGSP",2.751
"BGSP",2.68
"BGSP",2.652
"BGSP",2.776
"BGSP",2.628
"BGSP",2.675
"BGSP",2.489
"BGSP",2.583
"BGSP",2.657
"BGSP",2.693
"BGSP",2.884
"BGSP",2.814
"BGSP",2.6
"BGSP",2.614
"BGSP",2.767
"BGSP",2.551
"BGSP",2.743
"BGSP",2.541
"BGSP",2.556
"BGSP",2.745
"BGSP",2.647
"BGSP",2.686
"BGSP",2.685
"BGSP",2.816
"BGSP",2.75
"BGSP",2.73
"BGSP",2.782
"BGSP",2.706
"BGSP",2.566
"BGSP",2.6
"BGSP",2.727
"BGSP",2.697
"BGSP",2.662
"BGSP",2.642
"BGSP",2.914
"BGSP",2.645
"BGSP",2.648
"BGSP",2.733
"BGSP",2.615
"BGSP",2.881
"BGSP",2.707
"BGSP",2.645
"BGSP",2.61
"BGSP",2.581
"BGSP",2.926
"BGSP",2.615
"BGSP",2.729
"BGSP",2.734
"BGSP",2.542
"BGSP",2.685
"BGSP",2.798
"BGSP",2.656
"BGSP",2.809
"BGSP",2.601
"BGSP",2.859
"BGSP",2.753
"BGSP",2.721
"BGSP",2.647
"BGSP",2.712
"BGSP",2.716
"BGSP",2.569
"BGSP",2.542
"BGSP",2.569
"BGSP",2.512
"BGSP",2.607
"BGSP",2.505
"BGSP",2.564
"BGSP",3.022
"BGSP",2.858
"BGSP",2.633
"BGSP",2.656
"BGSP",2.845
"BGSP",2.751
"BGSP",2.625
"BGSP",2.755
"BGSP",2.763
"BGSP",2.82
"BGSP",2.658
"BGSP",2.657
"BGSP",2.641
"BGSP",2.87
"BGSP",2.604
"BGSP",2.739
"BGSP",2.908
"BGSP",2.731
"BGSP",2.818
"BGSP",2.835
"BGSP",2.793
"BGSP",2.831
"BGSP",2.933
"BGSP",2.718
"BGSP",2.758
"BGSP",2.83
"BGSP",2.727
"BGSP",2.651
"BGSP",2.719
"BGSP",2.643
"BGSP",2.658
"BGSP",2.638
"BGSP",2.658
"BGSP",2.817
"BGSP",2.678
"BGSP",2.593
"BGSP",2.635
"BGSP",2.777
"BGSP",2.723
"BGSP",2.745
"BGSP",2.756
"BGSP",2.713
"BGSP",2.689
"BGSP",2.724
"BGSP",2.634
"BGSP",2.748
"BGSP",2.596
"BGSP",2.534
"BGSP",2.659
"BGSP",2.739
"BGSP",2.683
"BGSP",2.735
"BGSP",2.592
"BGSP",2.754
"BGSP",2.641
"BGSP",2.609
"BGSP",2.804
"BGSP",2.597
"BGSP",2.56
"BGSP",2.694
"BGSP",2.618
"BGSP",2.615
"BGSP",2.672
"BGSP",2.51
"BGSP",2.713
"BGSP",2.7
"BGSP",2.804
"BGSP",2.745
"BGSP",2.877
"BGSP",2.726
"BGSP",2.688
"BGSP",2.689
"BGSP",2.689
"BGSP",2.572
"BGSP",2.568
"BGSP",2.66
"BGSP",2.514
"BGSP",2.97
"BGSP",2.579
"BGSP",2.655
"BGSP",2.684
"BGSP",2.702
"BGSP",2.732
"BGSP",2.439
"BGSP",2.938
"BGSP",2.681
"BGSP",2.637
"BGSP",2.794
"BGSP",2.478
"BGSP",2.844
"BGSP",2.91
"BGSP",2.629
"BGSP",2.638
"BGSP",2.529
"BGSP",2.622
"BGSP",2.696
"BGSP",2.569
"BGSP",2.729
"BGSP",2.936
"BGSP",2.571
"BGSP",2.62
"BGSP",2.82
"BGSP",2.6
"BGSP",2.943
"BGSP",2.694
"BGSP",2.758
"BGSP",2.818
"BGSP",2.594
"BGSP",2.806
"BGSP",2.699
"BGSP",2.558
"BGSP",2.728
"BGSP",2.581
"BGSP",2.585
"BGSP",2.761
"BGSP",2.652
"BGSP",2.759
"BGSP",2.879
"BGSP",2.851
"BGSP",2.952
"BGSP",2.76
"BGSP",2.505
"BGSP",2.567
"BGSP",2.608
"BGSP",2.794
"BGSP",2.708
"BGSP",2.651
"BGSP",2.572
"BGSP",2.885
"BGSP",2.597
"BGSP",2.676
"BGSP",2.367
"BGSP",2.583
"BGSP",2.907
"BGSP",2.696
"BGSP",2.954
"BGSP",2.738
"BGSP",2.791
"BGSP",2.666
"BGSP",2.929
"BGSP",2.466
"BGSP",2.629
"BGSP",2.709
"BGSP",2.771
"BGSP",2.555
"BGSP",2.704
"BGSP",2.953
"BGSP",2.465
"BGSP",2.494
"BGSP",2.743
"BGSP",2.63
"BGSP",2.927
"BGSP",2.81
"BGSP",2.694
"BGSP",2.473
"BGSP",2.627
"BGSP",2.732
"BGSP",2.559
"BGSP",2.764
"BGSP",2.73
"BGSP",2.665
"BGSP",2.733
"BGSP",2.642
"BGSP",3.012
"BGSP",2.683
"BGSP",2.755
"BGSP",2.54
"BGSP",2.835
"BGSP",2.718
"BGSP",2.594
"BGSP",2.78
"BGSP",2.824
"BGSP",2.777
"BGSP",2.748
"BGSP",2.618
"BGSP",2.614
"BGSP",2.704
"BGSP",2.867
"BGSP",2.635
"BGSP",2.78
"BGSP",2.569
"BGSP",2.89
"BGSP",2.583
"BGSP",2.771
"BGSP",2.972
"BGSP",2.627
"BGSP",2.86
"BGSP",2.778
"BGSP",2.581
"BGSP",2.684
"BGSP",2.772
"BGSP",2.677
"BGSP",2.751
"BGSP",2.719
"BGSP",2.506
"BGSP",2.758
"BGSP",2.787
"BGSP",2.746
"BGSP",2.707
"BGSP",2.55
"BGSP",2.832
"BGSP",2.854
"BGSP",2.63
"BGSP",2.852
"BGSP",2.753
"BGSP",2.988
"BGSP",2.608
"BGSP",2.464
"BGSP",2.789
"BGSP",2.847
"BGSP",2.838
"BGSP",2.714
"BGSP",2.796
"BGSP",2.573
"BGSP",2.515
"BGSP",2.862
"BGSP",2.6
"BGSP",2.643
"BGSP",2.765
"BGSP",2.706
"BGSP",2.616
"BGSP",2.692
"BGSP",2.791
"BGSP",3.019
"BGSP",2.775
"BGSP",2.874
"BGSP",2.615
"BGSP",2.737
"BGSP",2.642
"BGSP",2.682
"BGSP",2.695
"BGSP",2.685
"BGSP",2.634
"BGSP",2.677
"BGSP",2.808
"BGSP",2.673
"BGSP",2.871
"BGSP",2.829
"BGSP",2.716
"BGSP",2.683
"BGSP",2.664
"BGSP",2.635
"BGSP",2.596
"BGSP",2.56
"BGSP",2.54
"BGSP",2.689
"BGSP",2.789
"BGSP",2.713
"BGSP",2.757
"BGSP",2.773
"BGSP",2.726
"BGSP",2.681
"BGSP",2.881
"BGSP",2.706
"BGSP",2.585
"BGSP",2.732
"BGSP",2.585
"BGSP",2.603
"BGSP",2.686
"BGSP",2.765
"BGSP",2.643
"BGSP",2.694
"BGSP",2.711
"BGSP",2.72
"BGSP",2.472
"BGSP",2.811
"BGSP",2.689
"BGSP",2.969
"BGSP",2.801
"BGSP",2.683
"BGSP",2.794
"BGSP",2.546
"BGSP",2.669
"BGSP",2.711
"BGSP",2.504
"BGSP",2.69
"BGSP",2.75
"BGSP",2.786
"BGSP",2.833
"BGSP",2.659
"BGSP",2.59
"BGSP",2.656
"BGSP",2.925
"BGSP",2.699
"BGSP",2.609
"BGSP",2.533
"BGSP",2.684
"BGSP",2.798
"BGSP",2.676
"BGSP",2.93
"BGSP",2.675
"BGSP",2.6
"BGSP",2.819
"BGSP",2.756
"BGSP",2.722
"BGSP",2.888
"BGSP",2.861
"BGSP",2.665
"BGSP",2.715
"BGSP",2.735
"BGSP",2.686
"BGSP",2.654
"BGSP",2.782
"BGSP",2.815
"BGSP",2.524
"BGSP",2.652
"BGSP",2.836
"BGSP",2.608
"BGSP",2.618
"BGSP",2.755
"BGSP",2.776
"BGSP",2.865
"BGSP",2.75
"BGSP",2.762
"BGSP",2.658
"BGSP",2.798
"BGSP",2.567
"BGSP",2.697
"BGSP",2.686
"BGSP",2.68
"BGSP",2.46
"BGSP",2.608
"BGSP",2.762
"BGSP",2.723
"BGSP",2.585
"BGSP",2.659
"BGSP",2.542
"BGSP",2.602
"BGSP",2.765
"BGSP",2.543
"BGSP",2.529
"BGSP",2.493
"BGSP",2.662
"BGSP",2.709
"BGSP",2.736
"BGSP",2.589
"BGSP",2.655
"BGSP",2.564
"BGSP",2.683
"BGSP",2.673
"BGSP",2.831
"BGSP",2.805
"BGSP",2.824
"BGSP",2.669
"BGSP",2.786
"BGSP",2.772
"BGSP",2.764
"BGSP",2.747
"BGSP",2.676
"BGSP",2.502
"BGSP",2.585
"BGSP",2.791
"BGSP",2.657
"BGSP",2.954
"BGSP",2.706
"BGSP",3.019
"BGSP",2.685
"BGSP",2.543
"BGSP",2.762
"BGSP",2.624
"BGSP",2.591
"BGSP",2.726
"BGSP",2.647
"BGSP",2.445
"BGSP",2.749
"BGSP",2.655
"BGSP",2.552
"BGSP",2.699
"BGSP",2.998
"BGSP",2.927
"BGSP",2.788
"BGSP",2.68
"BGSP",2.652
"BGSP",2.702
"BGSP",2.724
"BGSP",2.697
"BGSP",2.735
"BGSP",2.542
"BGSP",2.652
"BGSP",2.583
"BGSP",2.773
"BGSP",2.734
"BGSP",3.012
"BGSP",2.621
"BGSP",2.8
"BGSP",2.736
"BGSP",2.804
"BGSP",2.646
"BGSP",2.752
"BGSP",2.719
"BGSP",2.678
"BGSP",2.773
"BGSP",2.952
"BGSP",2.742
"BGSP",2.471
"BGSP",2.827
"BGSP",2.711
"BGSP",2.498
"BGSP",2.723
"BGSP",2.714
"BGSP",2.649
"BGSP",2.777
"BGSP",2.6
"BGSP",2.708
"BGSP",2.482
"BGSP",2.703
"BGSP",2.756
"BGSP",2.854
"BGSP",2.937
"BGSP",2.749
"BGSP",2.756
"BGSP",2.563
"BGSP",2.583
"BGSP",2.54
"BGSP",2.715
"BGSP",2.625
"BGSP",2.675
"BGSP",2.886
"BGSP",2.557
"BGSP",2.915
"BGSP",2.652
"BGSP",2.88
"BGSP",2.715
"BGSP",2.449
"BGSP",2.551
"BGSP",2.675
"BGSP",2.695
"BGSP",2.58
"BGSP",2.581
"BGSP",2.702
"BGSP",2.78
"BGSP",2.614
"BGSP",2.461
"BGSP",2.561
"BGSP",2.773
"BGSP",2.67
"BGSP",2.742
"BGSP",2.526
"BGSP",2.626
"BGSP",2.455
"BGSP",2.853
"BGSP",2.54
"BGSP",2.74
"BGSP",2.76
"BGSP",2.72
"BGSP",2.798
"BGSP",2.766
"BGSP",2.752
"BGSP",2.88
"BGSP",2.747
"BGSP",2.718
"BGSP",2.966
"BGSP",2.582
"BGSP",2.855
"BGSP",2.688
"BGSP",2.608
"BGSP",2.946
"BGSP",2.519
"BGSP",2.54
"BGSP",2.627
"BGSP",2.616
"BGSP",2.566
"BGSP",2.696
"BGSP",2.646
"BGSP",2.577
"BGSP",2.699
"BGSP",2.695
"BGSP",2.699
"BGSP",2.697
"BGSP",2.763
"DLBS",2.654
"DLBS",2.866
"DLBS",2.991
"DLBS",2.778
"DLBS",2.63
"DLBS",2.59
"DLBS",2.776
"DLBS",2.688
"DLBS",2.571
"DLBS",2.772
"DLBS",2.591
"DLBS",2.796
"DLBS",2.997
"DLBS",2.716
"DLBS",2.843
"DLBS",2.851
"DLBS",2.704
"DLBS",2.463
"DLBS",2.675
"DLBS",2.78
"DLBS",2.849
"DLBS",2.631
"DLBS",2.669
"DLBS",2.541
"DLBS",2.831
"DLBS",2.73
"DLBS",2.615
"DLBS",2.707
"DLBS",2.756
"DLBS",2.663
"DLBS",3.138
"DLBS",2.829
"DLBS",2.588
"DLBS",2.573
"DLBS",2.658
"DLBS",2.587
"DLBS",2.913
"DLBS",2.982
"DLBS",2.887
"DLBS",3.105
"DLBS",2.895
"DLBS",2.801
"DLBS",2.608
"DLBS",2.616
"DLBS",2.738
"DLBS",2.609
"DLBS",2.668
"DLBS",2.77
"DLBS",2.648
"DLBS",2.887
"DLBS",2.869
"DLBS",2.42
"DLBS",2.758
"DLBS",2.589
"DLBS",2.441
"DLBS",2.83
"DLBS",2.706
"DLBS",2.575
"DLBS",2.858
"DLBS",2.571
"DLBS",2.629
"DLBS",2.723
"DLBS",2.519
"DLBS",2.682
"DLBS",2.664
"DLBS",2.508
"DLBS",2.591
"DLBS",2.809
"DLBS",2.912
"DLBS",2.573
"DLBS",2.749
"DLBS",2.852
"DLBS",2.595
"DLBS",2.649
"DLBS",2.763
"DLBS",2.852
"DLBS",2.756
"DLBS",2.739
"DLBS",2.785
"DLBS",2.556
"DLBS",2.684
"DLBS",2.729
"DLBS",2.624
"DLBS",2.841
"DLBS",2.664
"DLBS",2.514
"DLBS",2.87
"DLBS",2.626
"DLBS",2.708
"DLBS",2.696
"DLBS",2.572
"DLBS",2.709
"DLBS",2.535
"DLBS",2.727
"DLBS",2.649
"DLBS",2.679
"DLBS",2.721
"DLBS",2.775
"DLBS",2.829
"DLBS",3.073
"DLBS",2.595
"DLBS",2.758
"DLBS",2.718
"DLBS",2.684
"DLBS",2.619
"DLBS",2.806
"DLBS",2.672
"DLBS",2.629
"DLBS",2.604
"DLBS",2.805
"DLBS",2.709
"DLBS",2.618
"DLBS",2.8
"DLBS",2.871
"DLBS",2.835
"DLBS",2.793
"DLBS",2.726
"DLBS",2.684
"DLBS",2.649
"DLBS",2.706
"DLBS",2.525
"DLBS",2.635
"DLBS",2.673
"DLBS",2.514
"DLBS",2.678
"DLBS",2.584
"DLBS",2.896
"DLBS",2.689
"DLBS",2.707
"DLBS",2.625
"DLBS",2.929
"DLBS",2.606
"DLBS",2.76
"DLBS",2.892
"DLBS",2.643
"DLBS",2.661
"DLBS",2.49
"DLBS",2.621
"DLBS",2.532
"DLBS",2.685
"DLBS",2.733
"DLBS",2.669
"DLBS",2.671
"DLBS",2.486
"DLBS",2.641
"DLBS",2.772
"DLBS",2.725
"DLBS",2.643
"DLBS",2.506
"DLBS",2.745
"DLBS",2.803
"DLBS",2.736
"DLBS",2.508
"DLBS",2.752
"DLBS",2.538
"DLBS",2.708
"DLBS",2.854
"DLBS",2.797
"DLBS",2.655
"DLBS",2.55
"DLBS",2.766
"DLBS",2.525
"DLBS",2.765
"DLBS",2.495
"DLBS",2.521
"DLBS",2.84
"DLBS",2.713
"DLBS",2.725
"DLBS",2.742
"DLBS",2.52
"DLBS",3.034
"DLBS",2.565
"DLBS",2.69
"DLBS",2.581
"DLBS",2.812
"DLBS",2.637
"DLBS",2.574
"DLBS",2.85
"DLBS",2.975
"DLBS",2.665
"DLBS",2.806
"DLBS",2.721
"DLBS",2.868
"DLBS",2.744
"DLBS",2.626
"DLBS",2.642
"DLBS",2.658
"DLBS",3.022
"DLBS",2.875
"DLBS",2.561
"DLBS",2.79
"DLBS",2.747
"DLBS",2.798
"DLBS",2.821
"DLBS",2.692
"DLBS",2.782
"DLBS",2.96
"DLBS",2.823
"DLBS",2.764
"DLBS",2.885
"DLBS",2.731
"DLBS",2.58
"DLBS",2.559
"DLBS",2.736
"DLBS",3.05
"DLBS",2.867
"DLBS",2.554
"DLBS",2.65
"DLBS",2.946
"DLBS",2.635
"DLBS",2.727
"DLBS",2.858
"DLBS",2.74
"DLBS",2.654
"DLBS",2.83
"DLBS",2.624
"DLBS",2.681
"DLBS",2.563
"DLBS",2.702
"DLBS",2.781
"DLBS",2.415
"DLBS",2.739
"DLBS",2.967
"DLBS",2.797
"DLBS",2.687
"DLBS",2.838
"DLBS",2.904
"DLBS",2.811
"DLBS",2.543
"DLBS",2.881
"DLBS",2.723
"DLBS",2.857
"DLBS",2.926
"DLBS",2.854
"DLBS",2.797
"DLBS",2.698
"DLBS",2.588
"DLBS",2.651
"DLBS",2.52
"DLBS",2.986
"DLBS",2.859
"DLBS",2.935
"DLBS",2.705
"DLBS",2.468
"DLBS",2.818
"DLBS",2.756
"DLBS",2.721
"DLBS",2.878
"DLBS",2.552
"DLBS",2.976
"DLBS",2.682
"DLBS",2.633
"DLBS",3.087
"DLBS",2.641
"DLBS",2.787
"DLBS",2.747
"DLBS",2.776
"DLBS",2.73
"DLBS",2.532
"DLBS",2.836
"DLBS",2.719
"DLBS",2.89
"DLBS",2.754
"DLBS",2.835
"DLBS",2.646
"DLBS",2.689
"DLBS",3.079
"DLBS",2.558
"DLBS",2.453
"DLBS",2.838
"DLBS",2.817
"DLBS",2.561
"DLBS",2.804
"DLBS",2.776
"DLBS",2.503
"DLBS",2.605
"DLBS",2.828
"DLBS",2.716
"DLBS",2.797
"DLBS",2.54
"DLBS",2.875
"DLBS",2.431
"DLBS",2.391
"DLBS",2.614
"DLBS",2.847
"DLBS",2.67
"DLBS",2.787
"DLBS",3.189
"DLBS",2.32
"DLBS",2.722
"DLBS",2.655
"DLBS",2.79
"DLBS",2.506
"DLBS",2.739
"DLBS",2.733
"DLBS",2.854
"DLBS",2.779
"DLBS",2.672
"DLBS",2.74
"DLBS",2.775
"DLBS",2.855
"DLBS",2.598
"DLBS",2.868
"DLBS",2.57
"DLBS",2.777
"DLBS",2.805
"DLBS",2.641
"DLBS",2.739
"DLBS",2.77
"DLBS",2.761
"DLBS",2.983
"DLBS",2.864
"DLBS",2.68
"DLBS",2.846
"IXI_600",2.84
"IXI_600",2.699
"IXI_600",2.581
"IXI_600",2.516
"IXI_600",2.519
"IXI_600",2.79
"IXI_600",2.882
"IXI_600",2.87
"IXI_600",2.789
"IXI_600",2.784
"IXI_600",2.77
"IXI_600",2.848
"IXI_600",2.702
"IXI_600",2.924
"IXI_600",2.863
"IXI_600",2.989
"IXI_600",2.55
"IXI_600",2.649
"IXI_600",2.538
"IXI_600",2.658
"IXI_600",2.67
"IXI_600",2.691
"IXI_600",2.711
"IXI_600",2.814
"IXI_600",2.66
"IXI_600",2.789
"IXI_600",2.843
"IXI_600",2.611
"IXI_600",2.745
"IXI_600",2.742
"IXI_600",2.862
"IXI_600",2.656
"IXI_600",2.82
"IXI_600",2.81
"IXI_600",2.631
"IXI_600",2.475
"IXI_600",2.896
"IXI_600",2.775
"IXI_600",2.679
"IXI_600",2.792
"IXI_600",2.697
"IXI_600",2.593
"IXI_600",2.644
"IXI_600",2.615
"IXI_600",2.757
"IXI_600",2.531
"IXI_600",2.836
"IXI_600",2.522
"IXI_600",2.675
"IXI_600",2.69
"IXI_600",2.718
"IXI_600",2.758
"IXI_600",2.853
"IXI_600",2.644
"IXI_600",2.731
"IXI_600",2.811
"IXI_600",2.765
"IXI_600",2.907
"IXI_600",2.62
"IXI_600",2.531
"IXI_600",2.651
"IXI_600",2.543
"IXI_600",2.634
"IXI_600",2.781
"IXI_600",2.792
"IXI_600",2.464
"IXI_600",2.724
"IXI_600",2.867
