"Dataset","lh_cuneus_gauscurv"
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.026
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.031
"IXI_600",0.036
"IXI_600",0.035
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.035
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.032
"IXI_600",0.025
"IXI_600",0.022
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.035
"IXI_600",0.033
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.037
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.03
"IXI_600",0.028
"IXI_600",0.027
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.03
"IXI_600",0.039
"IXI_600",0.029
"IXI_600",0.034
"IXI_600",0.026
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.027
"IXI_600",0.034
"IXI_600",0.036
"IXI_600",0.034
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.036
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.026
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.037
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.026
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.043
"IXI_600",0.033
"IXI_600",0.038
"IXI_600",0.039
"IXI_600",0.037
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.025
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.038
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.024
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.034
"IXI_600",0.034
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.038
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.037
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.036
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.031
"IXI_600",0.037
"IXI_600",0.038
"IXI_600",0.036
"IXI_600",0.026
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.041
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.038
"IXI_600",0.038
"IXI_600",0.027
"IXI_600",0.039
"IXI_600",0.034
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.038
"IXI_600",0.034
"IXI_600",0.028
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.026
"IXI_600",0.036
"IXI_600",0.027
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.026
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.041
"IXI_600",0.033
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.025
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.026
"IXI_600",0.033
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.026
"IXI_600",0.027
"IXI_600",0.034
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.027
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.037
"IXI_600",0.033
"IXI_600",0.026
"IXI_600",0.031
"IXI_600",0.025
"IXI_600",0.028
"IXI_600",0.034
"IXI_600",0.037
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.036
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.029
"IXI_600",0.027
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.038
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.033
"IXI_600",0.026
"IXI_600",0.029
"IXI_600",0.024
"IXI_600",0.028
"IXI_600",0.038
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.029
"IXI_600",0.036
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.024
"IXI_600",0.028
"IXI_600",0.029
"IXI_600",0.026
"IXI_600",0.027
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.028
"IXI_600",0.043
"IXI_600",0.032
"IXI_600",0.041
"IXI_600",0.033
"IXI_600",0.04
"IXI_600",0.03
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.035
"IXI_600",0.034
"IXI_600",0.035
"IXI_600",0.036
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.023
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.038
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.029
"IXI_600",0.034
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.037
"IXI_600",0.033
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.025
"IXI_600",0.028
"IXI_600",0.039
"IXI_600",0.03
"IXI_600",0.028
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.032
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.045
"IXI_600",0.028
"IXI_600",0.033
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.04
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.035
"IXI_600",0.024
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.037
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.039
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.038
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.03
"IXI_600",0.035
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.025
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.033
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.034
"IXI_600",0.03
"IXI_600",0.036
"IXI_600",0.034
"IXI_600",0.034
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.033
"IXI_600",0.033
"IXI_600",0.033
"IXI_600",0.035
"IXI_600",0.025
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.033
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.034
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.038
"IXI_600",0.034
"IXI_600",0.03
"IXI_600",0.042
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.034
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.024
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.026
"IXI_600",0.032
"IXI_600",0.03
"MGH",0.034
"MGH",0.039
"MGH",0.034
"MGH",0.036
"MGH",0.034
"MGH",0.04
"MGH",0.038
"MGH",0.032
"MGH",0.045
"MGH",0.033
"MGH",0.039
"MGH",0.03
"MGH",0.032
"MGH",0.036
"MGH",0.042
"MGH",0.075
"MGH",0.038
"MGH",0.029
"MGH",0.036
"MGH",0.044
"MGH",0.028
"MGH",0.029
"MGH",0.028
"MGH",0.056
"MGH",0.038
"MGH",0.044
"MGH",0.039
"MGH",0.032
"MGH",0.03
"MGH",0.034
"MGH",0.031
"MGH",0.031
"MGH",0.048
"MGH",0.047
"MGH",0.035
"MGH",0.041
"MGH",0.037
"MGH",0.057
"MGH",0.05
"MGH",0.028
"MGH",0.013
"MGH",0.035
"MGH",0.062
"MGH",0.035
"MGH",0.03
"MGH",0.028
"MGH",0.033
"MGH",0.036
"MGH",0.053
"MGH",0.041
"MGH",0.062
"MGH",0.035
"MGH",0.042
"MGH",0.039
"MGH",0.04
"MGH",0.031
"MGH",0.042
"MGH",0.04
"MGH",0.034
"MGH",0.034
"MGH",0.039
"MGH",0.03
"MGH",0.039
"MGH",0.034
"MGH",0.033
"MGH",0.024
"MGH",0.034
"MGH",0.036
"MGH",0.025
"MGH",0.047
"MGH",0.039
"MGH",0.042
"MGH",0.048
"MGH",0.036
"MGH",0.046
"MGH",0.045
"MGH",0.039
"MGH",0.035
"MGH",0.056
"MGH",0.059
"MGH",0.055
"MGH",0.042
"MGH",0.041
"MGH",0.036
"MGH",0.036
"MGH",0.037
"MGH",0.041
"MGH",0.044
"MGH",0.042
"MGH",0.037
"MGH",0.03
"MGH",0.029
"MGH",0.039
"MGH",0.033
"MGH",0.037
"MGH",0.043
"MGH",0.038
"MGH",0.033
"MGH",0.027
"MGH",0.03
"MGH",0.042
"MGH",0.033
"MGH",0.057
"MGH",0.035
"MGH",0.034
"MGH",0.032
"MGH",0.055
"MGH",0.035
"MGH",0.03
"MGH",0.049
"MGH",0.039
"MGH",0.034
"MGH",0.036
"MGH",0.105
"MGH",0.049
"MGH",0.04
"MGH",0.044
"MGH",0.072
"MGH",0.034
"MGH",0.029
"MGH",0.034
"MGH",0.037
"MGH",0.053
"MGH",0.035
"MGH",0.031
"MGH",0.078
"MGH",0.029
"MGH",0.03
"MGH",0.03
"MGH",0.026
"MGH",0.042
"MGH",0.035
"MGH",0.039
"MGH",0.035
"MGH",0.026
"MGH",0.043
"MGH",0.038
"MGH",0.038
"MGH",0.04
"MGH",0.037
"MGH",0.062
"MGH",0.033
"MGH",0.088
"MGH",0.03
"MGH",0.033
"MGH",0.046
"MGH",0.029
"MGH",0.035
"MGH",0.053
"MGH",0.085
"MGH",0.033
"MGH",0.03
"MGH",0.048
"MGH",0.028
"MGH",0.027
"MGH",0.034
"MGH",0.034
"MGH",0.044
"MGH",0.055
"MGH",0.036
"MGH",0.062
"MGH",0.041
"MGH",0.03
"MGH",0.038
"MGH",0.039
"MGH",0.046
"MGH",0.045
"MGH",0.036
"MGH",0.027
"MGH",0.033
"MGH",0.043
"MGH",0.036
"MGH",0.036
"MGH",0.036
"MGH",0.128
"MGH",0.041
"MGH",0.037
"MGH",0.037
"MGH",0.052
"MGH",0.052
"MGH",0.141
"MGH",0.085
"MGH",0.032
"MGH",0.038
"MGH",0.035
"MGH",0.039
"MGH",0.037
"MGH",0.034
"MGH",0.035
"MGH",0.035
"MGH",0.037
"MGH",0.066
"MGH",0.033
"MGH",0.034
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.037
"NIH_PD",0.049
"NIH_PD",0.047
"NIH_PD",0.055
"NIH_PD",0.045
"NIH_PD",0.046
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.05
"NIH_PD",0.043
"NIH_PD",0.042
"NIH_PD",0.035
"NIH_PD",0.038
"NIH_PD",0.041
"NIH_PD",0.049
"NIH_PD",0.058
"NIH_PD",0.052
"NIH_PD",0.045
"NIH_PD",0.04
"NIH_PD",0.043
"NIH_PD",0.036
"NIH_PD",0.034
"NIH_PD",0.043
"NIH_PD",0.047
"NIH_PD",0.044
"NIH_PD",0.048
"NIH_PD",0.052
"NIH_PD",0.041
"NIH_PD",0.037
"NIH_PD",0.034
"NIH_PD",0.038
"NIH_PD",0.044
"NIH_PD",0.039
"NIH_PD",0.067
"NIH_PD",0.035
"NIH_PD",0.05
"NIH_PD",0.051
"NIH_PD",0.049
"NIH_PD",0.037
"NIH_PD",0.054
"NIH_PD",0.038
"NIH_PD",0.044
"NIH_PD",0.056
"NIH_PD",0.043
"NIH_PD",0.037
"NIH_PD",0.039
"NIH_PD",0.037
"NIH_PD",0.043
"NIH_PD",0.046
"NIH_PD",0.043
"NIH_PD",0.054
"NIH_PD",0.049
"NIH_PD",0.038
"NIH_PD",0.048
"NIH_PD",0.044
"NIH_PD",0.041
"NIH_PD",0.036
"NIH_PD",0.038
"NIH_PD",0.042
"NIH_PD",0.053
"NIH_PD",0.046
"NIH_PD",0.042
"NIH_PD",0.038
"NIH_PD",0.031
"NIH_PD",0.039
"NIH_PD",0.041
"NIH_PD",0.035
"NIH_PD",0.033
"NIH_PD",0.036
"NIH_PD",0.051
"NIH_PD",0.038
"NIH_PD",0.04
"NIH_PD",0.046
"NIH_PD",0.038
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.037
"NIH_PD",0.044
"NIH_PD",0.035
"NIH_PD",0.037
"NIH_PD",0.037
"NIH_PD",0.047
"NIH_PD",0.054
"NIH_PD",0.04
"NIH_PD",0.041
"NIH_PD",0.047
"NIH_PD",0.038
"NIH_PD",0.04
"NIH_PD",0.05
"NIH_PD",0.048
"NIH_PD",0.04
"NIH_PD",0.042
"NIH_PD",0.037
"NIH_PD",0.033
"NIH_PD",0.034
"NIH_PD",0.032
"NIH_PD",0.042
"NIH_PD",0.041
"NIH_PD",0.042
"NIH_PD",0.038
"NIH_PD",0.036
"NIH_PD",0.047
"NIH_PD",0.042
"NIH_PD",0.05
"NIH_PD",0.035
"NIH_PD",0.044
"NIH_PD",0.044
"NIH_PD",0.045
"NIH_PD",0.034
"NIH_PD",0.033
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.04
"NIH_PD",0.052
"NIH_PD",0.034
"NIH_PD",0.034
"NIH_PD",0.034
"NIH_PD",0.04
"NIH_PD",0.045
"NIH_PD",0.039
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.035
"NIH_PD",0.069
"NIH_PD",0.036
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.054
"NIH_PD",0.044
"NIH_PD",0.038
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.04
"NIH_PD",0.053
"NIH_PD",0.037
"NIH_PD",0.05
"NIH_PD",0.039
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.051
"NIH_PD",0.044
"NIH_PD",0.047
"NIH_PD",0.049
"NIH_PD",0.035
"NIH_PD",0.036
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.05
"NIH_PD",0.046
"NIH_PD",0.045
"NIH_PD",0.057
"NIH_PD",0.045
"NIH_PD",0.04
"NIH_PD",0.04
"NIH_PD",0.044
"NIH_PD",0.039
"NIH_PD",0.062
"NIH_PD",0.056
"NIH_PD",0.04
"NIH_PD",0.041
"NIH_PD",0.044
"NIH_PD",0.043
"NIH_PD",0.038
"NIH_PD",0.055
"NIH_PD",0.044
"NIH_PD",0.045
"NIH_PD",0.039
"NIH_PD",0.045
"NIH_PD",0.058
"NIH_PD",0.05
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.036
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.049
"NIH_PD",0.042
"NIH_PD",0.041
"NIH_PD",0.04
"NIH_PD",0.052
"NIH_PD",0.039
"NIH_PD",0.043
"NIH_PD",0.041
"NIH_PD",0.047
"NIH_PD",0.048
"NIH_PD",0.031
"NIH_PD",0.05
"NIH_PD",0.045
"NIH_PD",0.041
"NIH_PD",0.037
"NIH_PD",0.048
"NIH_PD",0.047
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.045
"NIH_PD",0.049
"NIH_PD",0.053
"NIH_PD",0.034
"NIH_PD",0.04
"NIH_PD",0.044
"NIH_PD",0.036
"NIH_PD",0.036
"NIH_PD",0.033
"NIH_PD",0.053
"NIH_PD",0.069
"NIH_PD",0.051
"NIH_PD",0.047
"NIH_PD",0.053
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.056
"NIH_PD",0.041
"NIH_PD",0.048
"NIH_PD",0.046
"NIH_PD",0.047
"NIH_PD",0.044
"NIH_PD",0.04
"NIH_PD",0.05
"NIH_PD",0.049
"NIH_PD",0.057
"NIH_PD",0.049
"NIH_PD",0.041
"NIH_PD",0.044
"NIH_PD",0.046
"NIH_PD",0.041
"NIH_PD",0.036
"NIH_PD",0.038
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.042
"NIH_PD",0.044
"NIH_PD",0.042
"NIH_PD",0.034
"NIH_PD",0.051
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.04
"NIH_PD",0.055
"NIH_PD",0.042
"NIH_PD",0.05
"NIH_PD",0.035
"NIH_PD",0.041
"NIH_PD",0.039
"NIH_PD",0.049
"NIH_PD",0.05
"NIH_PD",0.042
"NIH_PD",0.042
"NIH_PD",0.045
"NIH_PD",0.045
"NIH_PD",0.04
"NIH_PD",0.05
"NIH_PD",0.033
"NIH_PD",0.037
"NIH_PD",0.033
"NIH_PD",0.039
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.049
"NIH_PD",0.048
"NIH_PD",0.043
"NIH_PD",0.043
"NIH_PD",0.041
"NIH_PD",0.044
"NIH_PD",0.048
"NIH_PD",0.043
"NIH_PD",0.044
"NIH_PD",0.035
"NIH_PD",0.035
"NIH_PD",0.035
"NIH_PD",0.035
"NIH_PD",0.051
"NIH_PD",0.045
"NIH_PD",0.042
"NIH_PD",0.046
"NIH_PD",0.039
"NIH_PD",0.047
"NIH_PD",0.046
"NIH_PD",0.041
"NIH_PD",0.044
"NIH_PD",0.051
"NIH_PD",0.052
"NIH_PD",0.036
"NIH_PD",0.042
"NIH_PD",0.048
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.041
"NIH_PD",0.041
"NIH_PD",0.037
"NIH_PD",0.038
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.041
"NIH_PD",0.043
"NIH_PD",0.042
"NIH_PD",0.043
"NIH_PD",0.048
"NIH_PD",0.04
"NIH_PD",0.05
"NIH_PD",0.035
"NIH_PD",0.037
"NIH_PD",0.043
"NIH_PD",0.037
"NIH_PD",0.036
"NIH_PD",0.042
"NIH_PD",0.034
"NIH_PD",0.042
"NIH_PD",0.051
"NIH_PD",0.043
"NIH_PD",0.05
"NIH_PD",0.046
"NIH_PD",0.042
"NIH_PD",0.057
"NIH_PD",0.035
"NIH_PD",0.036
"NIH_PD",0.036
"NIH_PD",0.042
"NIH_PD",0.042
"NIH_PD",0.032
"NIH_PD",0.049
"NIH_PD",0.045
"NIH_PD",0.032
"NIH_PD",0.049
"NIH_PD",0.046
"NIH_PD",0.05
"NIH_PD",0.049
"NIH_PD",0.042
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.044
"NIH_PD",0.035
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.05
"NIH_PD",0.051
"NIH_PD",0.034
"NIH_PD",0.032
"NIH_PD",0.037
"NIH_PD",0.044
"NIH_PD",0.034
"NIH_PD",0.05
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.04
"NIH_PD",0.034
"NIH_PD",0.041
"NIH_PD",0.035
"NIH_PD",0.038
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.034
"NIH_PD",0.041
"NIH_PD",0.039
"NIH_PD",0.053
"NIH_PD",0.042
"NIH_PD",0.042
"NIH_PD",0.053
"NIH_PD",0.053
"NIH_PD",0.057
"NIH_PD",0.035
"NIH_PD",0.039
"NIH_PD",0.035
"NIH_PD",0.037
"NIH_PD",0.034
"NIH_PD",0.034
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.05
"NIH_PD",0.038
"NIH_PD",0.036
"NIH_PD",0.045
"NIH_PD",0.046
"NIH_PD",0.045
"NIH_PD",0.044
"NIH_PD",0.042
"NIH_PD",0.039
"NIH_PD",0.045
"NIH_PD",0.048
"NIH_PD",0.047
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.036
"NIH_PD",0.032
"NIH_PD",0.035
"NIH_PD",0.038
"NIH_PD",0.051
"NIH_PD",0.051
"NIH_PD",0.038
"NIH_PD",0.035
"NIH_PD",0.037
"NIH_PD",0.039
"NIH_PD",0.036
"NIH_PD",0.047
"NIH_PD",0.045
"NIH_PD",0.051
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.036
"NIH_PD",0.038
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.032
"NIH_PD",0.037
"NIH_PD",0.036
"NIH_PD",0.04
"NIH_PD",0.043
"NIH_PD",0.044
"NIH_PD",0.062
"NIH_PD",0.037
"NIH_PD",0.07
"NIH_PD",0.043
"NIH_PD",0.029
"NIH_PD",0.036
"NIH_PD",0.035
"NIH_PD",0.043
"NIH_PD",0.048
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.06
"NIH_PD",0.044
"NIH_PD",0.039
"NIH_PD",0.055
"NIH_PD",0.038
"NIH_PD",0.031
"NIH_PD",0.034
"NIH_PD",0.034
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.045
"NIH_PD",0.055
"NIH_PD",0.038
"NIH_PD",0.037
"NIH_PD",0.039
"NIH_PD",0.037
"NIH_PD",0.039
"NIH_PD",0.046
"NIH_PD",0.042
"NIH_PD",0.049
"NIH_PD",0.051
"NIH_PD",0.037
"NIH_PD",0.049
"NIH_PD",0.04
"NIH_PD",0.037
"NIH_PD",0.044
"NIH_PD",0.035
"NIH_PD",0.037
"NIH_PD",0.039
"NIH_PD",0.058
"NIH_PD",0.043
"NIH_PD",0.042
"NIH_PD",0.043
"NIH_PD",0.037
"NIH_PD",0.041
"NIH_PD",0.04
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.039
"NIH_PD",0.04
"NIH_PD",0.049
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.044
"NIH_PD",0.045
"NIH_PD",0.042
"NIH_PD",0.039
"NIH_PD",0.041
"NIH_PD",0.039
"NIH_PD",0.035
"NIH_PD",0.038
"NIH_PD",0.041
"NIH_PD",0.042
"NIH_PD",0.045
"NIH_PD",0.036
"NIH_PD",0.038
"NIH_PD",0.063
"NIH_PD",0.039
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.055
"NIH_PD",0.041
"NIH_PD",0.045
"NIH_PD",0.04
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.036
"NIH_PD",0.043
"NIH_PD",0.037
"NIH_PD",0.043
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.041
"NIH_PD",0.04
"NIH_PD",0.042
"NIH_PD",0.038
"NIH_PD",0.036
"NIH_PD",0.038
"NIH_PD",0.057
"NIH_PD",0.055
"NIH_PD",0.049
"NIH_PD",0.049
"NIH_PD",0.046
"NIH_PD",0.052
"NIH_PD",0.039
"NIH_PD",0.036
"NIH_PD",0.042
"NIH_PD",0.041
"NIH_PD",0.034
"NIH_PD",0.05
"NIH_PD",0.032
"NIH_PD",0.043
"NIH_PD",0.043
"NIH_PD",0.045
"NIH_PD",0.044
"NIH_PD",0.038
"NIH_PD",0.045
"NIH_PD",0.032
"NIH_PD",0.036
"NIH_PD",0.034
"NIH_PD",0.036
"NIH_PD",0.048
"NIH_PD",0.036
"NIH_PD",0.037
"NIH_PD",0.04
"NIH_PD",0.042
"NIH_PD",0.038
"NIH_PD",0.034
"NIH_PD",0.03
"NIH_PD",0.036
"NIH_PD",0.043
"NIH_PD",0.041
"NIH_PD",0.051
"NIH_PD",0.041
"NIH_PD",0.037
"NIH_PD",0.046
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.047
"NIH_PD",0.039
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.056
"NIH_PD",0.034
"NIH_PD",0.036
"NIH_PD",0.033
"NIH_PD",0.049
"NIH_PD",0.05
"NIH_PD",0.043
"NIH_PD",0.04
"NIH_PD",0.038
"NIH_PD",0.039
"NIH_PD",0.036
"NIH_PD",0.039
"NIH_PD",0.042
"NIH_PD",0.047
"NIH_PD",0.047
"NIH_PD",0.07
"NIH_PD",0.036
"NIH_PD",0.05
"NIH_PD",0.035
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.038
"NIH_PD",0.047
"NIH_PD",0.047
"NIH_PD",0.045
"NIH_PD",0.057
"NIH_PD",0.068
