"Dataset","caudalmiddlefrontal.GrayVol","zscore"
"BGSP",5917,-0.324458613115727
"BGSP",6642,0.353743602252881
"BGSP",6031,-0.217817161319835
"BGSP",5668,-0.557385994669911
"BGSP",5527,-0.689284632417461
"BGSP",5624,-0.598545853257799
"BGSP",6298,0.0319483442021211
"BGSP",7170,0.847661905307537
"BGSP",7108,0.789663922751876
"BGSP",6282,0.0169811228974346
"BGSP",5853,-0.384327498334473
"BGSP",6410,0.136718893334927
"BGSP",5653,-0.571417764643054
"BGSP",6584,0.299487425023393
"BGSP",7873,1.5052841913822
"BGSP",4998,-1.18413838680366
"BGSP",5918,-0.323523161784184
"BGSP",5287,-0.913792951987759
"BGSP",6623,0.335970026953566
"BGSP",5916,-0.32539406444727
"BGSP",4712,-1.45167746762493
"BGSP",5614,-0.607900366573228
"BGSP",5677,-0.548966932686025
"BGSP",6395,0.122687123361783
"BGSP",6445,0.169459689938929
"BGSP",6594,0.308841938338822
"BGSP",6799,0.500609461305118
"BGSP",5006,-1.17665477615132
"BGSP",7379,1.0431712336
"BGSP",9561,3.08432603902663
"BGSP",7909,1.53896043931775
"BGSP",7229,0.902853533868568
"BGSP",4640,-1.51902996349602
"BGSP",4915,-1.26178084732172
"BGSP",6875,0.571703762502379
"BGSP",8047,1.66805272307067
"BGSP",6351,0.0815272647738952
"BGSP",4630,-1.52838447681145
"BGSP",7140,0.81959836536125
"BGSP",5982,-0.263654276565438
"BGSP",6230,-0.0316623463427966
"BGSP",6316,0.0487864681698934
"BGSP",5374,-0.832408686143526
"BGSP",6280,0.0151102202343488
"BGSP",4645,-1.51435270683831
"BGSP",6107,-0.146722860122574
"BGSP",6939,0.631572647721125
"BGSP",5394,-0.813699659512668
"BGSP",6222,-0.0391459569951399
"BGSP",4890,-1.28516713061029
"BGSP",5680,-0.546160578691396
"BGSP",7049,0.734472294190845
"BGSP",7020,0.707344205576101
"BGSP",6841,0.53989841722992
"BGSP",4872,-1.30200525457807
"BGSP",6191,-0.06814494827297
"BGSP",5722,-0.506871622766594
"BGSP",7165,0.842984648649822
"BGSP",4578,-1.57702794605168
"BGSP",4536,-1.61631690197648
"BGSP",4893,-1.28236077661566
"BGSP",5277,-0.923147465303188
"BGSP",5176,-1.01762804978902
"BGSP",6473,0.19565232722213
"BGSP",5186,-1.00827353647359
"BGSP",5452,-0.759443482283179
"BGSP",6652,0.363098115568311
"BGSP",5709,-0.519032490076652
"BGSP",6183,-0.0756285589253133
"BGSP",5257,-0.941856491934046
"BGSP",5174,-1.01949895245211
"BGSP",6627,0.339711832279738
"BGSP",5735,-0.494710755456536
"BGSP",6338,0.0693663974638374
"BGSP",8632,2.21529175202327
"BGSP",6887,0.582929178480894
"BGSP",6669,0.37900078820454
"BGSP",4674,-1.48722461822356
"BGSP",7623,1.27142135849647
"BGSP",6826,0.525866647256776
"BGSP",6073,-0.178528205395033
"BGSP",5411,-0.797796986876438
"BGSP",6642,0.353743602252881
"BGSP",6936,0.628766293726496
"BGSP",6099,-0.154206470774918
"BGSP",7226,0.90004717987394
"BGSP",6413,0.139525247329556
"BGSP",6215,-0.0456941163159403
"BGSP",7322,0.989850507702059
"BGSP",4653,-1.50686909618596
"BGSP",7151,0.829888330008221
"BGSP",4558,-1.59573697268254
"BGSP",3453,-2.62941069403745
"BGSP",6677,0.386484398856883
"BGSP",6929,0.622218134405696
"BGSP",6501,0.221844964505331
"BGSP",5539,-0.678059216438946
"BGSP",7370,1.03475217161612
"BGSP",4838,-1.33381059985052
"BGSP",4521,-1.63034867194963
"BGSP",6137,-0.118659320176287
"BGSP",6269,0.00482025558737678
"BGSP",4474,-1.67431488453214
"BGSP",7107,0.788728471420334
"BGSP",4225,-1.90724226608633
"BGSP",5103,-1.08591599699165
"BGSP",5741,-0.489098047467279
"BGSP",5284,-0.916599305982387
"BGSP",8368,1.96833260049594
"BGSP",5914,-0.327264967110356
"BGSP",6442,0.1666533359443
"BGSP",6656,0.366839920894482
"BGSP",5396,-0.811828756849582
"BGSP",6072,-0.179463656726576
"BGSP",6107,-0.146722860122574
"BGSP",5236,-0.961500969896447
"BGSP",5681,-0.545225127359853
"BGSP",5006,-1.17665477615132
"BGSP",7237,0.910337144520912
"BGSP",5267,-0.932501978618617
"BGSP",6961,0.652152577015069
"BGSP",5029,-1.15513939552583
"BGSP",3379,-2.69863409257163
"BGSP",7350,1.01604314498526
"BGSP",5000,-1.18226748414057
"BGSP",5547,-0.670575605786603
"BGSP",5927,-0.315104099800298
"BGSP",6705,0.412677036140085
"BGSP",6582,0.297616522360307
"BGSP",5462,-0.75008896896775
"BGSP",5892,-0.347844896404299
"BGSP",6674,0.383678044862254
"BGSP",9193,2.74007994901884
"BGSP",9012,2.57076325800957
"BGSP",7549,1.2021979599623
"BGSP",5828,-0.407713781623046
"BGSP",7124,0.804631144056563
"BGSP",5272,-0.927824721960902
"BGSP",5425,-0.784700668234838
"BGSP",5162,-1.03072436843062
"BGSP",6436,0.161040627955042
"BGSP",5660,-0.564869605322254
"BGSP",5565,-0.65373748181883
"BGSP",6860,0.557671992529235
"BGSP",6194,-0.0653385942783413
"BGSP",5302,-0.899761182014615
"BGSP",6341,0.0721727514584661
"BGSP",5300,-0.901632084677701
"BGSP",6102,-0.151400116780289
"BGSP",5921,-0.320716807789555
"BGSP",6301,0.0347546981967498
"BGSP",7632,1.27984042048036
"BGSP",5771,-0.461034507520991
"BGSP",7474,1.13203911009658
"BGSP",5109,-1.0803032890024
"BGSP",5836,-0.400230170970702
"BGSP",6117,-0.137368346807145
"BGSP",7774,1.41267450955945
"BGSP",6932,0.625024488400325
"BGSP",6135,-0.120530222839373
"BGSP",8298,1.90285100728794
"BGSP",4829,-1.34222966183441
"BGSP",6098,-0.15514192210646
"BGSP",6012,-0.235590736619151
"BGSP",5671,-0.554579640675282
"BGSP",7139,0.818662914029707
"BGSP",7829,1.46412433279431
"BGSP",6497,0.21810315917916
"BGSP",6473,0.19565232722213
"BGSP",5912,-0.329135869773441
"BGSP",7368,1.03288126895303
"BGSP",7796,1.4332544388534
"BGSP",5732,-0.497517109451165
"BGSP",8630,2.21342084936018
"BGSP",8491,2.08339311427572
"BGSP",6916,0.610057267095638
"BGSP",5108,-1.08123874033394
"BGSP",6889,0.58480008114398
"BGSP",5530,-0.686478278422832
"BGSP",5909,-0.33194222376807
"BGSP",5332,-0.871697642068328
"BGSP",8981,2.54176426673174
"BGSP",10288,3.76439915705832
"BGSP",7136,0.815856560035078
"BGSP",6760,0.464126859374945
"BGSP",5132,-1.05878790837691
"BGSP",5725,-0.504065268771965
"BGSP",6678,0.387419850188426
"BGSP",6690,0.398645266166941
"BGSP",6051,-0.199108134688977
"BGSP",5979,-0.266460630560067
"BGSP",7302,0.971141481071201
"BGSP",6311,0.0441092115121789
"BGSP",5748,-0.482549888146478
"BGSP",5431,-0.77908796024558
"BGSP",7064,0.748504064163989
"BGSP",6201,-0.058790434957541
"BGSP",7242,0.915014401178626
"BGSP",5888,-0.351586701730471
"BGSP",5912,-0.329135869773441
"BGSP",4192,-1.93811216002724
"BGSP",5621,-0.601352207252428
"BGSP",6348,0.0787209107792665
"BGSP",6182,-0.0765640102568562
"BGSP",5618,-0.604158561247056
"BGSP",6118,-0.136432895475602
"BGSP",5148,-1.04382068707222
"BGSP",6394,0.12175167203024
"BGSP",6045,-0.204720842678235
"BGSP",7451,1.11052372947109
"BGSP",7600,1.24990597787099
"BGSP",6300,0.0338192468652069
"BGSP",7199,0.874789993922281
"BGSP",4880,-1.29452164392572
"BGSP",6049,-0.200979037352063
"BGSP",6471,0.193781424559044
"BGSP",6352,0.0824627161054381
"BGSP",6707,0.41454793880317
"BGSP",6536,0.254585761109333
"BGSP",5511,-0.704251853722147
"BGSP",4941,-1.2374591127016
"BGSP",6651,0.362162664236768
"BGSP",7121,0.801824790061934
"BGSP",5750,-0.480678985483392
"BGSP",7426,1.08713744618252
"BGSP",6005,-0.242138895939951
"BGSP",7838,1.4725433947782
"BGSP",5450,-0.761314384946265
"BGSP",5270,-0.929695624623988
"BGSP",9133,2.68395286912626
"BGSP",7325,0.992656861696688
"BGSP",4480,-1.66870217654289
"BGSP",5655,-0.569546861979969
"BGSP",6417,0.143267052655727
"BGSP",9932,3.43137848302905
"BGSP",5630,-0.592933145268541
"BGSP",6152,-0.104627550203143
"BGSP",7735,1.37619190762928
"BGSP",5341,-0.863278580084442
"BGSP",5327,-0.876374898726042
"BGSP",8300,1.90472190995102
"BGSP",6145,-0.111175709523944
"BGSP",4234,-1.89882320410244
"BGSP",6429,0.154492468634242
"BGSP",6114,-0.140174700801774
"BGSP",6893,0.588541886470151
"BGSP",7262,0.933723427809484
"BGSP",7753,1.39303003159705
"BGSP",4092,-2.03165729318153
"BGSP",5605,-0.616319428557114
"BGSP",6729,0.435127868097114
"BGSP",7590,1.24055146455556
"BGSP",4992,-1.18975109479292
"BGSP",5889,-0.350651250398928
"BGSP",6294,0.0282065388759495
"BGSP",6266,0.00201390159274805
"BGSP",6918,0.611928169758724
"BGSP",6507,0.227457672494589
"BGSP",5197,-0.99798357182662
"BGSP",5595,-0.625673941872543
"BGSP",6572,0.288262009044878
"BGSP",6315,0.0478510168383505
"BGSP",7108,0.789663922751876
"BGSP",7085,0.76814854212639
"BGSP",8240,1.84859483005845
"BGSP",5951,-0.292653267843268
"BGSP",5836,-0.400230170970702
"BGSP",6575,0.291068363039507
"BGSP",4678,-1.48348281289739
"BGSP",4821,-1.34971327248675
"BGSP",8320,1.92343093658188
"BGSP",5983,-0.262718825233895
"BGSP",6093,-0.159819178764175
"BGSP",6378,0.106784450725554
"BGSP",4821,-1.34971327248675
"BGSP",5691,-0.535870614044424
"BGSP",5346,-0.858601323426727
"BGSP",6044,-0.205656294009778
"BGSP",7109,0.790599374083419
"BGSP",4722,-1.4423229543095
"BGSP",5346,-0.858601323426727
"BGSP",6394,0.12175167203024
"BGSP",8095,1.71295438698473
"BGSP",6591,0.306035584344193
"BGSP",7911,1.54083134198083
"BGSP",5801,-0.432970967574704
"BGSP",4512,-1.63876773393351
"BGSP",6180,-0.078434912919942
"BGSP",5313,-0.889471217367643
"BGSP",6091,-0.161690081427261
"BGSP",4604,-1.55270621143156
"BGSP",5535,-0.681801021765118
"BGSP",6950,0.641862612368097
"BGSP",5483,-0.730444491005349
"BGSP",6231,-0.0307268950112537
"BGSP",7720,1.36216013765614
"BGSP",6620,0.333163672958937
"BGSP",6129,-0.12614293082863
"BGSP",7737,1.37806281029237
"BGSP",5522,-0.693961889075175
"BGSP",5952,-0.291717816511725
"BGSP",5834,-0.402101073633788
"BGSP",5665,-0.56019234866454
"BGSP",8360,1.9608489898436
"BGSP",7054,0.739149550848559
"BGSP",6974,0.664313444325127
"BGSP",8036,1.65776275842369
"BGSP",6250,-0.0129533197119385
"BGSP",5256,-0.942791943265589
"BGSP",4135,-1.99143288592519
"BGSP",5820,-0.415197392275389
"BGSP",6261,-0.00266335506496649
"BGSP",7268,0.939336135798742
"BGSP",6668,0.378065336872997
"BGSP",5446,-0.765056190272436
"BGSP",7498,1.15448994205361
"BGSP",7668,1.3135166684159
"BGSP",7379,1.0431712336
"BGSP",8427,2.02352422905697
"BGSP",5847,-0.38994020632373
"BGSP",8878,2.44541277958282
"BGSP",6514,0.234005831815389
"BGSP",4717,-1.44700021096722
"BGSP",6531,0.249908504451619
"BGSP",6405,0.132041636677212
"BGSP",5991,-0.255235214581552
"BGSP",5749,-0.481614436814935
"BGSP",6590,0.30510013301265
"BGSP",4711,-1.45261291895647
"BGSP",4791,-1.37777681243304
"BGSP",4782,-1.38619587441693
"BGSP",6892,0.587606435138608
"BGSP",4946,-1.23278185604389
"BGSP",7800,1.43699624417957
"BGSP",7013,0.7007960462553
"BGSP",7380,1.04410668493155
"BGSP",4548,-1.60509148599797
"BGSP",4846,-1.32632698919818
"BGSP",7709,1.35187017300916
"BGSP",6544,0.262069371761676
"BGSP",4530,-1.62192960996574
"BGSP",7263,0.934658879141027
"BGSP",5408,-0.800603340871067
"BGSP",5540,-0.677123765107403
"BGSP",5557,-0.661221092471174
"BGSP",5103,-1.08591599699165
"BGSP",5352,-0.85298861543747
"BGSP",7151,0.829888330008221
"BGSP",7788,1.42577082820105
"BGSP",7034,0.720440524217701
"BGSP",5978,-0.267396081891609
"BGSP",6273,0.00856206091354841
"BGSP",5676,-0.549902384017568
"BGSP",5706,-0.52183884407128
"BGSP",6896,0.59134824046478
"BGSP",7822,1.45757617347351
"BGSP",7121,0.801824790061934
"BGSP",8018,1.64092463445592
"BGSP",4598,-1.55831891942082
"BGSP",6888,0.583864629812437
"BGSP",7851,1.48470426208826
"BGSP",5758,-0.473195374831049
"BGSP",7465,1.12362004811269
"BGSP",5534,-0.682736473096661
"BGSP",5098,-1.09059325364937
"BGSP",6975,0.66524889565667
"BGSP",7588,1.23868056189247
"BGSP",6346,0.0768500081161807
"BGSP",4800,-1.36935775044915
"BGSP",6779,0.48190043467426
"BGSP",5381,-0.825860526822725
"BGSP",7437,1.09742741082949
"BGSP",6262,-0.00172790373342358
"BGSP",6097,-0.156077373438003
"BGSP",5771,-0.461034507520991
"BGSP",5730,-0.499388012114251
"BGSP",5833,-0.403036524965331
"BGSP",7133,0.813050206040449
"BGSP",6833,0.532414806577577
"BGSP",6447,0.171330592602014
"BGSP",5549,-0.668704703123517
"BGSP",7251,0.923433463162512
"BGSP",6483,0.205006840537559
"BGSP",8006,1.62969921847741
"BGSP",6841,0.53989841722992
"BGSP",5967,-0.277686046538581
"BGSP",6082,-0.170109143411147
"BGSP",6853,0.551123833208435
"BGSP",4430,-1.71547474312003
"BGSP",8670,2.2508389026219
"BGSP",7747,1.38741732360779
"BGSP",5569,-0.649995676492659
"BGSP",5227,-0.969920031880333
"BGSP",7381,1.04504213626309
"BGSP",6154,-0.102756647540058
"BGSP",4562,-1.59199516735637
"BGSP",5973,-0.272073338549324
"BGSP",6907,0.601638205111752
"BGSP",5714,-0.514355233418937
"BGSP",5807,-0.427358259585447
"BGSP",5717,-0.511548879424308
"BGSP",6220,-0.0410168596582257
"BGSP",6467,0.190039619232873
"BGSP",7768,1.4070618015702
"BGSP",8602,2.18722821207698
"BGSP",6959,0.650281674351983
