"Dataset","caudalanteriorcingulate.SurfArea","zscore"
"MGH",456,-0.163152536592106
"MGH",560,0.410409056835919
"MGH",663,0.97845563494252
"MGH",569,0.460044194728729
"MGH",541,0.305623765728876
"MGH",455,-0.16866755191353
"MGH",353,-0.731199114698708
"MGH",531,0.250473612514642
"MGH",494,0.0464180456219797
"MGH",552,0.366288934264532
"MGH",533,0.261503643157489
"MGH",454,-0.174182567234953
"MGH",468,-0.0969723527350266
"MGH",465,-0.113517398699297
"MGH",617,0.724764930157048
"MGH",901,2.29102928144127
"MGH",588,0.564829485835772
"MGH",496,0.0574480762648263
"MGH",367,-0.653988900198782
"MGH",341,-0.797379298555788
"MGH",757,1.49686707515631
"MGH",621,0.746824991442741
"MGH",491,0.0298729996577097
"MGH",524,0.211868505264679
"MGH",490,0.0243579843362864
"MGH",560,0.410409056835919
"MGH",561,0.415924072157342
"MGH",334,-0.835984405805751
"MGH",603,0.647554715657121
"MGH",307,-0.984889819484181
"MGH",244,-1.33233578473385
"MGH",404,-0.449933333306119
"MGH",592,0.586889547121465
"MGH",506,0.11259822947906
"MGH",517,0.173263398014716
"MGH",290,-1.07864507994838
"MGH",809,1.78364787187032
"MGH",654,0.928820497049711
"MGH",377,-0.598838746984549
"MGH",305,-0.995919850127027
"MGH",469,-0.0914573374136032
"MGH",456,-0.163152536592106
"MGH",620,0.741309976121318
"MGH",360,-0.692594007448745
"MGH",417,-0.378238134127616
"MGH",258,-1.25512557023392
"MGH",511,0.140173306086176
"MGH",543,0.316653796371722
"MGH",367,-0.653988900198782
"MGH",604,0.653069730978545
"MGH",593,0.592404562442888
"MGH",310,-0.968344773519911
"MGH",280,-1.13379523316261
"MGH",502,0.0905381681933662
"MGH",334,-0.835984405805751
"MGH",665,0.989485665585367
"MGH",476,-0.05285223016364
"MGH",539,0.294593735086029
"MGH",644,0.873670343835477
"MGH",322,-0.902164589662831
"MGH",561,0.415924072157342
"MGH",168,-1.75147694916202
"MGH",620,0.741309976121318
"MGH",326,-0.880104528377138
"MGH",581,0.526224378585808
"MGH",242,-1.3433658153767
"MGH",582,0.531739393907232
"MGH",289,-1.0841600952698
"MGH",414,-0.394783180091886
"MGH",546,0.333198842335992
"MGH",538,0.289078719764606
"MGH",420,-0.361693088163346
"MGH",462,-0.130062444663566
"MGH",218,-1.47572618309086
"MGH",434,-0.284482873663419
"MGH",482,-0.0197621382351001
"MGH",481,-0.0252771535565234
"MGH",567,0.449014164085882
"MGH",422,-0.350663057520499
"MGH",423,-0.345148042199076
"MGH",682,1.08324092604956
"MGH",439,-0.256907797056303
"MGH",32,-2.50151903287559
"MGH",341,-0.797379298555788
