"Dataset","superiorparietal.NumVert","zscore"
"MGH",6455,-0.256239507403719
"MGH",6807,-0.050551887818511
"MGH",6677,-0.12651606550623
"MGH",10359,2.02502318254132
"MGH",7704,0.47360093822675
"MGH",8179,0.751162356701108
"MGH",5578,-0.768705536881639
"MGH",5536,-0.793247809673056
"MGH",5621,-0.743578924261855
"MGH",6681,-0.124178706192762
"MGH",6319,-0.335709724061641
"MGH",7105,0.123581381034876
"MGH",8421,0.892572595165939
"MGH",7562,0.390624682598626
"MGH",6157,-0.430372776257106
"MGH",5719,-0.686313621081883
"MGH",7831,0.547812096429368
"MGH",7596,0.410492236763107
"MGH",8138,0.727204423738058
"MGH",8242,0.787975765888234
"MGH",7270,0.219997452715442
"MGH",8360,0.856927865635548
"MGH",5477,-0.827723859546713
"MGH",4458,-1.42316614465276
"MGH",9096,1.28700197931371
"MGH",6362,-0.310583111441857
"MGH",4791,-1.22858098180652
"MGH",6904,0.00612907553309469
"MGH",7859,0.564173611623646
"MGH",6909,0.00905077467493004
"MGH",6430,-0.270848003112896
"MGH",3913,-1.74163135111281
"MGH",9183,1.33783954438165
"MGH",10042,1.83978745694896
"MGH",3837,-1.78604117806871
"MGH",4434,-1.43719030053357
"MGH",6312,-0.33980010286021
"MGH",6781,-0.0657447233560548
"MGH",9073,1.27356216326127
"MGH",6409,-0.283119139508605
"MGH",6256,-0.372523133248766
"MGH",3333,-2.08054845156571
"MGH",9360,1.44126769400262
"MGH",7249,0.207726316319734
"MGH",5440,-0.849344433196295
"MGH",8565,0.976717530450797
"MGH",10135,1.8941310609871
"MGH",5135,-1.02756808084825
"MGH",3928,-1.7328662536873
"MGH",7402,0.297130310059895
"MGH",3947,-1.72176379694833
"MGH",8793,1.10994701131849
"MGH",7663,0.4496430052637
"MGH",9069,1.2712248039478
"MGH",8753,1.08657341818381
"MGH",5758,-0.663524367775567
"MGH",8140,0.728373103394792
"MGH",4117,-1.62242602612593
"MGH",8150,0.734216501678463
"MGH",5652,-0.725464389582476
"MGH",8452,0.910687129845318
"MGH",4345,-1.48919654525824
"MGH",7380,0.28427483383582
"MGH",3264,-2.12086789972304
"MGH",5962,-0.544319042788685
"MGH",6845,-0.0283469743405624
"MGH",6776,-0.0686664224978902
"MGH",7209,0.184352723185051
"MGH",9256,1.38049635185244
"MGH",3128,-2.20033811638096
"MGH",8446,0.907181090875116
"MGH",6260,-0.370185773935298
"MGH",7191,0.173834606274444
"MGH",8835,1.13448928410991
"MGH",7702,0.472432258570016
"MGH",8376,0.866277302889421
"MGH",7070,0.103129487042028
"MGH",6431,-0.270263663284529
"MGH",4165,-1.59437771436431
"MGH",5158,-1.01412826479581
"MGH",6772,-0.0710037818113585
"MGH",5845,-0.612686802707632
"MGH",3063,-2.23832020522482
"MGH",7008,0.0669004176832699
"MGH",4238,-1.55172090689351
"MGH",5251,-0.959784660757671
"MGH",9153,1.32030934953063
"MGH",6247,-0.37778219170407
"MGH",7863,0.566510970937114
"MGH",8150,0.734216501678463
"MGH",6777,-0.0680820826695231
"MGH",5824,-0.62495793910334
"MGH",6297,-0.348565200285716
"MGH",7933,0.607414758922809
"MGH",8696,1.05326604796688
"MGH",9774,1.68318438294658
"MGH",9698,1.63877455599069
"MGH",7473,0.338618437873957
"MGH",7775,0.515089066040812
"MGH",3944,-1.72351681643343
"MGH",4976,-1.12047811355862
"MGH",7402,0.297130310059895
"BGSP",6466,-1.45158051013139
"BGSP",9752,1.76868733909589
"BGSP",8549,0.589751787476775
"BGSP",7012,-0.916502529097278
"BGSP",7262,-0.671503453532208
"BGSP",8556,0.596611761592597
"BGSP",7408,-0.528423993402206
"BGSP",8262,0.308492848728074
"BGSP",8020,0.0713337435810862
"BGSP",7911,-0.0354858533652845
"BGSP",7035,-0.893962614145292
"BGSP",6518,-1.40062070241386
"BGSP",7697,-0.245205062048985
"BGSP",7389,-0.547043923145152
"BGSP",6825,-1.09976183761995
"BGSP",8714,0.751451177349722
"BGSP",7002,-0.926302492119881
"BGSP",6878,-1.04782203360016
"BGSP",7357,-0.578403804817481
"BGSP",10393,2.39686496884474
"BGSP",6692,-1.23010134582057
"BGSP",9680,1.69812760533315
"BGSP",8112,0.161493403389032
"BGSP",7021,-0.907682562376935
"BGSP",7767,-0.176605320890765
"BGSP",8685,0.723031284584174
"BGSP",7119,-0.811642924755428
"BGSP",6939,-0.988042259162279
"BGSP",9031,1.06211000516623
"BGSP",8029,0.0801537103014287
"BGSP",8175,0.22323317043143
"BGSP",8431,0.474112223810062
"BGSP",10524,2.52524448444083
"BGSP",8970,1.00233023072835
"BGSP",9343,1.36786885147144
"BGSP",7372,-0.563703860283576
"BGSP",8140,0.18893329985232
"BGSP",7998,0.04977382493136
"BGSP",8405,0.448632319951295
"BGSP",7030,-0.898862595656593
"BGSP",8194,0.241853100174375
"BGSP",8554,0.594651768988077
"BGSP",8326,0.371212612072732
"BGSP",8403,0.446672327346774
"BGSP",7310,-0.624463631023714
"BGSP",7500,-0.43826433359426
"BGSP",9130,1.15912963909
"BGSP",7984,0.0360538766997161
"BGSP",9210,1.23752934327082
"BGSP",6866,-1.05958198922728
"BGSP",6027,-1.88179888682366
"BGSP",6618,-1.30262107218783
"BGSP",7171,-0.760683117037893
"BGSP",7773,-0.170725343077203
"BGSP",7422,-0.514704045170562
"BGSP",7377,-0.558803878772275
"BGSP",8799,0.834750863041846
"BGSP",8045,0.0958336511375932
"BGSP",9246,1.27280921015219
"BGSP",8766,0.802410985067256
"BGSP",6868,-1.05762199662276
"BGSP",8263,0.309472845030335
"BGSP",6924,-1.00274220369618
"BGSP",7810,-0.134465479893573
"BGSP",8549,0.589751787476775
"BGSP",9251,1.27770919166349
"BGSP",7083,-0.846922791636798
"BGSP",8375,0.419232430883486
"BGSP",8373,0.417272438278966
"BGSP",8278,0.324172789564239
"BGSP",8293,0.338872734098143
"BGSP",7311,-0.623483634721454
"BGSP",6853,-1.07232194115666
"BGSP",6647,-1.27420117942228
"BGSP",8823,0.858270774296093
"BGSP",7190,-0.742063187294948
"BGSP",7877,-0.0688057276421341
"BGSP",8670,0.708331340050269
"BGSP",9302,1.32768900307877
"BGSP",8092,0.141893477343827
"BGSP",8315,0.360432652747869
"BGSP",7263,-0.670523457229947
"BGSP",6835,-1.08996187459735
"BGSP",8512,0.553491924293145
"BGSP",9563,1.5834680379687
"BGSP",8162,0.210493218502046
"BGSP",8594,0.633851621078488
"BGSP",7810,-0.134465479893573
"BGSP",8806,0.841610837157668
"BGSP",9706,1.72360750919192
"BGSP",9881,1.89510686208747
"BGSP",6985,-0.942962429258306
"BGSP",6930,-0.996862225882621
"BGSP",8000,0.0517338175358806
"BGSP",8520,0.561331894711227
"BGSP",7585,-0.354964647902136
"BGSP",8381,0.425112408697048
"BGSP",8530,0.57113185773383
"BGSP",6178,-1.73381944518235
"BGSP",8195,0.242833096476636
"BGSP",6861,-1.06448197073858
"BGSP",8200,0.247733077987937
"BGSP",8335,0.380032578793075
"BGSP",8533,0.574071846640611
"BGSP",8252,0.298692885705472
"BGSP",5034,-2.85493521496812
"BGSP",7868,-0.0776256943624767
"BGSP",9484,1.50604833009014
"BGSP",7181,-0.75088315401529
"BGSP",8222,0.269292996637663
"BGSP",8773,0.809270959183078
"BGSP",8466,0.508412094389172
"BGSP",7315,-0.619563649512413
"BGSP",10067,2.07738617430788
"BGSP",8669,0.707351343748009
"BGSP",8733,0.770071107092667
"BGSP",7094,-0.836142832311935
"BGSP",7210,-0.722463261249742
"BGSP",7937,-0.0100059495065172
"BGSP",8036,0.0870136844172507
"BGSP",8930,0.963130378637943
"BGSP",8678,0.716171310468352
"BGSP",6980,-0.947862410769607
"BGSP",8435,0.478032209019103
"BGSP",8097,0.146793458855128
"BGSP",7564,-0.375544570249602
"BGSP",7657,-0.284404914139396
"BGSP",8149,0.197753266572663
"BGSP",9007,1.03859009391198
"BGSP",8148,0.196773270270402
"BGSP",9440,1.46292849279069
"BGSP",6717,-1.20560143826406
"BGSP",8032,0.0830936992082096
"BGSP",6391,-1.52508023280091
"BGSP",9096,1.12580976481315
"BGSP",7477,-0.460804248546247
"BGSP",6313,-1.60151994437722
"BGSP",8020,0.0713337435810862
"BGSP",6816,-1.10858180434029
"BGSP",9547,1.56778809713254
"BGSP",6513,-1.40552068392516
"BGSP",7118,-0.812622921057688
"BGSP",7102,-0.828302861893853
"BGSP",6817,-1.10760180803803
"BGSP",7985,0.0370338730019763
"BGSP",7313,-0.621523642116933
"BGSP",5811,-2.09347808811188
"BGSP",7427,-0.509804063659261
"BGSP",6001,-1.90727879068242
"BGSP",9967,1.97938654408186
"BGSP",7968,0.0203739358635515
"BGSP",7586,-0.353984651599876
"BGSP",7812,-0.132505487289052
"BGSP",7806,-0.138385465102614
"BGSP",5756,-2.14737788473619
"BGSP",10840,2.83492331595508
"BGSP",7835,-0.109965572337066
"BGSP",6966,-0.961582359001251
"BGSP",9187,1.21498942831884
"BGSP",6388,-1.52802022170769
"BGSP",7917,-0.0296058755517228
"BGSP",9104,1.13364973523123
"BGSP",8230,0.277132967055745
"BGSP",6272,-1.64169979276989
"BGSP",7513,-0.425524381664877
"BGSP",7678,-0.26382499179193
"BGSP",7723,-0.219725158190218
"BGSP",8820,0.855330785389312
"BGSP",7767,-0.176605320890765
"BGSP",7096,-0.834182839707414
"BGSP",6870,-1.05566200401824
"BGSP",7638,-0.303024843882342
"BGSP",9535,1.55602814150541
"BGSP",7198,-0.734223216876866
"BGSP",8732,0.769091110790407
"BGSP",8960,0.992530267705751
"BGSP",6972,-0.955702381187689
"BGSP",7883,-0.0629257498285724
"BGSP",6207,-1.7053995524168
"BGSP",6791,-1.1330817118968
"BGSP",6968,-0.95962236639673
"BGSP",8384,0.428052397603829
"BGSP",7303,-0.631323605139536
"BGSP",8283,0.32907277107554
"BGSP",7895,-0.051165794201449
"BGSP",6973,-0.954722384885429
"BGSP",7650,-0.291264888255218
"BGSP",8609,0.648551565612392
"BGSP",8553,0.593671772685817
"BGSP",6131,-1.77987927138859
"BGSP",7491,-0.447084300314603
"BGSP",6955,-0.972362318326114
"BGSP",8423,0.46627225339198
"BGSP",7660,-0.281464925232615
"BGSP",10255,2.26162547913282
"BGSP",6664,-1.25754124228386
"BGSP",7128,-0.802822958035085
"BGSP",9868,1.88236691015809
"BGSP",6710,-1.21246141237988
"BGSP",8432,0.475092220112322
"BGSP",6202,-1.71029953392811
"BGSP",7946,-0.00118598278617466
"BGSP",9412,1.4354885963274
"BGSP",8641,0.679911447284721
"BGSP",6777,-1.14680166012844
"BGSP",7082,-0.847902787939058
"BGSP",8819,0.854350789087051
"BGSP",7640,-0.301064851277821
"BGSP",6932,-0.994902233278101
"BGSP",8367,0.411392460465404
"BGSP",8281,0.32711277847102
"BGSP",7803,-0.141325454009395
"BGSP",6401,-1.51528026977831
"BGSP",7841,-0.104085594523504
"BGSP",8380,0.424132412394788
"BGSP",6240,-1.67305967444222
"BGSP",6886,-1.03998206318207
"BGSP",8178,0.226173159338211
"BGSP",7742,-0.201105228447272
"BGSP",8541,0.581911817058693
"BGSP",8308,0.353572678632047
"BGSP",6631,-1.28988112025845
"BGSP",8389,0.43295237911513
"BGSP",6746,-1.17718154549851
"BGSP",7541,-0.398084485201589
"BGSP",6971,-0.95668237748995
"BGSP",7388,-0.548023919447412
"BGSP",6199,-1.71323952283489
"BGSP",10156,2.16460584520905
"BGSP",8512,0.553491924293145
"BGSP",9483,1.50506833378788
"BGSP",9929,1.94214668459596
"BGSP",6684,-1.23794131623865
"BGSP",7617,-0.323604766229807
"BGSP",6473,-1.44472053601557
"BGSP",6387,-1.52900021800995
"BGSP",7222,-0.710703305622619
"BGSP",8342,0.386892552908897
"BGSP",8528,0.569171865129309
"BGSP",7036,-0.892982617843031
"BGSP",9203,1.230669369155
"BGSP",8928,0.961170386033422
"BGSP",7450,-0.487264148707275
"BGSP",7517,-0.421604396455836
"BGSP",10301,2.30670530903679
"BGSP",7022,-0.906702566074675
"BGSP",8871,0.905310596804586
"BGSP",7506,-0.432384355780699
"BGSP",8519,0.560351898408967
"BGSP",7693,-0.249125047258026
"BGSP",8597,0.636791609985269
"BGSP",7269,-0.664643479416386
"BGSP",7789,-0.155045402241039
"BGSP",7751,-0.19228526172693
"BGSP",7318,-0.616623660605632
"BGSP",7062,-0.867502713984264
"BGSP",6686,-1.23598132363413
"BGSP",7649,-0.292244884557478
"BGSP",8699,0.736751232815818
"BGSP",8018,0.0693737509765656
"BGSP",7727,-0.215805172981176
"BGSP",7538,-0.40102447410837
"BGSP",7937,-0.0100059495065172
"BGSP",8787,0.822990907414722
"BGSP",7375,-0.560763871376796
"BGSP",7802,-0.142305450311655
"BGSP",8230,0.277132967055745
"BGSP",8577,0.617191683940063
"BGSP",6895,-1.03116209646173
"BGSP",7537,-0.40200447041063
"BGSP",7055,-0.874362688100086
"BGSP",7208,-0.724423253854263
"BGSP",7769,-0.174645328286245
"BGSP",7358,-0.57742380851522
"BGSP",7386,-0.549983912051933
"BGSP",6738,-1.1850215159166
"BGSP",7588,-0.352024658995356
"BGSP",7303,-0.631323605139536
"BGSP",8566,0.6064117246152
"BGSP",8969,1.00135023442609
"BGSP",7588,-0.352024658995356
"BGSP",7865,-0.0805656832692575
"BGSP",6588,-1.33202096125564
"BGSP",10810,2.80552342688727
"BGSP",7122,-0.808702935848647
"BGSP",7991,0.042913850815538
"BGSP",7322,-0.612703675396591
"BGSP",9264,1.29044914359288
"BGSP",7305,-0.629363612535015
"BGSP",8255,0.301632874612252
"BGSP",9137,1.16598961320582
"BGSP",8817,0.852390796482531
"BGSP",7122,-0.808702935848647
"BGSP",8003,0.0546738064426614
"BGSP",6509,-1.4094406691342
"BGSP",6376,-1.53978017733482
"BGSP",7586,-0.353984651599876
"BGSP",7918,-0.0286258792494626
"BGSP",8402,0.445692331044514
"BGSP",8082,0.132093514321224
"BGSP",10313,2.31846526466391
"BGSP",8954,0.98665028989219
"BGSP",8614,0.653451547123694
"BGSP",10057,2.06758621128528
"BGSP",8080,0.130133521716703
"BGSP",8280,0.32613278216876
"BGSP",7800,-0.144265442916176
"BGSP",5598,-2.30221730049332
"BGSP",8238,0.284972937473828
"BGSP",8546,0.586811798569995
"BGSP",6760,-1.16346159726687
"BGSP",7515,-0.423564389060356
"BGSP",8596,0.635811613683009
"BGSP",8162,0.210493218502046
"BGSP",6206,-1.70637954871907
"BGSP",8168,0.216373196315608
"BGSP",6480,-1.43786056189975
"BGSP",7655,-0.286364906743917
"BGSP",6993,-0.935122458840223
"BGSP",7844,-0.101145605616723
"BGSP",7200,-0.732263224272345
"BGSP",10612,2.61148415903974
"BGSP",6498,-1.42022062845906
"BGSP",9692,1.70988756096028
"BGSP",9206,1.23360935806178
"BGSP",7534,-0.404944459317411
"BGSP",10198,2.20576568990398
"BGSP",6476,-1.44178054710879
"BGSP",7263,-0.670523457229947
"BGSP",7818,-0.126625509475491
"BGSP",8587,0.626991646962666
"BGSP",7059,-0.870442702891045
"BGSP",8144,0.192853285061361
"BGSP",8253,0.299672882007732
"BGSP",7602,-0.338304710763712
"BGSP",8569,0.609351713521981
"BGSP",5878,-2.02781833586044
"BGSP",6029,-1.87983889421914
"BGSP",6561,-1.35848086141667
"BGSP",6513,-1.40552068392516
"BGSP",8687,0.724991277188694
"BGSP",6599,-1.32124100193077
"BGSP",8013,0.0644737694652642
"BGSP",8012,0.0634937731630039
"BGSP",7518,-0.420624400153575
"BGSP",7070,-0.859662743566182
"BGSP",6957,-0.970402325721593
"BGSP",7475,-0.462764241150767
"BGSP",6253,-1.66031972251283
"BGSP",8105,0.15463342927321
"BGSP",7542,-0.397104488899329
"BGSP",8035,0.0860336881149904
"BGSP",7628,-0.312824806904944
"BGSP",7510,-0.428464370571658
"BGSP",9536,1.55700813780767
"BGSP",6809,-1.11544177845612
"BGSP",7354,-0.581343793724262
"BGSP",8859,0.893550641177463
"BGSP",7513,-0.425524381664877
"BGSP",8366,0.410412464163144
"BGSP",7079,-0.850842776845839
"BGSP",7233,-0.699923346297756
"BGSP",6342,-1.57310005161167
"BGSP",7623,-0.317724788416246
"BGSP",9553,1.5736680749461
"BGSP",7467,-0.47060421156885
"BGSP",9508,1.52956824134439
"BGSP",7457,-0.480404174591453
"BGSP",8004,0.0556538027449217
"BGSP",8585,0.625031654358145
"BGSP",8693,0.730871255002256
"BGSP",8935,0.968030360149244
"BGSP",7639,-0.302044847580081
"BGSP",7741,-0.202085224749532
"BGSP",7021,-0.907682562376935
"BGSP",7756,-0.187385280215628
"BGSP",7115,-0.815562909964469
"BGSP",8553,0.593671772685817
"BGSP",8155,0.203633244386224
"BGSP",7923,-0.0237258977381611
"BGSP",8514,0.555451916897665
"BGSP",8111,0.160513407086772
"BGSP",7169,-0.762643109642414
"BGSP",7783,-0.160925380054601
"BGSP",7004,-0.92434249951536
"BGSP",8820,0.855330785389312
"BGSP",8331,0.376112593584034
"BGSP",7245,-0.688163390670632
"BGSP",6315,-1.59955995177269
"BGSP",9744,1.76084736867781
"BGSP",6900,-1.02626211495043
"BGSP",7804,-0.140345457707135
"BGSP",9165,1.19342950966911
"BGSP",8393,0.436872364324171
"BGSP",8660,0.698531377027667
"BGSP",7592,-0.348104673786314
"BGSP",9579,1.59914797880487
"BGSP",9824,1.83924707285863
"BGSP",9199,1.22674938394596
"BGSP",9547,1.56778809713254
"BGSP",7073,-0.856722754659401
"BGSP",6935,-0.99196224437132
"BGSP",7489,-0.449044292919124
"BGSP",7294,-0.640143571859878
"BGSP",7777,-0.166805357868162
"BGSP",8570,0.610331709824241
"BGSP",8289,0.334952748889102
"BGSP",7993,0.0448738434200586
"BGSP",8111,0.160513407086772
"BGSP",8357,0.401592497442801
"BGSP",8350,0.394732523326979
"BGSP",9099,1.12874975371993
"BGSP",8451,0.493712149855268
"BGSP",7459,-0.478444181986932
"BGSP",8117,0.166393384900334
"BGSP",7564,-0.375544570249602
"BGSP",8070,0.1203335586941
"BGSP",7164,-0.767543091153715
"BGSP",8152,0.200693255479443
"BGSP",7904,-0.0423458274811065
"BGSP",8558,0.598571754197118
"BGSP",7520,-0.418664407549055
"BGSP",8527,0.568191868827049
"BGSP",8057,0.107593606764717
"BGSP",8278,0.324172789564239
"BGSP",7721,-0.221685150794738
"BGSP",7833,-0.111925564941587
"BGSP",7909,-0.0374458459698051
"BGSP",6794,-1.13014172299002
"BGSP",10282,2.28808537929384
"BGSP",8969,1.00135023442609
"BGSP",7363,-0.572523827003919
"BGSP",8403,0.446672327346774
"BGSP",8499,0.540751972363761
"BGSP",7606,-0.334384725554671
"BGSP",7724,-0.218745161887957
"BGSP",9422,1.44528855935
"BGSP",8124,0.173253359016156
"BGSP",8246,0.29281290789191
"BGSP",8350,0.394732523326979
"BGSP",7675,-0.266764980698711
"BGSP",9698,1.71576753877384
"BGSP",7944,-0.00314597539069522
"BGSP",6763,-1.16052160836009
"BGSP",8109,0.158553414482251
"BGSP",8616,0.655411539728214
"BGSP",6448,-1.46922044357208
"BGSP",7689,-0.253045032467067
"BGSP",7378,-0.557823882470015
"BGSP",8753,0.789671033137873
"BGSP",8089,0.138953488437046
"BGSP",8996,1.02781013458712
"BGSP",9311,1.33650896979911
"BGSP",8630,0.669131487959858
"BGSP",7214,-0.718543276040701
"BGSP",9719,1.73634746112131
"BGSP",7714,-0.22854512491056
"BGSP",6531,-1.38788075048447
"BGSP",6679,-1.24284129774995
"BGSP",7191,-0.741083190992687
"BGSP",7851,-0.0942856315009014
"BGSP",7919,-0.0276458829472023
"BGSP",8603,0.642671587798831
"BGSP",8989,1.0209501604713
"BGSP",7946,-0.00118598278617466
"BGSP",7884,-0.0619457535263121
"BGSP",9200,1.22772938024822
"BGSP",7691,-0.251085039862547
"BGSP",6508,-1.41042066543646
"BGSP",7730,-0.212865184074396
"BGSP",6573,-1.34672090578954
"BGSP",9758,1.77456731690946
"BGSP",8257,0.303592867216773
"BGSP",7434,-0.502944089543439
"BGSP",7251,-0.682283412857071
"BGSP",6410,-1.50646030305797
"BGSP",7501,-0.437284337292
"BGSP",7279,-0.654843516393783
"BGSP",6876,-1.04978202620468
"BGSP",8987,1.01899016786678
"BGSP",8138,0.186973307247799
"BGSP",7814,-0.130545494684532
"BGSP",6749,-1.17424155659173
"BGSP",5532,-2.3668970564425
"BGSP",8354,0.39865250853602
"BGSP",9596,1.61580791594329
"BGSP",7690,-0.252065036164807
"BGSP",6928,-0.998822218487142
"BGSP",7803,-0.141325454009395
"BGSP",8785,0.821030914810202
"BGSP",8775,0.811230951787599
"BGSP",9053,1.08366992381596
"BGSP",8501,0.542711964968282
"BGSP",7808,-0.136425472498094
"BGSP",7081,-0.848882784241319
"BGSP",8608,0.647571569310132
"BGSP",9572,1.59228800468904
"BGSP",9005,1.03663010130746
"BGSP",6768,-1.15562162684879
"BGSP",7103,-0.827322865591592
"BGSP",7909,-0.0374458459698051
"BGSP",7970,0.0223339284680721
"BGSP",7787,-0.157005394845559
"BGSP",8743,0.77987107011527
"BGSP",7332,-0.602903712373988
"BGSP",5899,-2.00723841351297
"BGSP",7144,-0.787143017198921
"BGSP",7760,-0.183465295006587
"BGSP",6854,-1.0713419448544
"BGSP",8000,0.0517338175358806
"BGSP",8390,0.433932375417391
"BGSP",8089,0.138953488437046
"BGSP",8510,0.551531931688624
"BGSP",8312,0.357492663841089
"BGSP",7507,-0.431404359478438
"BGSP",8090,0.139933484739306
"BGSP",8941,0.973910337962806
"BGSP",5935,-1.9719585466316
"BGSP",8690,0.727931266095475
"BGSP",7466,-0.47158420787111
"BGSP",8381,0.425112408697048
"BGSP",7845,-0.100165609314463
"BGSP",8667,0.705391351143489
"BGSP",7648,-0.293224880859739
"BGSP",8063,0.113473584578278
"BGSP",6041,-1.86807893859201
"BGSP",7360,-0.5754638159107
"BGSP",10015,2.02642636659035
"BGSP",7573,-0.36672460352926
"BGSP",7115,-0.815562909964469
"BGSP",7187,-0.745003176201729
"BGSP",7424,-0.512744052566042
"BGSP",9219,1.24634930999116
"BGSP",9115,1.1444296945561
"BGSP",6899,-1.02724211125269
"BGSP",10014,2.02544637028809
"BGSP",9439,1.46194849648843
"BGSP",7982,0.0340938840951955
"BGSP",8179,0.227153155640471
"BGSP",10196,2.20380569729946
"BGSP",6660,-1.2614612274929
"BGSP",7090,-0.840062817520976
"BGSP",6781,-1.1428816749194
"BGSP",6104,-1.80633917154961
"BGSP",6614,-1.30654105739687
"BGSP",7536,-0.40298446671289
"BGSP",8817,0.852390796482531
"BGSP",8624,0.663251510146296
"BGSP",9232,1.25908926192055
"BGSP",8194,0.241853100174375
"BGSP",9486,1.50800832269466
"BGSP",7641,-0.300084854975561
"BGSP",7344,-0.591143756746864
"BGSP",8379,0.423152416092527
"BGSP",7808,-0.136425472498094
"BGSP",5756,-2.14737788473619
"BGSP",8418,0.461372271880678
"BGSP",6296,-1.61817988151564
"BGSP",7001,-0.927282488422141
"BGSP",9379,1.40314871835281
"BGSP",6412,-1.50450031045345
"BGSP",6918,-1.00862218150974
"BGSP",6958,-0.969422329419333
"BGSP",7518,-0.420624400153575
"BGSP",7635,-0.305964832789122
"BGSP",8002,0.0536938101404011
"BGSP",7936,-0.0109859458087775
"BGSP",5932,-1.97489853553838
"BGSP",8914,0.947450437801778
"BGSP",7088,-0.842022810125497
"BGSP",8120,0.169333373807114
"BGSP",8682,0.720091295677393
"BGSP",7553,-0.386324529574465
"BGSP",8054,0.104653617857936
"BGSP",7800,-0.144265442916176
"BGSP",11169,3.15734209939871
"BGSP",6130,-1.78085926769085
"BGSP",9420,1.44332856674548
"BGSP",9489,1.51094831160144
"BGSP",6651,-1.27028119421324
"BGSP",8470,0.512332079598213
"BGSP",7082,-0.847902787939058
"BGSP",7773,-0.170725343077203
"BGSP",7494,-0.444144311407822
"BGSP",10118,2.12736598572316
"BGSP",6640,-1.2810611535381
"BGSP",8272,0.318292811750677
"BGSP",6931,-0.995882229580361
"BGSP",7299,-0.635243590348577
"BGSP",8102,0.151693440366429
"BGSP",6860,-1.06546196704084
"BGSP",7028,-0.900822588261113
"BGSP",9229,1.25614927301377
"BGSP",7573,-0.36672460352926
"BGSP",9840,1.8549270136948
"BGSP",7033,-0.895922606749812
"BGSP",7993,0.0448738434200586
"BGSP",6441,-1.4760804176879
"BGSP",9428,1.45116853716356
"BGSP",8451,0.493712149855268
"BGSP",7681,-0.260885002885149
"BGSP",9156,1.18460954294877
"BGSP",7806,-0.138385465102614
"BGSP",8160,0.208533225897526
"BGSP",9122,1.15128966867192
"BGSP",10073,2.08326615212144
"BGSP",8546,0.586811798569995
"BGSP",6707,-1.21540140128666
"BGSP",7403,-0.533323974913508
"BGSP",8271,0.317312815448417
"BGSP",7631,-0.309884817998163
"BGSP",7554,-0.385344533272205
"BGSP",9061,1.09150989423404
"BGSP",7763,-0.180525306099806
"BGSP",8214,0.261453026219581
"BGSP",7213,-0.719523272342961
"BGSP",7108,-0.822422884080291
"BGSP",9372,1.39628874423699
"BGSP",8940,0.972930341660546
"BGSP",8353,0.39767251223376
"BGSP",7195,-0.737163205783646
"BGSP",7576,-0.363784614622479
"BGSP",7269,-0.664643479416386
